"Category ID"	"Manufacturer"	"Title"	"Description"	"Product URL"	"Image URL"	"SKU"	"Availability"	"Condition"	"Price"	"category"	"link"	"image_link"
"Diamond Bracelet"	"Pave, Bezel "	"14K White Gold Womens Diamond Bracelet 1.78 Ctw"	"This exclusive womens diamond bracelet is adorned with brilliant small round cut diamonds. The artistically designed frame is crafted in 14K White Gold and securely locks with a slide in clasp and two safety latches. This one of a kind womens diamond bracelet is an ideal addition to your diamond collection."	"14k-white-gold-womens-diamond-bracelet-1-78-ctw.html"	"/b/t/bt015595-2.jpg"	"BT015595"	"Enabled"	"new"	"1492.0000"	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/2050/s/14k-white-gold-womens-diamond-bracelet-1-78-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/t/bt015595-2.jpg"
"Diamond Bracelet"	"Prong "	"14K White Gold Womens Diamond Bracelet 1.00 Ctw"	"Crafted in highly polished 14K White Gold, this simple yet elegant womens diamond bracelet weighs approximately 18.5 grams. Twenty eight small round cut diamonds are prong set across the 7 Inch frame which securely locks with a hidden clasp and one safety latch. Carrying a total of 1.00 carat diamonds, this lovely womens diamond bracelet is an ideal accessory for an every day casual wear."	"14k-white-gold-womens-diamond-bracelet-1-00-ctw-4.html"	"/b/r/br9745-2_1.jpg"	"BR9745"	"Enabled"	"new"	"667.0000"	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/2251/s/14k-white-gold-womens-diamond-bracelet-1-00-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br9745-2_1.jpg"
"Diamond Bracelet"	"Pave "	"14K White Gold Womens Diamond Bracelet 0.53 Ctw"	"This elegant womens diamond bracelet is crafted in highly polished 14K white gold. The frame is outlined with brilliant round cut diamonds on pave setting. This exquisite womens diamond bracelet locks with a slide in clasp and two safety latches. Weighing approximately 11 grams, this exquisite womens diamond bracelet is an ideal addition to your diamond collection."	"14k-white-gold-womens-diamond-bracelet-0-53-ctw-1.html"	"/s/9/s9351d-2.jpg"	"S9351D"	"Enabled"	"new"	"765.0000"	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/2308/s/14k-white-gold-womens-diamond-bracelet-0-53-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//s/9/s9351d-2.jpg"
"Diamond Bracelet"	"Pave "	"14K White Gold Womens Diamond Bracelet 0.34 Ctw"	"This elegant womens diamond bracelet is crafted in highly polished 14K white gold. The frame is outlined with brilliant round cut diamonds on pave setting. This exquisite womens diamond bracelet locks with a slide in clasp and two safety latches. Weighing approximately 12.4 grams, this exquisite womens diamond bracelet is an ideal addition to your diamond collection."	"14k-white-gold-womens-diamond-bracelet-0-53-ctw-2.html"	"/s/9/s9350d-4_1_1.jpg"	"S9350A"	"Enabled"	"new"	"632.0000"	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/2309/s/14k-white-gold-womens-diamond-bracelet-0-53-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//s/9/s9350d-4_1_1.jpg"
"Diamond Bracelet"	"Pave "	"14K White Gold Womens Diamond Bracelet 0.33 Ctw"	"This elegant womens diamond bracelet is crafted in highly polished 14K white gold. The frame is outlined with brilliant round cut diamonds on pave setting. This exquisite womens diamond bracelet locks with a slide in clasp and two safety latches. Weighing approximately 12.4 grams, this exquisite womens diamond bracelet is an ideal addition to your diamond collection."	"14k-white-gold-womens-diamond-bracelet-0-53-ctw-3.html"	"/s/9/s9350d-4_1.jpg"	"S9350D"	"Enabled"	"new"	"884.0000"	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/2310/s/14k-white-gold-womens-diamond-bracelet-0-53-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//s/9/s9350d-4_1.jpg"
"Diamond Bracelet"	"Illusion"	"14K White Gold Womens Diamond Bracelet 1.95 Ctw"	"This elegant womens diamond bracelet is crafted in highly polished 14K White Gold. Small round cut diamonds are bezel set across the 7 1/4 Inch frame. This exquisite womens diamond bracelet is an ideal addition to your diamond collection."	"14k-white-gold-womens-diamond-bracelet-1-95-ctw.html"	"/b/8/b8467-2.jpg"	"B8467"	"Enabled"	"new"	"1650.0000"	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/2311/s/14k-white-gold-womens-diamond-bracelet-1-95-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/8/b8467-2.jpg"
"Diamond Bracelet"	"Prong "	"10K Yellow Gold Womens Diamond Bracelet 0.50 Ctw"	"This lovely womens diamond bracelet is prong set with brilliant round cut diamonds. The frame is crafted in 10K Yellow Gold and weighs approximately 4 grams. It securely locks with a slide in hidden clasp and one safety latch. This charming womens diamond bracelet measures to approximately 7 Inches in length and 1/8 Inches in width."	"10k-yellow-gold-womens-diamond-bracelet-0-50-ctw.html"	"/b/r/br7874-4.jpg"	"BR7874"	"Enabled"	"new"	"234.0000"	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/2381/s/10k-yellow-gold-womens-diamond-bracelet-0-50-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br7874-4.jpg"
"Diamond Bracelet"	"Channel "	"10K Two Tone Womens Diamond Bracelet 0.50 Ctw"	"This lovely womens diamond bracelet is crafted in 10K  Yellow and White Gold. The frame is channel set with brilliant round cut diamonds. It measures to approximately 7 Inches in length and weighs 8.7 grams. This charming womens diamond bracelet is an ideal accessory for an every day casual wear."	"10k-two-tone-womens-diamond-bracelet-0-50-ctw.html"	"/b/r/br453-4.jpg"	"BR453"	"Enabled"	"new"	"667.0000"	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/2382/s/10k-two-tone-womens-diamond-bracelet-0-50-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br453-4.jpg"
"Diamond Bracelet"	"Prong "	"14K Yellow Gold Womens Diamond Sapphire Tennis Bracelet 6.00 Ctw"	"This exquisite womens diamond bracelet is crafted in highly polished 14K Yellow Gold. The frame is prong set with brilliant round cut diamonds and blue round cut sapphires. The total carat weight of the diamonds is 2.50 carats and the total carat weight of the blue sapphires is 3.50 carats. This finely detailed womens diamond bracelet securely locks with a slide in clasp and one safety latch."	"14k-yellow-gold-womens-diamond-bracelet-2-50-ctw.html"	"/b/r/br9955-4_1.jpg"	"BR9955"	"Enabled"	"new"	"1584.0000"	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets>Root Catalog>Womens>Bracelets>Diamond Tennis Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/2427/s/14k-yellow-gold-womens-diamond-bracelet-2-50-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br9955-4_1.jpg"
"Diamond Bracelet"	"Prong"	"14K Yellow Gold Womens Diamond Tennis Bracelet 1.00 Ctw"	"This elegant womens diamond tennis bracelet is crafted in highly polished 14K Yellow Gold. Small round cut diamonds are prong set on the white gold frame across the 7 1/4 Inch frame which weighs approximately 8.7 grams. The frame securely locks with a slide in hidden clasp with one safety latch from the side. Gleaming with pure sophistication, this finely detailed womens diamond bracelet is an ideal accessory for an every day fashion wear."	"14k-yellow-gold-womens-diamond-bracelet-1-00-ctw-4.html"	"/b/r/br995-2_1.jpg"	"BR995"	"Enabled"	"new"	"500.0000"	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets>Root Catalog>Womens>Bracelets>Diamond Tennis Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/2496/s/14k-yellow-gold-womens-diamond-bracelet-1-00-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br995-2_1.jpg"
"Diamond Bracelet"	"Prong "	"10K Yellow Gold Womens Diamond Tennis Bracelet 2.00 Ctw"	"This elegant womens diamond bracelet is crafted in 10K Yellow Gold. The 7 1/4 Inch frame is prong set with brilliant round cut diamonds and weighs approximately 9 grams. Securely locking with a hidden slide in clasp this finely detailed womens diamond bracelet is an ideal addition to your diamond collection."	"10k-yellow-gold-womens-diamond-bracelet-2-00-ctw.html"	"/b/r/br4545-3_1.jpg"	"BR4545"	"Enabled"	"new"	"1417.0000"	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets>Root Catalog>Womens>Bracelets>Diamond Tennis Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/2497/s/10k-yellow-gold-womens-diamond-bracelet-2-00-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br4545-3_1.jpg"
"Diamond Bracelet"	"Prong "	"14K Yellow Gold Womens Diamond Tennis Bracelet 0.25 Ctw"	"This lovely  womens diamond tennis bracelet is crafted in highly polished 14K Yellow Gold. The 7 Inch frame is prong set with small round cut diamonds whch weigh a total of 0.25 carats. The bracelet securely locks with a slide in clasp and one safety latch. Weighing a total of 5 grams, this charming womens diamond bracelet is an ideal accessory for an every day fashion wear. "	"14k-yellow-gold-womens-diamond-bracelet-0-25-ctw.html"	"/b/r/br4412-2_1.jpg"	"BR4412"	"Enabled"	"new"	"167.0000"	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets>Root Catalog>Womens>Bracelets>Diamond Tennis Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/2607/s/14k-yellow-gold-womens-diamond-bracelet-0-25-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br4412-2_1.jpg"
"Diamond Bracelet"	"Prong "	"10K Yellow Gold Womens Diamond Heart Bracelet 0.08 Ctw"	"This delicate womens diamond heart bracelet is crafted in highly polished 10K Yellow Gold. Very small round cut diamonds are prong set across the 7  Inch frame which features carved out hearts. Measuring to 1/8 Inches in width, this lovely womens diamond heart bracelet securely locks with a slide in clasp and one safety latch."	"10k-yellow-gold-womens-diamond-heart-bracelet-0-08-ctw.html"	"/b/r/br54321-2_1.jpg"	"BR54321"	"Enabled"	"new"	"167.0000"	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/2613/s/10k-yellow-gold-womens-diamond-heart-bracelet-0-08-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br54321-2_1.jpg"
"Diamond Bracelet"	"Prong"	"14K Yellow Gold Womens Diamond Ruby Bracelet 6.00 Ctw"	"This lovely womens diamond gemstone bracelet is crafted in highly polished 14K Yellow Gold. The center is prong set with oval shaped red rubies which weigh a total of 5.00 carats. A number of small round cut diamonds are prong set among the gemstones and weigh a total of 1.00 carats. The frame measures to 7 Inches in length and 1/8 Inches in width. This finely detailed womens diamond gemstone bracelet is an ideal accessory for an every day casual wear."	"14k-yellow-gold-womens-diamond-gemstone-bracelet-1-00-ctw.html"	"/b/r/br77842-3_1.jpg"	"BR77842"	"Enabled"	"new"	"1584.0000"	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/2621/s/14k-yellow-gold-womens-diamond-gemstone-bracelet-1-00-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br77842-3_1.jpg"
"Diamond Bracelet"	"Prong"	"10K Yellow Gold Womens Diamond Sapphire Bracelet 5.00 Ctw"	"This lovely womens diamond gemstone bracelet is crafted in highly polished 10K Yellow Gold. The center is prong set with oval shape blue sapphires which weigh a total of 4.00 carats. A number of small round cut diamonds are prong set among the gemstones and weigh a total of 1.00 carats. The frame measures to 7 Inches in length and 1/8 Inches in width. This finely detailed womens diamond gemstone bracelet is an ideal accessory for an every day casual wear."	"14k-yellow-gold-womens-diamond-gemstone-bracelet-1-00-ctw-1.html"	"/b/r/br77841-1.jpg"	"BR77841"	"Enabled"	"new"	"1167.0000"	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/2622/s/14k-yellow-gold-womens-diamond-gemstone-bracelet-1-00-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br77841-1.jpg"
"Diamond Bracelet"	"Prong "	"14K Yellow Gold Womens Diamond Bracelet 1.00 Ctw"	"This lovely womens diamond bracelet is crafted in highly polished 14K  Yellow Gold. Small round cut diamonds are prong set across the 7 1/4 Inch frame which weighs a total of 9 grams. Securely locking with a hidden clasp, this charming womens diamond bracelet is an ideal accessory for an every day fashion wear."	"14k-white-gold-womens-diamond-bracelet-1-00-ctw-5.html"	"/b/r/br01200-1_1.jpg"	"BR01200"	"Enabled"	"new"	"825.0000"	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/2643/s/14k-white-gold-womens-diamond-bracelet-1-00-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br01200-1_1.jpg"
"Diamond Bracelet"	"Prong "	"10K Yellow Gold Womens Diamond Tennis Bracelet 2.75 Ctw"	"This elegant womens diamond tennis bracelet is crafted in lustrous 10K Yellow Gold. The 7 1/2 Inch frame is prong set with small round cut diamonds which total to 2.75 carats. Weighing approximately 11.9 grams, this lovely womens diamond bracelet is an ideal accessory for an every day casual wear."	"10k-yellow-gold-womens-diamond-bracelet-2-75-ctw.html"	"/b/r/br7749-3_1.jpg"	"BR7749"	"Enabled"	"new"	"1250.0000"	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets>Root Catalog>Womens>Bracelets>Diamond Tennis Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/2747/s/10k-yellow-gold-womens-diamond-bracelet-2-75-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br7749-3_1.jpg"
"Diamond Bracelet"	"Prong "	"10K Yellow Gold Womens Diamond Bracelet 0.10 Ctw"	"This lovely womens diamond bracelet is crafted in lustrous 10K Yellow Gold. The 7 Inch frame is prong set with small round cut diamonds which total to 0.10 carats. Securely locking with a hidden slide in clasp and one safety latch, this womens diamond bracelet is an ideal accessory for an every day casual wear."	"10k-yellow-gold-womens-diamond-bracelet-0-10-ctw.html"	"/b/r/br4605-1_1_1.jpg"	"BR74512"	"Enabled"	"new"	"209.0000"	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/2748/s/10k-yellow-gold-womens-diamond-bracelet-0-10-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br4605-1_1_1.jpg"
"Diamond Bracelet"	"Prong "	"10K Yellow Gold Womens Diamond Bracelet 3.75 Ctw"	"This lovely womens diamond bracelet is prong set with brilliant round cut diamonds which weigh a total of 3.75 carats. The frame measures to 7 Inches in length and weighs approximately 12.1 grams. This charming womens diamond bracelet securely locks with a hidden slide in clasp and one safety latch."	"10k-yellow-gold-womens-diamond-bracelet-3-75-ctw.html"	"/b/r/br7748-3_1.jpg"	"BR7748"	"Enabled"	"new"	"1334.0000"	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/2750/s/10k-yellow-gold-womens-diamond-bracelet-3-75-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br7748-3_1.jpg"
"Diamond Bracelet"	"Prong "	"10K White Gold Womens Diamond Bracelet 0.25 Ctw"	"This lovely womens diamond bracelet is crafted in 10K White Gold. The center features small round cut diamonds which are prong set in rows of three. The frame measures to 7 1/2 Inches in length and weighs approximately 6.6 grams. This lovely womens diamond bracelet securely locks with a lobster claw clasp."	"10k-white-gold-womens-diamond-bracelet-0-25-ctw.html"	"/b/r/br74531-1_1.jpg"	"BR74531"	"Enabled"	"new"	"334.0000"	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/2754/s/10k-white-gold-womens-diamond-bracelet-0-25-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br74531-1_1.jpg"
"Diamond Bracelet"	"Prong "	"14K Yellow Gold Womens Diamond Tennis Bracelet 2.75 Ctw"	"This one of a kind womens diamond tennis bracelet is prong set with brilliant small round cut diamonds which weigh a total of 2.75 carats. The frame is crafted in 14K Yellow Gold and weighs approximately 11.8 grams. Securely locking with a slide in hidden clasp and safety latch, this lovely womens diamond bracelet is an ideal accessory for an every day casual wear."	"14k-yellow-gold-womens-diamond-bracelet-2-75-ctw.html"	"/b/r/br7745-3_1.jpg"	"BR7745"	"Enabled"	"new"	"1167.0000"	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets>Root Catalog>Womens>Bracelets>Diamond Tennis Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/2755/s/14k-yellow-gold-womens-diamond-bracelet-2-75-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br7745-3_1.jpg"
"Diamond Bracelet"	"Prong "	"10K Yellow Gold Womens Diamond Bracelet 1.25 Ctw"	"This finely detailed womens diamond bracelet is crafted in 10K Yellow Gold. Small round cut diamonds are prong set across the frame and total to 1.25 carats. The frame weighs approximately 9.6 grams and measures to 7 1/2. Inches in length. Securely locking with a hidden slide in clasp and one safety latch this lovely womens diamond bracelet is an ideal accessory for an every day casual wear."	"10k-yellow-gold-womens-diamond-bracelet-1-25-ctw.html"	"/b/r/br3477-3_1.jpg"	"BR3477"	"Enabled"	"new"	"500.0000"	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/2756/s/10k-yellow-gold-womens-diamond-bracelet-1-25-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br3477-3_1.jpg"
"Diamond Bracelet"	"Prong "	"10K Yellow Gold Womens Diamond Emerald Bracelet 3.20 Ctw"	"This elegant womens diamond emerald bracelet is crafted in 10K Yellow Gold. The frame is prong set with ten green emerald stones which weigh a total of 3.00 carats. Each stone is surrounded with small round cut diamonds which total to 0.20 carats. Measuring to 7 1/4 Inches in length, the frame weighs approximately 5.3 grams. This lovely womens diamond emerald bracelet securely locks with a hidden clasp and one safety latch from the bottom."	"10k-yellow-gold-womens-diamond-emerald-bracelet-3-20-ctw.html"	"/b/r/br8130-1_2.jpg"	"BR5532"	"Enabled"	"new"	"334.0000"	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/2792/s/10k-yellow-gold-womens-diamond-emerald-bracelet-3-20-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br8130-1_2.jpg"
"Diamond Bracelet"	"Pave"	"18K Rose Gold Womens Diamond Bracelet 0.70 Ctw"	"This uniquely designed womens diamond bracelet is crafted in highly polished 14K Rose Gold. The center is adorned with small round cut white diamonds which total to 0.19 carats. The center piece, measuring to 1/2 Inches in width, is set with brilliant gemstones which total to 0.51 carats.  Measuring to 7 Inches in length, this bracelet comes with one inch extension. Weighing approximately 5 grams, this brilliantly designed womens diamond bracelet is an ideal accessory for an every day casual wear."	"18k-rose-gold-womens-diamond-bracelet-0-19-ctw.html"	"/r/1/r11700-1.jpg"	"R11700-1"	"Enabled"	"new"	"449.0000"	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/2815/s/18k-rose-gold-womens-diamond-bracelet-0-19-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/1/r11700-1.jpg"
"Diamond Bracelet"	"Pave "	"14K White Gold Womens Diamond Bracelet 1.03 Ctw"	"This elegant womens diamond bracelet is crafted in lustrous 14K White Gold. The brilliant small round cut diamonds are pave set across the 6 3/4 Inch frame. This exquisite womens diamond bracelet weighs approximately 13.8 grams and securely locks with a hidden clasp. "	"14k-white-gold-womens-diamond-bracelet-1-03-ctw-1.html"	"/b/r/br13088.jpg"	"BR13088"	"Enabled"	"new"	"1334.0000"	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/2840/s/14k-white-gold-womens-diamond-bracelet-1-03-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br13088.jpg"
"Diamond Bracelet"	"Prong "	"18K Yellow Gold Womens Diamond Sapphire Bracelet 0.50 Ctw"	"This lovely womens diamond bracelet is crafted in highly gleaming 18K Yellow Gold. The frame is prong set with small oval shape blue sapphires which measure to 4x3 mm. Small round cut diamonds are prong set among the gemstones and weigh a total of 0.10 carats. Measuring to 6 3/4 Inches in length and 3/16 Inches in width, this one of a kind womens diamond bracelet weighs approximately 7.5 grams. "	"18k-yellow-gold-womens-diamond-bracelet-0-50-ctw.html"	"/b/r/br43560-3_1.jpg"	"BR43560"	"Enabled"	"new"	"1334.0000"	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/2891/s/18k-yellow-gold-womens-diamond-bracelet-0-50-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br43560-3_1.jpg"
"Diamond Bracelet"	"Prong "	"14K Yellow Gold Womens Diamond Bracelet 1.25 Ctw"	"This elegant womens diamond bracelet is crafted in highly polished 14K Yellow Gold. The center is prong set with small round cut diamonds which are H in color and SI1 in clarity. The frame measures to 7 Inches in length and weighs approximately 7.8 grams. This simple yet extremely alluring womens diamond bracelet is an ideal accessory for an every day casual wear."	"14k-yellow-gold-womens-diamond-bracelet-1-25-ctw.html"	"/b/r/br5688-2.jpg"	"BR5688"	"Enabled"	"new"	"1309.0000"	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/2902/s/14k-yellow-gold-womens-diamond-bracelet-1-25-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br5688-2.jpg"
"Diamond Bracelet"	"Prong"	"10K Yellow Gold Womens Diamond Tennis Bracelet 1.00 Ctw"	"This simple yet elegant womens diamond tennis bracelet is crafted in 10K Yellow Gold. The frame is prong set with small round cut diamonds which total to 1.00 carats. The frame measures to 7 Inches in length and 1/8 Inches in width. Securely locking with a slide in hidden clasp, this lovely womens diamond bracelet is an ideal accessory for an every day casual wear."	"10k-yellow-gold-womens-diamond-bracelet-1-00-ctw.html"	"/b/r/br4556-3_1.jpg"	"BR4556"	"Enabled"	"new"	"209.0000"	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets>Root Catalog>Womens>Bracelets>Diamond Tennis Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/3046/s/10k-yellow-gold-womens-diamond-bracelet-1-00-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br4556-3_1.jpg"
"Diamond Bracelet"	"Prong"	"14K Yellow Gold Womens Diamond Ruby Bracelet 3.75 Ctw"	"This elegant womens diamond ruby bracelet is crafted in highly gleaming 14K Yellow Gold. The center is prong set with oval shape red rubies which weigh a total of 3.00 carats. Small round cut diamonds are prong set among the red rubies and they total to 0.75 carats. The frame measures to 8 Inches in length and securely locks with a lobster claw clasp. Weighing approximately 8.5 grams, this exquisite womens diamond ruby bracelet is an ideal accessory for an every day casual wear."	"14k-yellow-gold-womens-diamond-ruby-bracelet-3-75-ctw.html"	"/b/r/br1120-3_1.jpg"	"BR1120"	"Enabled"	"new"	"834.0000"	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/3209/s/14k-yellow-gold-womens-diamond-ruby-bracelet-3-75-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br1120-3_1.jpg"
"Diamond Bracelet"	"Channel "	"14K Yellow Gold Womens Diamond Bracelet 1.00 Ctw"	"This finely detailed womens diamond bracelet is crafted in highly gleaming 14K Yellow Gold. The frame is channel set with small round cut diamonds which are G/H in color and SI1/SI2 in clarity. The frame measures to 8 Inches in length and 1/8 Inches in width. Weighing approximately 9 grams, this exquisite womens diamond bracelet securely locks with a slide in clasp and two safety latches from opposite sides."	"14k-yellow-gold-womens-diamond-bracelet-1-00-ctw-5.html"	"/b/r/br0125-2_1.jpg"	"BR0125"	"Enabled"	"new"	"1084.0000"	"Root Catalog>Womens>Root Catalog>Womens>Bracelets>Root Catalog>Womens>Bracelets>Women's Diamond Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/3218/s/14k-yellow-gold-womens-diamond-bracelet-1-00-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br0125-2_1.jpg"
