"id"	"title"	"link"	"price"	"description"	"condition"	"image_link"	"category"
"R5087"	"Solitaire Round Cut Lemon Quartz Blue Topaz Large Gemstone Ring in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/7929/s/solitaire-round-cut-lemon-quartz-blue-topaz-large-gemstone-ring-in-white-gold/"	"249.0000"	"This unique ring features a round prong set lemon quartz gemstone set in yellow gold. The 14k white gold band consists of cut out heart shapes and 6 oval prong set blue topaz gemstones."	"new"	"http://www.avianneandco.com/store/media/catalog/product//r/5/r5087a.jpg"	"Root Catalog>Womens>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Rings"
"S16178"	"Citrine Gemstone Ring in Yellow Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/7940/s/citrine-gemstone-ring-in-yellow-gold/"	"159.0000"	"A beautiful amber colored oval shaped citrine gemstone sits atop this 14k yellow gold band. The prong set citrine gemstone glistens underneath a beautiful leaf design."	"new"	"http://www.avianneandco.com/store/media/catalog/product//s/1/s16178a.jpg"	"Root Catalog>Womens>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Rings"
"GR0279"	"Blue and Pink Sapphire Unique Gemstone Ring in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8150/s/blue-and-pink-sapphire-unique-gemstone-ring-in-white-gold/"	"649.0000"	"    This 18K white gold unique gemstone ring features both pink and blue round sapphire gemstones. The round pave set gemstones compliment each other and make up this interesting wave design which has a 3D effect atop your finger. There are 10 blue and 31 pink sapphire gemstones.     "	"new"	"http://www.avianneandco.com/store/media/catalog/product//g/r/gr0279a.jpg"	"Root Catalog>Womens>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Rings"
"MB2315T "	"Oval Cut Tanzanite Three Stone Gemstone Ring in Yellow Gold "	"http://www.avianneandco.com/store/catalog/product/view/id/8435/s/oval-cut-tanzanite-three-stone-gemstone-ring-in-yellow-gold/"	"959.0000"	"  Show the one you love how much you care with this beautiful ring. This design features 3 lovely oval shape tanzanite gemstones in a 14k yellow gold setting.  "	"new"	"http://www.avianneandco.com/store/media/catalog/product//m/b/mb2315ta.jpg"	"Root Catalog>Womens>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Rings"
"MB2893T "	"Tanzanite Unique Gemstone Ring in Yellow Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8466/s/oval-cut-tanzanite-three-stone-gemstone-ring-in-yellow-gold/"	"429.0000"	"    This unique gemstone ring features 5 beautiful pear shape tanzanite gemstones in this 14k yellow gold setting.    "	"new"	"http://www.avianneandco.com/store/media/catalog/product//m/b/mb2893ta.jpg"	"Root Catalog>Womens>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Rings"
"MB2395 "	"Tanzanite Unique Gemstone Ring in Yellow Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8481/s/oval-cut-tanzanite-three-stone-gemstone-ring-in-yellow-gold/"	"1159.0000"	"   An amazing design matched with 2 beautiful trilliant shape tanzanite gemstones. Handcrafted in 14k yellow gold this is a beautiful unique gemstone ring.   "	"new"	"http://www.avianneandco.com/store/media/catalog/product//m/b/mb2395a_1.jpg"	"Root Catalog>Womens>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Rings"
"R06161 "	"Sapphire Gemstone Ring in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8513/s/oval-cut-tanzanite-three-stone-gemstone-ring-in-yellow-gold/"	"229.0000"	"  This beautiful 14k white gold band features 2 row of princess cut sapphires invisibly set  "	"new"	"http://www.avianneandco.com/store/media/catalog/product//r/0/r06161a_1.jpg"	"Root Catalog>Womens>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Rings"
"R25548"	"10K Yellow Gold Womens Emerald Ring 5.01 Ctw"	"http://www.avianneandco.com/store/catalog/product/view/id/8611/s/10k-yellow-gold-womens-emerald-ring-5-01-ctw/"	"589.0000"	"This solitaire gemstone womens ring is crafted in 10K yellow gold. The center is set with one round cut green emerald gemstone which weighs 5.01 carats. The frame measures to 1/2 inches and weighs approximately 3.8 grams. This lovely ring is an ideal accessory for an every day casual wear."	"new"	"http://www.avianneandco.com/store/media/catalog/product//r/2/r25548-1.jpg"	"Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Rings"
"R25535"	"18K Yellow Gold Womens Citrine Ring 1.50 Ctw"	"http://www.avianneandco.com/store/catalog/product/view/id/8615/s/18k-yellow-gold-womens-citrine-ring-1-50-ctw/"	"1919.0000"	"Be different and unique with this lovely womens diamond ring which is handcrafted in lustrous 18K yellow gold. The center is set with one oval shaped citrine gemstone which weighs 1.50 carats. The frame measures to 8 mm in width and weighs 8.9 grams."	"new"	"http://www.avianneandco.com/store/media/catalog/product//r/2/r25535-1.jpg"	"Root Catalog>Womens>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Rings"
"VJ283 "	"Princess Cut Multi Colored Gemstone Band Ring in White Gold"	"http://www.avianneandco.com/store/catalog/product/view/id/8829/s/oval-cut-tanzanite-three-stone-gemstone-ring-in-yellow-gold/"	"259.0000"	"This beautiful 14k white gold band features 1 row of channel set princess cut diamonds. The frame weighs 3.5 grams and measures 4 mm in width. "	"new"	"http://www.avianneandco.com/store/media/catalog/product//v/j/vj283a.jpg"	"Root Catalog>Womens>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Rings"
