"SKU "	"OtherImageURL3"	"ProductName "	"Description "	"image_link"	"Length"	"TotalMetalWeight "	"TotalDiamondWeight "	"gemstonecarat"	"MetalType "	"MetalStamp "	"SettingType "	"RingSize "	"MSRP "	"ItemPrice "	"width"
"VR3020"	"Diamond Ring Set"	"10K White Gold Diamond Wedding Band Set 0.95 Ctw"	"Crafted in 10K white gold, this elegant diamond wedding band set weighs approximately 8.7 grams. The engagement ring is set with small round cut diamonds and comes with a matching womens diamond wedding band which measures to 1/4 inches in width. The bridal ring set comes with an additional matching mens wedding band which measures to 1/4 inches in width and pave set with small round cut diamonds. "	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr3020-1_1.jpg"	""	"1.0000"	"0.95 Ctw"	""	"White"	"10K Gold"	"Cluster, Pave"	""	"2150.0000"	"717.0000"	""
"VR003718A"	"Diamond Ring Set"	"10K Yellow Gold Diamond Wedding Band Set 0.55 Ctw"	"Gleaming in absolute elegance, this uniquely designed diamond wedding band set is crafted in 10K Yellow Gold. The engagement ring is pave set with brilliant small round cut diamonds and comes with a matching womens diamond wedding band which measures to 3/16 Inches in width. The bridal ring set comes with an additional mens diamond wedding band which is also pave set with numerous small round cut diamonds and measures to 1/4 Inches in width. Weighing approximately 6.3 grams, this lovely diamond three ring wedding band set is an ideal gift for him and her."	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr003718-1_1.jpg"	""	"1.0000"	"0.55 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave"	""	"1575.0000"	"525.0000"	""
"R3103"	"Diamond Ring Set"	"14K White Gold Diamond Wedding Band Set 3.00 Ctw"	"This one of a kind diamond wedding band set is crafted in highly gleaming 14K white gold. The center of the engagement ring is invisibly set with six princess cut diamonds and baguette cut side stones. The womens wedding band is also channel set with brilliant baguette cut diamonds. The matching mens wedding band features small baguette cut diamonds which are channel set half way around the band. This exquisite diamond three ring set is an ideal gift for him and her. "	"http://www.avianneandco.com/store/media/catalog/product//r/3/r3103-1_1.jpg"	""	"1.0000"	"3.00 Ctw "	""	"White"	"14K Gold"	"Invisible, Channel "	""	"7150.0000"	"2384.0000"	""
"VR03797"	"Diamond Ring Set"	"10K White Gold Diamond Wedding Band Set 0.40 Ctw"	"Gleaming in absolute elegance, this uniquely designed diamond wedding band set is crafted in 10K White Gold. The engagement ring is pave set with brilliant small round cut diamonds and comes with a matching womens diamond wedding band which measures to 1/8 Inches in width. The bridal ring set comes with an additional mens diamond wedding band which is also pave set with numerous small round cut diamonds and measures to 1/8 Inches in width. Weighing approximately 6.2 grams, this lovely diamond three ring wedding band set is an ideal gift for him and her."	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr03797-4.jpg"	""	"1.0000"	"0.40 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	""	"1470.0000"	"490.0000"	""
"VR05377A"	"Diamond Ring Set"	"10K White Gold Diamond Wedding Band Set 0.26 Ctw"	"Gleaming in absolute elegance, this uniquely designed diamond wedding band set is crafted in 10K White Gold. The engagement ring is pave set with brilliant small round cut diamonds and comes with a matching womens diamond wedding band which measures to 1/8 Inches in width. The bridal ring set comes with an additional mens diamond wedding band which is also pave set with numerous small round cut diamonds and measures to 3/16 Inches in width. Weighing approximately 5.4 grams, this lovely diamond three ring wedding band set is an ideal gift for him and her."	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr05377a-1_1.jpg"	""	"1.0000"	"0.26 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	""	"1180.0000"	"399.0000"	""
"VR05377"	"Diamond Ring Set"	"10K Yellow Gold Diamond Wedding Band Set 0.26 Ctw"	"Gleaming in absolute elegance, this uniquely designed diamond wedding band set is crafted in 10K Yellow Gold. The engagement ring is pave set with brilliant small round cut diamonds and comes with a matching womens diamond wedding band which measures to 1/8 Inches in width. The bridal ring set comes with an additional mens diamond wedding band which is also pave set with numerous small round cut diamonds and measures to 3/16 Inches in width. Weighing approximately 5.4 grams, this lovely diamond three ring wedding band set is an ideal gift for him and her."	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr05377-1_1.jpg"	""	"1.0000"	"0.26 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave "	""	"1180.0000"	"394.0000"	""
"VR06426A"	"Diamond Ring Set"	"10K White Gold Diamond Wedding Band Set 0.37 Ctw"	"Gleaming in absolute elegance, this uniquely designed diamond wedding band set is crafted in 10K White Gold. The engagement ring is pave set with brilliant small round cut diamonds and comes with a matching womens diamond wedding band which measures to 1/8 Inches in width. The bridal ring set comes with an additional mens diamond wedding band which is also pave set with numerous small round cut diamonds and measures to 1/4 Inches in width. Weighing approximately 10.4 grams, this lovely diamond three ring wedding band set is an ideal gift for him and her."	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr06426a-1_1.jpg"	""	"1.0000"	"0.37 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	""	"2130.0000"	"719.0000"	""
"VR04276"	"Diamond Ring Set"	"10K Yellow Gold Diamond Wedding Band Set 0.48 Ctw"	"Gleaming in absolute elegance, this uniquely designed diamond wedding band set is crafted in 10K Yellow Gold. The engagement ring is pave set with brilliant small round cut diamonds and comes with a matching womens diamond wedding band which measures to 1/8 Inches in width. The bridal ring set comes with an additional mens diamond wedding band which is also pave set with numerous small round cut diamonds and measures to 1/8 Inches in width. Weighing approximately 9 grams, this lovely diamond three ring wedding band set is an ideal gift for him and her."	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr04276-1_1.jpg"	""	"1.0000"	"0.48 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave "	""	"2060.0000"	"687.0000"	""
"VR04276A"	"Diamond Ring Set"	"10K White Gold Diamond Wedding Band Set 0.48 Ctw"	"Gleaming in absolute elegance, this uniquely designed diamond wedding band set is crafted in 10K White Gold. The engagement ring is pave set with brilliant small round cut diamonds and comes with a matching womens diamond wedding band which measures to 1/8 Inches in width. The bridal ring set comes with an additional mens diamond wedding band which is also pave set with numerous small round cut diamonds and measures to 1/8 Inches in width. Weighing approximately 9 grams, this lovely diamond three ring wedding band set is an ideal gift for him and her."	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr04276a-1_1.jpg"	""	"1.0000"	"0.48 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	""	"2060.0000"	"689.0000"	""
"VR03792A"	"Diamond Ring Set"	"10K White Gold Diamond Wedding Band Set 0.36 Ctw"	"Gleaming in absolute elegance, this uniquely designed diamond wedding band set is crafted in 10K White Gold. The engagement ring is pave set with brilliant small round cut diamonds and comes with a matching womens diamond wedding band which measures to 3/16 Inches in width. The bridal ring set comes with an additional mens diamond wedding band which is also pave set with numerous small round cut diamonds and measures to 1/4 Inches in width. Weighing approximately 5.8 grams, this lovely diamond three ring wedding band set is an ideal gift for him and her."	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr03792a-1_1.jpg"	""	"1.0000"	"0.36 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	""	"1375.0000"	"459.0000"	""
"VR03769"	"Diamond Ring Set"	"10K Yellow Gold Diamond Wedding Band Set 0.26 Ctw"	"Gleaming in absolute elegance, this uniquely designed diamond wedding band set is crafted in 10K Yellow Gold. The engagement ring is pave set with brilliant small round cut diamonds and comes with a matching womens diamond wedding band which measures to 3/16 Inches in width. The bridal ring set comes with an additional mens diamond wedding band which is also pave set with numerous small round cut diamonds and measures to 3/16 Inches in width. Weighing approximately 8.5 grams, this lovely diamond three ring wedding band set is an ideal gift for him and her."	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr03769-1_1_1.jpg"	""	"1.0000"	"0.26 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave "	""	"1675.0000"	"559.0000"	""
"VR03769A"	"Diamond Ring Set"	"10K White Gold Diamond Wedding Band Set 0.26 Ctw"	"Gleaming in absolute elegance, this uniquely designed diamond wedding band set is crafted in 10K White Gold. The engagement ring is pave set with brilliant small round cut diamonds and comes with a matching womens diamond wedding band which measures to 3/16 Inches in width. The bridal ring set comes with an additional mens diamond wedding band which is also pave set with numerous small round cut diamonds and measures to 3/16 Inches in width. Weighing approximately 8.5 grams, this lovely diamond three ring wedding band set is an ideal gift for him and her."	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr03769-a_1.jpg"	""	"1.0000"	"0.26 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	""	"1675.0000"	"559.0000"	""
"VR04830"	"Diamond Ring Set"	"10K White Gold Diamond Wedding Band Set 0.46 Ctw"	"Gleaming in absolute elegance, this uniquely designed diamond wedding band set is crafted in 10K White Gold. The engagement ring is pave set with brilliant small round cut diamonds and comes with a matching womens diamond wedding band which measures to 3/16 Inches in width. The bridal ring set comes with an additional mens diamond wedding band which is also pave set with numerous small round cut diamonds and measures to 1/4 Inches in width. Weighing approximately 8.7 grams, this lovely diamond three ring wedding band set is an ideal gift for him and her."	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr04830-4.jpg"	""	"1.0000"	"0.46 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	""	"1960.0000"	"654.0000"	""
"VR03075"	"Diamond Ring Set"	"10K Yellow Gold Diamond Wedding Band Set 0.50 Ctw"	"Gleaming in absolute elegance, this uniquely designed diamond wedding band set is crafted in 10K Yellow Gold. The engagement ring is pave set with brilliant small round cut diamonds and comes with a matching womens diamond wedding band which measures to 3/16 Inches in width. The bridal ring set comes with an additional mens diamond wedding band which is also pave set with numerous small round cut diamonds and measures to 3/16 Inches in width. Weighing approximately 5.7 grams, this lovely diamond three ring wedding band set is an ideal gift for him and her."	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr03075-1_2.jpg"	""	"1.0000"	"0.50 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave "	""	"1570.0000"	"524.0000"	""
"VR03871"	"Diamond Ring Set"	"10K White Gold Diamond Bridal Ring Set 0.55 Ctw"	"This exquisite diamond wedding band set is crafted in 10K White Gold. The engagement ring comes with a matching womens wedding band and they are both pave set with numerous small round cut diamonds which are H in color and SI1/SI2 in clarity. The engagement ring measures to 1/4 inches in width and its wedding band measures to 1/4 inches in width as well. This set also comes with a matching mens wedding band which is also adorned with brilliant round cut diamonds and measures to 1/4 Inches in width. Weighing approximately 9.9 grams, this finely detailed three ring wedding band set is an ideal gift at an affordable value."	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr03871-1_1.jpg"	""	"1.0000"	"0.55 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	""	"2260.0000"	"754.0000"	""
"VR05350"	"Diamond Ring Set"	"10K Yellow Gold Diamond Wedding Band Set 0.28 Ctw"	"This one of a kind wedding band set is handcrafted in lustrous 10K yellow gold. The engagement ring measures to 3/8 Inches in width and is detailed with small round cut diamonds. The matching womens wedding band measures to 1/8 inches in width and also carries small round cut diamonds. The bridal set comes with an additional mens diamond wedding band which measures to 3/16 inches in width and is highlighted with small round cut diamonds. This one of a kind three ring wedding band set weighs approximately 6.1 grams. "	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr05350-1_1.jpg"	""	"1.0000"	"0.28 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave "	""	"1350.0000"	"449.0000"	""
"VR05350A"	"Diamond Ring Set"	"10K White Gold Diamond Wedding Band Set 0.28 Ctw"	"This one of a kind wedding band set is handcrafted in lustrous 10K white gold. The engagement ring measures to 3/8 Inches in width and is detailed with small round cut diamonds. The matching womens wedding band measures to 1/8 inches in width and also carries small round cut diamonds. The bridal set comes with an additional mens diamond wedding band which measures to 3/16 inches in width and is highlighted with small round cut diamonds. This one of a kind three ring wedding band set weighs approximately 6.1 grams. "	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr05350a-1_1.jpg"	""	"1.0000"	"0.28 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	""	"1350.0000"	"449.0000"	""
"VR06427"	"Diamond Ring Set"	"10K Yellow Gold Diamond Wedding Band Set 0.90 Ctw"	"This glamorous wedding band set is handcrafted in lustrous 10K yellow gold. The engagement ring is detailed with brilliant round cut diamonds and measures to 3/8 inches in width. The matching womens wedding band is set with additional small round cut diamonds and measures to 3/16 inches in width. The bridal set comes with an additional mens diamond wedding band which measures to approximately 1/4 inches in width. This one of a kind three ring wedding band set weighs approximately 13.9 grams. "	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr06427-1_1.jpg"	""	"1.0000"	"0.90 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave "	""	"3375.0000"	"1125.0000"	""
"VR06427A"	"Diamond Ring Set"	"10K White Gold Diamond Wedding Band Set 0.90 Ctw"	"This glamorous wedding band set is handcrafted in lustrous 10K white gold. The engagement ring is detailed with brilliant round cut diamonds and measures to 3/8 inches in width. The matching womens wedding band is set with additional small round cut diamonds and measures to 3/16 inches in width. The bridal set comes with an additional mens diamond wedding band which measures to approximately 1/4 inches in width. This one of a kind three ring wedding band set weighs approximately 13.9 grams. "	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr06427a-1_1.jpg"	""	"1.0000"	"0.90 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	""	"3375.0000"	"1129.0000"	""
"VR06617"	"Diamond Ring Set"	"10K White Gold Diamond Wedding Band Set 1.00 Ctw"	"This elegant wedding band set is handcrafted in 10K white gold. The center of the engagement ring measures to 3/8 Inches in width and comes with a matching wedding band which measures to 1/4 inches in width. The bridal set comes with an additional mens wedding band which measures to 5/16 inches in width. Weighing approximately 11.1 grams, this three ring set is an ideal gift for both him and her. "	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr06617-1_1.jpg"	""	"1.0000"	"1.00 Ctw "	""	"White"	"10K Gold"	"Micro Pave "	""	"2980.0000"	"994.0000"	""
"VR04280"	"Diamond Ring Set"	"10K Yellow Gold Diamond Wedding Band Set 0.96 Ctw"	"This wedding band set is handcrafted in 10K yellow gold. The center of the engagement ring measures to 3/8 inches in width and the womens wedding band measures to 1/4 inches in width. The ring comes with an additional mens matching wedding band which measures to 5/16 inches in width. Weighing approximately 9.9 grams, this three ring wedding band set is an ideal gift for both him and her."	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr037719-1.jpg"	""	"1.0000"	"0.96 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave "	""	"2780.0000"	"927.0000"	""
"VR04280A"	"Diamond Ring Set"	"10K White Gold Diamond Wedding Band Set 0.96 Ctw"	"This wedding band set is handcrafted in 10K yellow gold. The center of the engagement ring measures to 3/8 inches in width and the womens wedding band measures to 1/4 inches in width. The ring comes with an additional mens matching wedding band which measures to 5/16 inches in width. Weighing approximately 9.9 grams, this three ring wedding band set is an ideal gift for both him and her."	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr04280-1_1.jpg"	""	"1.0000"	"0.96 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	""	"2780.0000"	"929.0000"	""
"VR04272"	"Diamond Ring Set"	"10K Yellow Gold Diamond Wedding Band Set 0.74 Ctw"	"This wedding band set is handcrafted in 10K yellow gold. The center of the engagement ring measures to 3/8 inches in width and the womens wedding band measures to 1/8 inches in width. The ring comes with an additional mens matching wedding band which measures to 3/16 inches in width. Weighing approximately 7.3 grams, this three ring wedding band set is an ideal gift for both him and her."	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr04272-1_1.jpg"	""	"1.0000"	"0.74 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave "	""	"2100.0000"	"700.0000"	""
"VR04272A"	"Diamond Ring Set"	"10K White Gold Diamond Wedding Band Set 0.74 Ctw"	"This wedding band set is handcrafted in 10K white gold. The center of the engagement ring measures to 3/8 inches in width and the womens wedding band measures to 1/8 inches in width. The ring comes with an additional mens matching wedding band which measures to 3/16 inches in width. Weighing approximately 7.3 grams, this three ring wedding band set is an ideal gift for both him and her."	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr04272a-1_1.jpg"	""	"1.0000"	"0.74 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	""	"2100.0000"	"699.0000"	""
"VR06605"	"Diamond Ring Set"	"10K White Gold Diamond Wedding Band Set 0.79 Ctw"	"This elegant wedding band set is handcrafted in highly polished 10K white gold. The center of the engagement ring measures to 3/8 inches in width and the matching womens wedding band measures to 3/16 inches in width. The bridal set comes with an additional mens wedding band comes with small round cut diamonds and measures to 1/4 inches in width. Weighing approximately 9 grams, this three ring wedding set is an ideal gift for both him and her."	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr06605-4.jpg"	""	"1.0000"	"0.79 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	""	"2200.0000"	"734.0000"	""
"VR03009"	"Diamond Ring Set"	"10K Yellow Gold Diamond Wedding Band Set 1.42 Ctw"	"This glamorous wedding band set is handcrafted in 10K yellow gold. The center of the engagement ring measures to 1/2 inches in width and its matching wedding band measures to 1/4 inches in width. The bridal set comes with an additional mens wedding band which is also detailed with numerous small round cut diamonds and measures to 1/4 inches in width. Weighing approximately 8.8 grams, this exquisite three ring wedding ring set is an ideal gift for both him and her. "	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr03009-1_1.jpg"	""	"1.0000"	"1.42 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave "	""	"3100.0000"	"1034.0000"	""
"VR04315"	"Diamond Ring Set"	"10K Yellow Gold Diamond Wedding Band Set 0.55 Ctw"	"This elegant wedding band set is handcrafted in 10K yellow gold. The engagement ring measures to 7/16 inches in width and is detailed with small round cut diamonds. The matching womens wedding band measures to 1/8 inches in width and is also set with small round cut diamonds. The bridal set comes with a mens wedding band which which measures to 3/16 inches in width. Weighing approximately 6.8 grams, this three ring wedding band set is an ideal gift for him and her."	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr04315-1_2.jpg"	""	"1.0000"	"0.55 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave "	""	"1760.0000"	"589.0000"	""
"VR04315A"	"Diamond Ring Set"	"10K White Gold Diamond Wedding Band Set 0.55 Ctw"	"This elegant wedding band set is handcrafted in 10K white gold. The engagement ring measures to 7/16 inches in width and is detailed with small round cut diamonds. The matching womens wedding band measures to 1/8 inches in width and is also set with small round cut diamonds. The bridal set comes with a mens wedding band which which measures to 3/16 inches in width. Weighing approximately 6.8 grams, this three ring wedding band set is an ideal gift for him and her."	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr04315a-1_1.jpg"	""	"1.0000"	"0.55 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	""	"1760.0000"	"589.0000"	""
"VR04311"	"Diamond Ring Set"	"10K Yellow Gold Diamond Wedding Band Set 0.75 Ctw"	"This glamorous wedding band set is handcrafted in 10K yellow gold. The engagement ring measures to 7/16 inches in width and comes with a matching womens wedding band which measures to 3/16 inches in width. The bridal set is detailed with an additional mens wedding band which measures to 1/4 inches in width. Weighing approximately 7.8 grams, this three ring wedding band set is an ideal gift for both him and her."	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr04311-1_1.jpg"	""	"1.0000"	"0.75 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave "	""	"2175.0000"	"725.0000"	""
"VR04311A"	"Diamond Ring Set"	"10K White Gold Diamond Wedding Band Set 0.75 Ctw"	"This glamorous wedding band set is handcrafted in 10K white gold. The engagement ring measures to 7/16 inches in width and comes with a matching womens wedding band which measures to 3/16 inches in width. The bridal set is detailed with an additional mens wedding band which measures to 1/4 inches in width. Weighing approximately 7.8 grams, this three ring wedding band set is an ideal gift for both him and her."	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr04311a-1_1.jpg"	""	"1.0000"	"0.75 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	""	"2175.0000"	"729.0000"	""
"VR03792"	"Diamond Ring Set"	"10K Yellow Gold Diamond Wedding Band Set 0.36 Ctw"	"Gleaming in absolute elegance, this uniquely designed diamond wedding band set is crafted in 10K Yellow Gold. The engagement ring is pave set with brilliant small round cut diamonds and comes with a matching womens diamond wedding band which measures to 3/16 Inches in width. The bridal ring set comes with an additional mens diamond wedding band which is also pave set with numerous small round cut diamonds and measures to 1/4 Inches in width. Weighing approximately 5.8 grams, this lovely diamond three ring wedding band set is an ideal gift for him and her."	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr03792-1_1.jpg"	""	"1.0000"	"0.36 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave "	""	"1375.0000"	"459.0000"	""
"VR03075A"	"Diamond Ring Set"	"10K White Gold Diamond Wedding Band Set 0.50 Ctw"	"Gleaming in absolute elegance, this uniquely designed diamond wedding band set is crafted in 10K White Gold. The engagement ring is pave set with brilliant small round cut diamonds and comes with a matching womens diamond wedding band which measures to 3/16 Inches in width. The bridal ring set comes with an additional mens diamond wedding band which is also pave set with numerous small round cut diamonds and measures to 3/16 Inches in width. Weighing approximately 5.7 grams, this lovely diamond three ring wedding band set is an ideal gift for him and her."	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr03075a-1_2.jpg"	""	"1.0000"	"0.50 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	""	"1570.0000"	"529.0000"	""
"VR03719A"	"Diamond Ring Set"	"10K White Gold Diamond Wedding Band Set 0.69 Ctw"	"This one of a kind wedding band set is handcrafted in lustrous 10K white gold. The center of the engagement ring measures to 5/16 inches in width and comes with a matching womens wedding band which measures to 3/16 inches in width. The mens wedding band measures to 3/8 inches in width and is also detailed with numerous small round cut diamonds. Weighing approximately 7 grams, this three ring wedding band set is an ideal gift for both him and her."	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr03719a-1_1.jpg"	""	"1.0000"	"0.69 Ctw"	""	"White"	"10K Gold"	"Micro Pave "	""	"1950.0000"	"649.0000"	""
"VR04086"	"Diamond Ring Set"	"10K Yellow Gold Diamond Wedding Band Set 0.56 Ctw"	"Gleaming in absolute perfection, this wedding band set is handcrafted in 10K yellow gold. The center of the engagement ring measures to 1/4 inches in width and it comes with a matching womens wedding band which measures to 1/8 inches in width. The bridal set also features one mens wedding band which measures to 3/16 inches in width. Weighing approximately 8.1 grams, this three ring wedding band set is an ideal gift for both him and her."	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr04086-1_1.jpg"	""	"1.0000"	"0.56 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave"	""	"1990.0000"	"664.0000"	""
"VR04086A"	"Diamond Ring Set"	"10K White Gold Diamond Wedding Band Set 0.56 Ctw"	"Gleaming in absolute perfection, this wedding band set is handcrafted in 10K white gold. The center of the engagement ring measures to 1/4 inches in width and it comes with a matching womens wedding band which measures to 1/8 inches in width. The bridal set also features one mens wedding band which measures to 3/16 inches in width. Weighing approximately 8.1 grams, this three ring wedding band set is an ideal gift for both him and her."	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr04086a-1_1.jpg"	""	"1.0000"	"0.56 Ctw"	""	"White"	"10K Gold"	"Micro Pave"	""	"1990.0000"	"669.0000"	""
"VR01313"	"Diamond Ring Set"	"10K Yellow Gold Diamond Wedding Band Set 0.46 Ctw"	"This elegant wedding band set is handcrafted in 10K yellow gold. The engagement ring measures to 5/16 inches in width and comes with a matching womens wedding band which measures to 1/8 inches in width. The bridal set comes with an additional third mens diamond wedding band which measures to 3/16 inches in width. Weighing approximately 9.5 grams, this three ring diamond wedding band set is an ideal accessory for both him and her. "	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr01313-1_1.jpg"	""	"1.0000"	"0.46 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave"	""	"2100.0000"	"700.0000"	""
"VR03733"	"Diamond Ring Set"	"10K Yellow Gold Diamond Wedding Band Set 0.95 Ctw"	"This one of a kind wedding band set is handcrafted in 10K white gold. The center of the engagement ring measures to 3/8 inches in width and the matching womens wedding band measures to 3/8 inches in width. The bridal set comes with an additional third mens diamond wedding band which measures to 7/16 inches in width. Weighing approximately 13.8 grams, this large wedding band set is an ideal gift for both men and women."	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr03733-1_1.jpg"	""	"1.0000"	"0.95 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave"	""	"3450.0000"	"1150.0000"	""
"VR03733A"	"Diamond Ring Set"	"10K White Gold Diamond Wedding Band Set 0.95 Ctw"	"This one of a kind wedding band set is handcrafted in 10K yellow gold. The center of the engagement ring measures to 3/8 inches in width and the matching womens wedding band measures to 3/8 inches in width. The bridal set comes with an additional third mens diamond wedding band which measures to 7/16 inches in width. Weighing approximately 13.8 grams, this large wedding band set is an ideal gift for both men and women."	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr03733a-1_1.jpg"	""	"1.0000"	"0.95 Ctw"	""	"White"	"10K Gold"	"Micro Pave"	""	"3450.0000"	"1149.0000"	""
"VR05363"	"Diamond Ring Set"	"10K Yellow Gold Diamond Wedding Band Set 0.39 Ctw"	"This one of a kind wedding band set is handcrafted in 10K yellow gold. The center of the engagement ring measures to 1/4 inches in width and the matching womens wedding band measures to 1/8 inches in width. The bridal set comes with an additional third mens diamond wedding band which measures to 1/4 inches in width. Weighing approximately 6.5 grams, this elegant wedding band set is ideal for both men and women."	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr05363-1_2.jpg"	""	"1.0000"	"0.39 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave"	""	"1540.0000"	"514.0000"	""
"VR04084"	"Diamond Ring Set"	"10K Yellow Gold Diamond Wedding Band Set 0.27 Ctw"	"This lovely diamond wedding ring set is crafted in 10K Yellow Gold. The engagement ring is pave set with small round cut diamonds and comes with a matching wedding band which measures to 3/16 Inches in width. The bridal set comes with an additional mens diamond wedding band which measures to 3/16 Inches in width. Weighing approximately 10 grams, this elegant diamond three ring wedding ring set is an ideal set for him and her."	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr04084-1_1.jpg"	""	"1.0000"	"0.27 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave"	""	"1950.0000"	"650.0000"	""
"VR04084A"	"Diamond Ring Set"	"10K White Gold Diamond Wedding Band Set 0.27 Ctw"	"This lovely diamond wedding ring set is crafted in 10K White Gold. The engagement ring is pave set with small round cut diamonds and comes with a matching wedding band which measures to 3/16 Inches in width. The bridal set comes with an additional mens diamond wedding band which measures to 3/16 Inches in width. Weighing approximately 10 grams, this elegant diamond three ring wedding ring set is an ideal set for him and her."	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr04084a-1_1.jpg"	""	"1.0000"	"0.27 Ctw"	""	"White"	"10K Gold"	"Micro Pave"	""	"1950.0000"	"649.0000"	""
"VR03865"	"Diamond Ring Set"	"10K Yellow Gold Diamond Wedding Band Set 1.10 Ctw"	"This large wedding band set is handcrafted in lustrous 10K yellow gold. The engagement ring measures to 1/2 inches in width and it comes with a matching womens wedding band which measures to 3/16 inches in width. The bridal set comes with an additional third ring which is mens diamond wedding band which measures to 1/2 inches in width. Weighing approximately 17.3 grams, this one of a kind wedding band set is an ideal accessory for both men and women. "	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr03865-1.jpg"	""	"1.0000"	"1.10 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave"	""	"4110.0000"	"1370.0000"	""
"VR06433"	"Diamond Ring Set"	"10K Yellow Gold Diamond Wedding Band Set 0.35 Ctw"	"This glamorous wedding band set is handcrafted in 10K yellow gold. The engagement ring measures to 3/8 inches in width and comes with a matching womens wedding band which measures to 1/4 inches in width. The third ring which is mens wedding band also measures to 1/4 inches in width and is detailed with small round cut diamonds. Weighing approximately 13.7 grams, this wedding band set is an ideal gift for both him and her. "	"http://www.avianneandco.com/store/media/catalog/product//v/r/vr06433-1.jpg"	""	"1.0000"	"0.35 Ctw"	""	"Yellow"	"10K Gold"	"Micro Pave"	""	"2660.0000"	"887.0000"	""
