"Mfr Part # "	"Manufacturer"	"Product URL"	"Image URL"	"Product Title"	"Product Description"	"Category"	"Price"	"Condition"	"MSRP"	"category"	"link"	"image_link"
"WILD06"	"Enabled"	"wild-mens-diamond-watch-1-00-ctw-2.html"	"/W/I/WILD06-1.jpg"	"WILD Mens Quartz Diamond Watch 1.00 Ctw"	"This large mens diamond WILD watch carries a total of 1.00 carat diamonds. The diamond bezel surrounds blue sunray dial which is detailed with silver tone Roman numeral hour markings, green luminous hands, three sub dials and one date window positioned between four and five o'clock. The case is attached to a blue leather band which securely locks with a silver tone buckle clasp closure. "	"Diamond Round Face Watch"	"959.0000"	"new"	"2875.0000"	"Root Catalog>Watches>Root Catalog>Watches>Mens Diamond Watches>Root Catalog>Watches>Mens Diamond Watches>WILD Watches "	"http://www.avianneandco.com/store/catalog/product/view/id/4255/s/wild-mens-diamond-watch-1-00-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//W/I/WILD06-1.jpg"
"WILD05 - rd bnd"	"Enabled"	"wild-mens-diamond-watch-1-00-ctw-3.html"	"/W/I/WILD05rd-1.jpg"	"WILD Mens Quartz Diamond Watch 1.00 Ctw"	"This large mens diamond WILD watch carries a total of 1.00 carat diamonds. The diamond bezel surrounds red dial which is detailed with silver tone Roman numeral hour markings, green luminous hands, three sub dials and one date window positioned between four and five o'clock. The case is attached to a red leather band which securely locks with a silver tone buckle clasp closure. "	"Diamond Round Face Watch"	"749.0000"	"new"	"2250.0000"	"Root Catalog>Watches>Root Catalog>Watches>Mens Diamond Watches>Root Catalog>Watches>Mens Diamond Watches>WILD Watches "	"http://www.avianneandco.com/store/catalog/product/view/id/4256/s/wild-mens-diamond-watch-1-00-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//W/I/WILD05rd-1.jpg"
"WILD4"	"Enabled"	"wild-mens-watch.html"	"/W/I/WILD4-1.jpg"	"WILD Mens Quartz Watch "	"This large mens WILD watch measures to 44 mm in diameter. The stainless steel bezel surrounds black and white dial which is detailed with silver tone hour markings, green luminous hands, three sub dials and one date window positioned between four and five o'clock. The case is held with black leather band which securely locks with one durable buckle clasp closure. "	"Regular Watch Other Face"	"250.0000"	"new"	"750.0000"	"Root Catalog>Watches>Root Catalog>Watches>Mens Diamond Watches>Root Catalog>Watches>Mens Diamond Watches>WILD Watches "	"http://www.avianneandco.com/store/catalog/product/view/id/4257/s/wild-mens-watch/"	"http://www.avianneandco.com/store/media/catalog/product//W/I/WILD4-1.jpg"
"FENDI"	"Enabled"	"fendi-moda-ladies-watch.html"	"/F/E/FENDI-1.jpg"	"Fendi Moda Ladies Watch "	"These pre owned womens Fendi Moda watch features round case which surrounds black dial with gold tone hands and Fendi logo. The case measures to 30 mm in diameter and is securely held with shiny black leather band which securely locks with one buckle clasp closure. This elegant womens Fendi watch is an ideal accessory for an every day casual wear.  "	"Regular Watch Other Face"	"249.0000"	"new"	"750.0000"	"Root Catalog>Watches>Root Catalog>Watches>Womens Luxury Watches>Root Catalog>Watches>Womens Luxury Watches>Fendi Watches"	"http://www.avianneandco.com/store/catalog/product/view/id/4258/s/fendi-moda-ladies-watch/"	"http://www.avianneandco.com/store/media/catalog/product//F/E/FENDI-1.jpg"
"11907"	"Enabled"	"grimoldi-borgonovo-mens-watch.html"	"/1/1/11907-1.jpg"	"Grimoldi Borgonovo Mens Watch "	"This large unisex pre owned Grimoldi Borgonovo watch measures to 50 mm in length and 38 mm in width. The stainless steel case surrounds the black dial with white hour markings and hands with one date window positioned at three o'clock. The case is held with black leather band which measures to 9 Inches in length and securely locks with one buckle clasp closure. "	"Regular Watch Other Face"	"500.0000"	"new"	"1500.0000"	"Root Catalog>Watches>Root Catalog>Watches>Mens Luxury Watches>Root Catalog>Watches>Womens Luxury Watches"	"http://www.avianneandco.com/store/catalog/product/view/id/4259/s/grimoldi-borgonovo-mens-watch/"	"http://www.avianneandco.com/store/media/catalog/product//1/1/11907-1.jpg"
"AK1"	"Enabled"	"adee-kaye-sports-collection-mens-watch.html"	"/A/K/AK1-1.jpg"	"Adee Kaye Sports Collection Mens Watch"	"This large mens Adee Kaye Sports Collection watch features Aluminum case. The blue dial is detailed with white Arabic numeral hour markings and white hands with one date window positioned at three o'clock. The case, measuring to 50 mm in length, is held with blue leather band which securely locks with silver tone buckle clasp closure. "	"Regular Watch Other Face"	"167.0000"	"new"	"500.0000"	"Root Catalog>Watches>Root Catalog>Watches>Mens Luxury Watches"	"http://www.avianneandco.com/store/catalog/product/view/id/4260/s/adee-kaye-sports-collection-mens-watch/"	"http://www.avianneandco.com/store/media/catalog/product//A/K/AK1-1.jpg"
"W1243"	"Enabled"	"locman-italy-1970-collection-mens-automatic-diamond-watch.html"	"/W/1/W1243-1.jpg"	"Locman Italy 1970 Collection Mens Automatic Diamond Watch"	"This large mens pre owned Locman Italy 1970 collection watch is adorned with small round cut diamonds which are pave set in two rows. The square stainless steel case surrounds gray dial which is detailed with silver tone Arabic numeral hour markings and white luminous hands with one date window positioned at three o'clock. The case is set with one crown and is securely held with black leather band which securely locks with one silver tone buckle clasp closure. "	"Other Face Diamond Watch"	"1000.0000"	"new"	"3000.0000"	"Root Catalog>Watches>Root Catalog>Watches>Mens Diamond Watches"	"http://www.avianneandco.com/store/catalog/product/view/id/4261/s/locman-italy-1970-collection-mens-automatic-diamond-watch/"	"http://www.avianneandco.com/store/media/catalog/product//W/1/W1243-1.jpg"
"MODA03"	"Enabled"	"moda-diamond-watch-0-60-ctw.html"	"/M/O/MODA03-1.jpg"	"Moda Diamond Watch 0.60 Ctw"	"This elegant unisex diamond Moda watch carries a total of 0.60 carat diamonds. The square case surrounds black dial which features one small sub dial, silver tone Arabic numeral hour markings and silver tone hands. The case is held with black leather band which securely locks with stainless steel deployment clasp closure. This diamond watch is an ideal accessory for both men and women. "	"Other Face Diamond Watch"	"669.0000"	"new"	"2000.0000"	"Root Catalog>Watches>Root Catalog>Watches>Womens Diamond Watches>Root Catalog>Watches>Mens Diamond Watches"	"http://www.avianneandco.com/store/catalog/product/view/id/4265/s/moda-diamond-watch-0-60-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//M/O/MODA03-1.jpg"
"N4859"	"Enabled"	"10k-yellow-gold-womens-diamond-necklace-0-59-ctw.html"	"/n/4/n4859-1_3.jpg"	"10K Yellow Gold Womens Diamond Necklace 0.59 Ctw"	"This elegant womens diamond necklace is crafted in highly gleaming 10K Yellow Gold. The drop length frame which is adorned with small round cut diamonds which are I in color and SI in clarity. The chain measures to 16 Inches in length and securely locks with a small lobster claw clasp. Weighing approximately 4.8 grams, this lovely womens diamond necklace is an ideal accessory at an affordable value. "	"Diamond Necklace/Chain"	"600.0000"	"new"	"1800.0000"	"Root Catalog>Womens>Root Catalog>Womens>Necklaces>Root Catalog>Womens>Necklaces>Diamond Necklaces"	"http://www.avianneandco.com/store/catalog/product/view/id/4286/s/10k-yellow-gold-womens-diamond-necklace-0-59-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//n/4/n4859-1_3.jpg"
"P1411"	"Enabled"	"14k-two-tone-gold-mezuzah-shin-pendant.html"	"/p/1/p1411-1_2.jpg"	"14K Two Tone Gold Mezuzah Shin Pendant "	"This uniquely designed Mezuzah pendant is crafted in highly polished 14K Yellow Gold. The letter shin is inscribed in the center and is crafted in white gold. Two opposite sides of the pendant are also crafted in white gold. The frame measures to 1 1/4 Inches in length and 1/4 Inches in width. Weighing approximately 11 grams, this one of a kind Mezuzah pendant comes with a matching 14K Yellow Gold Chain which securely locks with a lobster claw clasp. "	"Gold Pendant"	"717.0000"	"new"	"2150.0000"	"Root Catalog>Mens>Root Catalog>Womens>Root Catalog>Mens>Mens Gold Jewelry>Root Catalog>Womens>Women's Gold Jewelry>Root Catalog>Mens>Mens Gold Jewelry>Mens Gold Pendants>Root Catalog>Womens>Women's Gold Jewelry>Womens Gold Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/4287/s/14k-two-tone-gold-mezuzah-shin-pendant/"	"http://www.avianneandco.com/store/media/catalog/product//p/1/p1411-1_2.jpg"
"P11515"	"Enabled"	"14k-white-gold-diamond-mezuzah-pendant-0-15-ctw.html"	"/p/1/p11515-1_2.jpg"	"14K White Gold Diamond Mezuzah Pendant 0.15 Ctw"	"This classic diamond Mezuzah pendant is crafted in 14K White Gold. The center of the Star of David is bezel set with one brilliant round cut diamond which is F/G in color and VS in clarity. The frame measures to 1 1/4 Inches in length and 1/4 Inches in width. Weighing approximately 11.5 grams, this charm comes with a matching 20 Inch 14K white gold chain. This elegant diamond Mezuzah pendant is an ideal addition to your Religious Jewelry collection."	"Diamond Pendant"	"917.0000"	"new"	"2750.0000"	"Root Catalog>Mens>Root Catalog>Mens>Pendants>Root Catalog>Womens>Root Catalog>Womens>Pendants>Root Catalog>Mens>Pendants>Diamond Pendants>Root Catalog>Womens>Pendants>Womens Diamond Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/4288/s/14k-white-gold-diamond-mezuzah-pendant-0-15-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//p/1/p11515-1_2.jpg"
"P10720"	"Enabled"	"14k-yellow-gold-emerald-mezuzah-pendant.html"	"/p/1/p10720-1_2.jpg"	"14K Yellow Gold Emerald Mezuzah Pendant 0.20 Ctw"	"Crafted in highly polished 14K Yellow Gold, this elegant emerald Mezuzah Pendant is bezel set with one princess cut green emerald which totals to 0.20 carats. The frame measures to 1 1/4 Inches in length and 1/4 Inches in width. Weighing approximately 10.7 grams, this exquisite emerald Mezuzah Pendant comes with a matching 22 Inch 14K Yellow Gold chain which securely locks with a small lobster claw clasp. "	"Gold Pendant"	"917.0000"	"new"	"2750.0000"	"Root Catalog>Mens>Root Catalog>Womens>Root Catalog>Mens>Mens Gold Jewelry>Root Catalog>Womens>Women's Gold Jewelry>Root Catalog>Mens>Mens Gold Jewelry>Mens Gold Pendants>Root Catalog>Womens>Women's Gold Jewelry>Womens Gold Pendants>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/4289/s/14k-yellow-gold-emerald-mezuzah-pendant/"	"http://www.avianneandco.com/store/media/catalog/product//p/1/p10720-1_2.jpg"
"P10520"	"Enabled"	"14k-yellow-gold-womens-diamond-heart-pendant-0-20-ctw.html"	"/p/1/p10520-1_1.jpg"	"14K Yellow Gold Womens Diamond Heart Pendant 0.20 Ctw"	"Uniquely designed to perfection, this womens diamond heart pendant is crafted in lustrous 14K Yellow Gold. The center features two carved out hearts which are bezel set with two brilliant round cut G in color and VS in clarity diamonds. The elongated frame measures to 1 3/4 Inches in length and 1/2 Inches in width. Weighing approximately 10.5 grams, this womens diamond heart pendant is an ideal accessory which gleams with originality and glamor.    NOTE: The chain is for illustration purposes only and may be purchased separately. "	"Diamond Pendant"	"1000.0000"	"new"	"3000.0000"	"Root Catalog>Womens>Root Catalog>Womens>Pendants>Root Catalog>Womens>Pendants>Womens Diamond Heart Pendants>Root Catalog>Womens>Pendants>Womens Diamond Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/4290/s/14k-yellow-gold-womens-diamond-heart-pendant-0-20-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//p/1/p10520-1_1.jpg"
"R370251"	"Enabled"	"14k-white-gold-diamond-engagement-ring-setting-0-25-ctw-2.html"	"/r/3/r370251-1_1.jpg"	"14K White Gold Diamond Engagement Ring Setting 0.25 Ctw"	" Gleaming with elegance and beauty, this lovely diamond engagement ring setting is crafted in 14K White Gold. Small round cut diamonds are pave set half way across the band and total to 0.25 carats. The prong measures to 1/4 Inches in width and the band measures to 1/8 Inches in width. Weighing approximately 3.7 grams, this exquisite diamond engagement ring setting is an ideal base for the diamond of your choice. "	"Diamond Ring"	"584.0000"	"new"	"1750.0000"	"Root Catalog>Wedding>Root Catalog>Wedding>Engagement>Root Catalog>Wedding>Engagement>Semi Mount Ring Settings"	"http://www.avianneandco.com/store/catalog/product/view/id/4292/s/14k-white-gold-diamond-engagement-ring-setting-0-25-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/3/r370251-1_1.jpg"
"R10517"	"Enabled"	"14k-yellow-gold-womens-pearl-ring.html"	"/r/1/r10517-1_1_1.jpg"	"14K Yellow Gold Womens Pearl Ring "	"This custom womens pearl ring is crafted in highly polished 14K Yellow Gold. The center is shaped as a blooming flower which is set with eleven small pear shape white pearls. Ideal for a special night out, this elegant womens pearl ring measures to 3/4 Inches in width and weighs approximately 10.5 grams. "	"Gold Ring "	"650.0000"	"new"	"1950.0000"	"Root Catalog>Womens>Root Catalog>Womens>Pearl Jewelry>Root Catalog>Womens>Pearl Jewelry>Pearl Rings>Root Catalog>Womens>Pearl Jewelry>Pearl Diamond Jewelry"	"http://www.avianneandco.com/store/catalog/product/view/id/4298/s/14k-yellow-gold-womens-pearl-ring/"	"http://www.avianneandco.com/store/media/catalog/product//r/1/r10517-1_1_1.jpg"
"R34065"	"Enabled"	"14k-yellow-gold-womens-pearl-ring-1.html"	"/r/3/r34065-1_1_1_2.jpg"	"14K Yellow Gold Womens Pearl Ring "	"This womens pearl ring is crafted in 14K Yellow Gold and weighs approximately 3.4 grams. The center is set with two small white pearls which measure to 6 mm in diameter. Measuring to 1/2 Inch in width, this elegant womens pearl ring is an ideal accessory at an affordable value."	"Gold Ring "	"267.0000"	"new"	"800.0000"	"Root Catalog>Womens>Root Catalog>Womens>Pearl Jewelry>Root Catalog>Womens>Pearl Jewelry>Pearl Rings>Root Catalog>Womens>Pearl Jewelry>Pearl Diamond Jewelry"	"http://www.avianneandco.com/store/catalog/product/view/id/4299/s/14k-yellow-gold-womens-pearl-ring/"	"http://www.avianneandco.com/store/media/catalog/product//r/3/r34065-1_1_1_2.jpg"
"P4255"	"Enabled"	"18k-yellow-gold-womens-diamond-ruby-pendant-0-75-ctw.html"	"/p/4/p4255-1_2_1.jpg"	"18K Yellow Gold Womens Diamond Ruby Pendant 0.75 Ctw"	"This lovely womens diamond ruby pendant is crafted in 18K Yellow Gold. The center is prong set with one oval shape 0.50 carat red ruby which is surrounded with small round cut white diamonds which total to 0.25 carats. The frame measures to 1/2 Inches in length and 1/4 Inches in width. This small womens diamond ruby pendant comes with a matching 18K Yellow Gold 18 Inch chain which securely locks with a durable small lobster claw clasp. "	"Diamond Pendant"	"1000.0000"	"new"	"3000.0000"	"Root Catalog>Womens>Root Catalog>Womens>Pendants>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Pendants>Root Catalog>Womens>Pendants>Womens Diamond Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/4302/s/18k-yellow-gold-womens-diamond-ruby-pendant-0-75-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//p/4/p4255-1_2_1.jpg"
