"Product Name"	"Manufacturer Name"	"Retsku"	"Categorization"	"Detailed Description "	"Selling Price "	"Availability"	"Regular Price"	"Condition"	"Product URL"	"Image URL"
"14K White Gold Mens Jewelry & Watches > Fine Jewelry > Rings 0.94 Ctw"	"Avianne & Co"	"R26743"	"Jewelry & Watches > Fine Jewelry > Rings"	"This ring is crafted in highly polished 14 karat white solid gold. The center is invisibly set with 25 princess cut diamonds. The center piece of the ring measures out to 1/2 inch (13mm) in width. It is highlighted with pave set round cut diamonds, for a total carat weight of .94 carats. The average color of these diamonds are H/J with a SI3/I1 clarity. Shinning with simplicity,  this ring could be another great accessory to the jewelry collection"	1459	"Yes"	4375	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/168/s/14k-white-gold-men-s-diamond-ring-0-94-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/2/r26743-1.jpg"
"14K White Gold Womens Diamond Wedding Band 0.49 Ctw"	"Avianne & Co"	"R3811"	"Jewelry & Watches > Fine Jewelry > Rings"	"Seventeen brilliant round cut diamonds G/H in color and SI2 in clarity are pave set in a crisscross design. The width of this band 3/8 inches with a total weight of 4 grams. This simple and elegant 14K white gold womens wedding band is an ideal gift for that special day."	309	"Yes"	925	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/169/s/14k-white-gold-womens-diamond-wedding-band-0-49-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/3/R3811_1.jpg"
"14K White Gold Mens Jewelry & Watches > Fine Jewelry > Rings 1.79 Ctw"	"Avianne & Co"	"RM297"	"Jewelry & Watches > Fine Jewelry > Rings"	"This one of a kind menâ€™s Jewelry & Watches > Fine Jewelry > Rings features four dazzling princess cut diamonds invisibly set in the center of the ring. Four corners of the center piece have brilliant round cut diamonds on a bezel setting. The center  measures to 1/2 inch in width. The 14K band also features round cut diamonds, pave set on the left and right side of the ring, as well as the back and front, for a total carat weight of 1.79 carats. "	1669	"Yes"	5000	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/170/s/14k-white-gold-mens-diamond-ring-1-79-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//i/m/im-1_261.jpg"
"14K White Gold Mens Diamond Pinky Ring 1.69 Ctw "	"Avianne & Co"	"R6371"	"Jewelry & Watches > Fine Jewelry > Rings"	"This mens pinky ring is crafted in 14K highly polished white gold. The center piece features one bezel set round cut diamond which is surrounded by a number of trilliant cut diamonds giving it a brilliant appearance. With the center piece measuring to approximately 15 mm, this ring shines with beauty and modernity. "	1669	"Yes"	5000	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/172/s/14k-white-gold-mens-diamond-ring-1-69-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//i/m/im-1_37.jpg"
"14K White Gold Mens Jewelry & Watches > Fine Jewelry > Rings 1.87 Ctw "	"Avianne & Co"	"R1514"	"Jewelry & Watches > Fine Jewelry > Rings"	"This ideal fashion mens Jewelry & Watches > Fine Jewelry > Rings is crafted in 14K white gold. It features gorgeous round cut diamonds which are held by a channel setting. This band shines with stones which are G/I in color and SI2/SI3 in clarity. The four rows of brilliant diamonds come to a total carat weight of 1.87 ct.         "	1584	"Yes"	4750	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/174/s/14k-white-gold-mens-diamond-ring-1-87-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/1/R1514_2.jpg"
"14K White Gold Mens Jewelry & Watches > Fine Jewelry > Rings 1.28 Ctw "	"Avianne & Co"	"R6027"	"Jewelry & Watches > Fine Jewelry > Rings"	"Very simple in design and style, this mens Jewelry & Watches > Fine Jewelry > Rings is crafted with 14k white gold. The center piece is highlighted with number of princess cut diamonds held on an invisible setting. Another set of invisibly set princess cut diamonds are featured on the opposite sides of this center piece, totaling to 1.28 Ctw. "	1250	"Yes"	3750	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/177/s/14k-white-gold-mens-diamond-ring-1-28-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/6/R6027_1.jpg"
"14K White Gold Womens Diamond Wedding Band 1.37 Ctw "	"Avianne & Co"	"RM389"	"Jewelry & Watches > Fine Jewelry > Rings"	"Sheer grace and femininity bring this 14KT white Jewelry & Watches > Fine Jewelry > Rings to life. Nine beautiful princess cut diamonds are tension-set in between  two parallel prong settings which feature round cut diamonds. Diamonds totaling to 1.37 ct, give this ring a gorgeously sparkling appearance.  "	1084	"Yes"	3250	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/178/s/14k-white-gold-womens-diamond-ring-1-37-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/M/RM389_2.JPG"
"14K Yellow Gold Mens Diamond Pinky  Ring 0.35 Ctw "	"Avianne & Co"	"R4047"	"Jewelry & Watches > Fine Jewelry > Rings"	"This simple and elegant mens Jewelry & Watches > Fine Jewelry > Rings is crafted in 14K Yellow Gold. Adorned with five rows of four round cut diamonds the center piece is 1/2 inches (12mm) in width. The round cut diamonds are channel set and are G in color and VS@ in clarity with the total carat weight of 0.35 carats. "	584	"Yes"	1750	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/179/s/14k-yellow-gold-mens-diamond-ring-0-29-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/4/R4047_2.JPG"
"14K White Gold Mens Jewelry & Watches > Fine Jewelry > Rings 1.27 Ctw"	"Avianne & Co"	"R5992"	"Jewelry & Watches > Fine Jewelry > Rings"	"Creative in design, this mens Jewelry & Watches > Fine Jewelry > Rings is crafted in 14K white gold. Glimmering princess cut diamonds are invisibly set in three framed squared boxes in the center of the ring. A number of channel set round cut diamonds highlight the center piece from two opposite sides.This ia n ideal mens ring which gleams with uniqueness and style. "	1084	"Yes"	3250	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/184/s/14k-white-gold-mens-diamond-ring-1-27-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/5/R5992_1.JPG"
"14K White Gold Mens Jewelry & Watches > Fine Jewelry > Rings 1.21 Ctw"	"Avianne & Co"	"R-299"	"Jewelry & Watches > Fine Jewelry > Rings"	"Very stylish and elegant mens ring is crafted in 14K white gold. Square centerpiece features four invisibly set princess cut diamonds with a number of pave set round cut diamonds around it. The screw motif design adds to the bands uniqueness and elegance. "	659	"Yes"	1975	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/186/s/14k-white-gold-mens-diamond-ring-1-21-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//i/m/im-1_280.jpg"
"14K White Gold Mens Jewelry & Watches > Fine Jewelry > Rings 2.06 Ctw"	"Avianne & Co"	"R4893A"	"Jewelry & Watches > Fine Jewelry > Rings"	"This exquisite mens Jewelry & Watches > Fine Jewelry > Rings is crafted in 14k white gold. Weighing 18 grams, the ring features brilliant princess and baguette cut diamonds set in three rows. Each corner of the center piece is set with a round cut stone which is held by a bezel setting. This uniquely stylish band holds a total of 2.06 ctw. 
"	1659	"Yes"	4975	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/199/s/14k-white-gold-mens-diamond-ring-2-06-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/4/r4893a-1.jpg"
"14K White Gold Mens Jewelry & Watches > Fine Jewelry > Rings 1.79 Ctw"	"Avianne & Co"	"R6232WB"	"Jewelry & Watches > Fine Jewelry > Rings"	"This exquisite mens Jewelry & Watches > Fine Jewelry > Rings is crafted in highly polished 14K white gold. Invisibly set princess cut white diamonds are framed 
in the center of the ring with a number of enhanced blue diamonds surrounding 
it. With a total of 1.79 ctw of VS1/VS2 diamonds, this ring shines with uniqueness and style. "	1250	"Yes"	3750	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/201/s/14k-white-gold-mens-diamond-ring-1-79-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/6/R6232WB_1.JPG"
"14K Yellow Gold Cluster Yellow Diamond Stud Earrings 0.74 Ctw "	"Avianne & Co"	"ER0337Y"	"Jewelry & Watches > Fine Jewelry > Earrings"	"These 14K yellow gold seven stone cluster earrings feature beautiful design. The prong setting holds seven yellow round cut diamonds, totaling to 0.74 ctw on both earrings. These flawless earrings are beautiful and stylish.  "	1334	"Yes"	4000	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/219/s/14k-yellow-gold-unisex-stud-earrings-1-47-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//E/R/ER0337Y_1.JPG"
"14K Yellow Gold Yellow Diamond Stud Earrings 0.89 Ctw "	"Avianne & Co"	"ER0037Y"	"Jewelry & Watches > Fine Jewelry > Earrings"	"These 14 karat Gold Diamond Stud Earrings features Flawless Princess cut yellow in color, SI1/SI2 in clarity precious stones, for a total carat weight of .89 carats. Sixteen princess cut yellow diamonds are invisibly set on each earring. The measurements of these  earrings are 1/4 inches (6mm) in width and length, for a total gram weight of approximately 3 grams. Ideal for both ladies and men for a very affordable price. "	584	"Yes"	1750	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/220/s/14k-yellow-gold-unisex-stud-earrings-0-89-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//E/R/ER0037Y_1.JPG"
"14K White Gold Womens Jewelry & Watches > Fine Jewelry > Necklaces & Pendants 0.95 Ctw "	"Avianne & Co"	11588	"Jewelry & Watches > Fine Jewelry > Necklaces & Pendants"	"This distinctive 14 karat white gold Jewelry & Watches > Fine Jewelry > Necklaces & Pendants is 0.95 carats of luminous diamonds. Prong set with round cut precious stones that are G/I in color SI1/SI2 in clarity. The pendant measures out to 3/8 inches (9mm) in width and 11/16 inches (17mm) in length including the bale. The total gram weight is approximately 3 grams. NOTE: The chain in the picture is for illustration purpose only and could be purchased separately. "	1250	"Yes"	3750	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/222/s/14k-white-gold-womens-diamond-pendant-0-95-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//1/1/11588-1_1.jpg"
"14K White Gold Mens Diamond Cufflinks 0.65 Ctw "	"Avianne & Co"	13268	"Jewelry & Watches > Fine Jewelry > Necklaces & Pendants"	"These simple and elegant mens cuff links are crafted in polished 14K white gold. The centerpiece is set with round cut diamonds held by channel and prong settings. These cuff links shine with  brilliant stones which are are are G in color and VS1 in clarity. "	792	"Yes"	2375	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/223/s/14k-white-gold-mens-diamond-cufflinks-0-65-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//1/3/13268_1.JPG"
"14K White Gold Blue Diamond Stud Earrings 0.81 Ctw "	"Avianne & Co"	"E007B"	"Jewelry & Watches > Fine Jewelry > Earrings"	"These unisex earrings are crafted in highly polished 14K white gold.They feature brilliant invisibly set blue in color, SI1/SI2 in clarity precious princess cut stones, for a total carat weight of .81 carats. The length and width of the center piece measures to approximately 5/16 Inches, and they weigh 16 grams. Ideal for both men and women, these earrings portray uniqueness and sense of style. "	917	"Yes"	2750	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/227/s/14k-white-gold-unisex-diamond-earrings-0-81-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//e/0/e007b-1.jpg"
"14K White Gold Womens Five Stone Diamond Anniversary Ring 0.34 Ctw"	"Avianne & Co"	"R058"	"Jewelry & Watches > Fine Jewelry > Rings"	"This 14K White Gold Diamond Anniversary Ring is shining with simplicity and elegance. The channel setting features five sparkling round cut diamonds. This band could be an ideal wedding or an anniversary gift."	384	"Yes"	1150	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/229/s/14k-white-gold-womens-diamond-anniversary-ring-0-34-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/0/r058-1_1.jpg"
"14K White Gold Womens Diamond Solitaire Pendant  0.15 ctw"	"Avianne & Co"	"C10447"	"Jewelry & Watches > Fine Jewelry > Necklaces & Pendants"	"This 14k gold womenâ€™s Jewelry & Watches > Fine Jewelry > Necklaces & Pendants features a round cut prong set 0.15 ct diamond. This beautiful pendant comes with a chain. "	384	"Yes"	1150	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/231/s/14k-white-gold-womens-diamond-pendant-0-15-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//c/1/c10447-1.jpg"
"14KT White Gold Womens Jewelry & Watches > Fine Jewelry > Necklaces & Pendants 0.74 Ctw"	"Avianne & Co"	"P5884"	"Jewelry & Watches > Fine Jewelry > Necklaces & Pendants"	"This 14k white gold cross pendant is remarkably brilliant! This white diamond cross pendant features a gorgeous 0.44 carats of round cut diamonds pave set into a 14k white gold frame. Perfect for any woman with a taste for luxury. This lovely Jewelry & Watches > Fine Jewelry > Necklaces & Pendants comes with a beautiful chain. 
"	859	"Yes"	2575	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/234/s/14kt-white-gold-womens-diamond-pendant-0-74-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//p/5/p5884-1.jpg"
"14K White Gold Womens Diamond Heart Pendant 1.89 ctw"	"Avianne & Co"	"P170"	"Jewelry & Watches > Fine Jewelry > Necklaces & Pendants"	"This beautiful heart pendant features 14K highly polished gold and dazzling 1.89 ctw. round cut diamonds in a pave and prong setting. This lovely Jewelry & Watches > Fine Jewelry > Necklaces & Pendants is classy and regularly wearable."	1350	"Yes"	4050	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/236/s/14k-white-gold-womens-diamond-heart-pendant-1-89-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//P/1/P170_1.jpg"
"14K White Gold Colored Diamond Engagement Ring 2.27 ctw"	"Avianne & Co"	"RM300"	"Jewelry & Watches > Fine Jewelry > Rings"	"Very unique and delicate looking, this diamond engagement ring is sure to catch attention. Crafted in highly polished 14k gold and decorated with 2.27 carats of dazzling blue, yellow, and white princess and round cut diamonds. "	1667	"Yes"	5000	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/238/s/14k-white-gold-colored-diamond-engagement-ring-2-27-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/m/rm300-1.jpg"
"14K White Gold Mens Jewelry & Watches > Fine Jewelry > Rings 0.57 Ctw "	"Avianne & Co"	"R5920W"	"Jewelry & Watches > Fine Jewelry > Rings"	"This simple and elegant mens Jewelry & Watches > Fine Jewelry > Rings is crafted in 14K white gold. Carrying a total of 0.57 ctw, the center piece is set with brilliant VS1/VS2 invisibly set princess cut diamonds. The width of this center piece is approximately 18 mm. An ideal mens ring at a very affordable price. "	799	"Yes"	2375	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/239/s/14k-white-gold-mens-diamond-ring-0-57-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/5/R5920W_2.JPG"
"14K White Gold Mens Jewelry & Watches > Fine Jewelry > Rings 2.17 Ctw "	"Avianne & Co"	"R009"	"Jewelry & Watches > Fine Jewelry > Rings"	" This masculine mens ring is crafted in 14K white gold.  Princess and Round cut Stones are VS2/SI1 in clarity and are invisibly and channel set in this regal design. The center piece measuring to 1 inch in width, carries a total weight of 2.17 carats of brilliant stones. "	1167	"Yes"	3500	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/240/s/14k-white-gold-mens-diamond-ring-2-17-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/0/R009_2_2.jpg"
"14K White Gold Mens Jewelry & Watches > Fine Jewelry > Rings 2.50 Ctw "	"Avianne & Co"	"R1113"	"Jewelry & Watches > Fine Jewelry > Rings"	"Possessing unique design, this mens Jewelry & Watches > Fine Jewelry > Rings is crafted in 14k white gold.  The center piece features brilliant invisibly set princess cut diamonds, totaling to 2.50 ctw. These stones are SI1/SI2 in clarity and G/H in color. "	1659	"Yes"	4975	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/242/s/14k-white-gold-mens-diamond-ring-2-50-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/1/r1113-1.jpg"
"14K White Gold Mens Jewelry & Watches > Fine Jewelry > Rings 1.75 Ctw"	"Avianne & Co"	"RM405"	"Jewelry & Watches > Fine Jewelry > Rings"	"This marvelous 14k white gold menâ€™s Jewelry & Watches > Fine Jewelry > Rings possesses a unique design and a blinding luster. This ring features brilliant princess cut precious stones that are invisibly set. The sparkling round cut diamonds are pave set on both sides of the band. Totaling to 1.75 Ctw, these stones are H/I in color and SI1/SI3 in clarity. This is an ideal mens fashion ring which portrays uniqueness and beauty. "	1625	"Yes"	4875	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/244/s/14k-white-gold-mens-diamond-ring-1-75-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/M/RM405_2.JPG"
"14K White Gold Mens Blue and Yellow Jewelry & Watches > Fine Jewelry > Rings 1.29 Ctw"	"Avianne & Co"	"RM292"	"Jewelry & Watches > Fine Jewelry > Rings"	"Crafted in 14K white gold, this mens ring possesses very unique and simple style. The center piece consists of four screw motif designs with invisibly set princess cut yellow, blue and white diamonds. Both sides of the band feature pave set round cut diamonds in these three colors. Carrying a total carat weight of 1.29 ct, this ring weighs approximately 15 grams. "	1042	"Yes"	3125	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/249/s/14k-white-gold-mens-diamond-ring-1-29-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/M/RM292_2.JPG"
"14K White Gold Mens Blue and Yellow Jewelry & Watches > Fine Jewelry > Rings 1.13 Ctw "	"Avianne & Co"	"RM295YB"	"Jewelry & Watches > Fine Jewelry > Rings"	"Crafted in highly polished 14K white gold, this mens ring features brilliant blue, white and yellow diamonds. The center piece consists of two screw motif designs with four princess cut diamonds in the center and a number of yellow round cut diamonds on both sides. Two sides of the band are highlighted with pave set blue round cut diamonds. This fashionable mens ring carries a total carat weight of 1.13 ctw and weighs approximately 11 grams. "	1367	"Yes"	4100	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/254/s/14k-white-gold-mens-diamond-ring-1-13-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/M/RM295YB_2.JPG"
"14K White Gold Mens Blue Jewelry & Watches > Fine Jewelry > Rings 0.90 Ctw "	"Avianne & Co"	"R5460B"	"Jewelry & Watches > Fine Jewelry > Rings"	"This featured 14 karat white gold Jewelry & Watches > Fine Jewelry > Rings is simple yet very refined. Featuring blue in color SI1/SI3 in clarity diamonds that are channel set in this regal design. The total carat weight of this  ring is 0.90 carats of sparkling precious stones. The width of the center piece is approximately 10mm. .This is an ideal ring for those who appreciate uniqueness and simplicity. "	717	"Yes"	2150	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/255/s/14k-white-gold-mens-diamond-ring-0-90-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//i/m/im-2_64.jpg"
"14K Rose Gold Cluster Yellow Diamond Stud Earrings 1.27 Ctw "	"Avianne & Co"	"ER0338YR"	"Jewelry & Watches > Fine Jewelry > Earrings"	"These cluster Jewelry & Watches > Fine Jewelry > Earrings studs are crafted in highly polished 14K rose gold. Each earring  holds seven brilliant yellow round cut diamonds on a prong setting. Lovely in appearance, these beautiful studs  total to 1.27 carats and weigh approximately 3 grams. These are are ideal for both men and women. "	919	"Yes"	2750	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/256/s/14k-yellow-gold-unisex-earrings-1-27-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//E/R/ER0338Y_1.JPG"
"14K White Gold Yellow Diamond Stud Earrings 0.55 Ctw "	"Avianne & Co"	"ER0227"	"Jewelry & Watches > Fine Jewelry > Earrings"	"These simple yet very appealing Jewelry & Watches > Fine Jewelry > Earrings studs are crafted in 14k white gold. Four yellow princess cut diamonds are invisibly set in the center of each earring. Totaling to 2.3 grams, these earrings carry a total weight of 0.55 carats. Ideal men and women studs at an affordable price. "	234	"Yes"	700	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/257/s/14k-white-gold-unisex-earrings-0-55-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//E/R/ER0227_1.JPG"
"14K White Gold Yellow Diamond Stud Earrings 0.51 Ctw "	"Avianne & Co"	"ER0226"	"Jewelry & Watches > Fine Jewelry > Earrings"	"These simple yet very appealing diamond stud earrings are crafted in 14k white gold. Four yellow princess cut diamonds are invisibly set in the center of each earring. Totaling to 2.3 grams, these earrings carry a total weight of 0.51 carats. These affordable studs are ideal for both men and women. "	359	"Yes"	1075	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/258/s/14k-white-gold-unisex-earrings-0-51-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//E/R/ER0226_2.JPG"
"14K White Gold Womens Diamond Heart Pendant 0.10 ctw"	"Avianne & Co"	"P0014"	"Jewelry & Watches > Fine Jewelry > Necklaces & Pendants"	"This 14k white gold womenâ€™s diamond heart pendant features a 0.10 carat of round cut bezel set diamond. This lovely Jewelry & Watches > Fine Jewelry > Necklaces & Pendants comes with a matching white Jewelry & Watches > Fine Jewelry > Necklaces & Pendants."	267	"Yes"	800	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/260/s/14k-white-gold-womens-diamond-pendant-0-10-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//p/0/p0014-1_1.jpg"
"14K White Gold Diamond Engagement Ring 1.33 Ctw"	"Avianne & Co"	"R244W"	"Jewelry & Watches > Fine Jewelry > Rings"	"This fashion display of beauty is crafted in 14K white gold. The diamonds are H/I in color and SI1/SI3 in clarity. This ring features an invisible, pave, and bezel setting. These precious stones are princess, round and baguette cut in this regal design, with the total carat weight of 1.33 carats. This gorgeous engagement ring weighs approximately 7.8 grams. "	1317	"Yes"	3950	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/262/s/14k-white-gold-womens-engagement-ring-1-33-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/2/r244w-1.jpg"
"14K Yellow Gold Diamond Bridal Ring Set 0.60 Ctw"	"Avianne & Co"	"R-662"	"Jewelry & Watches > Fine Jewelry > Rings"	"This 14k yellow gold diamond wedding ring set with princess cut diamonds features exquisite 0.60 carats of sparkling round cut diamonds set in a prong setting. This wedding set is a true piece of art that is both versatile and attractive. Bring joy to your loved one with this beautiful piece! 

"	675	"Yes"	2025	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/263/s/14k-yellow-gold-womens-bridal-engagement-ring-set-0-60-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/6/R662_1.jpg"
"14K Rose Gold Diamond Bridal Ring Set 0.96 Ctw"	"Avianne & Co"	"R3783C"	"Jewelry & Watches > Fine Jewelry > Rings"	"These princess cut to perfection diamonds are invisible set  forming a one of a kind centerpiece dazzling with brilliance gently accentuated by the cluster of princess cut diamonds invisibly set along the shank and offset by classic rosegold topped off with a professional polished finish for a one of a kind diamond engagement ring set complete with a matching wedding band for a truly breathtaking bridal set. The total carat weight of these impressive rings is 0.96 carats. "	917	"Yes"	2750	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/266/s/14k-rose-gold-womens-diamond-bridal-ring-set-0-96-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/3/R3783C_1.jpg"
"14K Rose Gold Mens Jewelry & Watches > Fine Jewelry > Rings 0.57 Ctw"	"Avianne & Co"	"R5920"	"Jewelry & Watches > Fine Jewelry > Rings"	"Very classy and elegant this  14 karat rose gold Jewelry & Watches > Fine Jewelry > Rings is poised with true quality and craftsmanship. Three rows of three princess cut diamonds are invisibly set in the middle of the design. In addition,  two princess cut diamonds invisible set on both sides of the center. The center piece measures to  is 3/4 inches (18mm) in width. The average color of these precious stones is G/H with the average clarity of VS1/VS2. Carrying a total carat weight of 0.57 ct, this ring weighs approximately 11 grams. This is an ideal mens ring at a very affordable prince. "	792	"Yes"	2375	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/267/s/14k-rose-gold-mens-diamond-ring-0-57-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/5/R5920_1.JPG"
"14K White Gold Diamond Wedding Band Set 0.55 ctw"	"Avianne & Co"	"R361"	"Jewelry & Watches > Fine Jewelry > Rings Set"	"This alluring design of style is the perfect addition to your diamond collection! This ring is crafted in 14K white gold. These diamonds are G/H in color and SI1/SI3 in clarity. This exclusive ring features round cut precious stones in a channel setting and the total carat weight of this ring is .55 carats. The middle of the womenâ€™s ring measures out to 1/8 inches (3.15mm) in width and menâ€™s measures out to 1/8 inches (3.08mm). The current womenâ€™s ring size is 7 1/4 and menâ€™s is 10 1/4. The total gram weight of this featured ring is approximately 6.1grams. "	492	"Yes"	1475	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/269/s/14k-white-gold-diamond-wedding-band-set-0-55-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/3/R361_1.jpg"
"14K Rose Gold Blue Diamond Stud Earrings 0.81 Ctw "	"Avianne & Co"	"E007BR"	"Jewelry & Watches > Fine Jewelry > Earrings"	"This perfect set of Princess cut diamond stud earrings is held securely in 14k yellow gold with invisibly settings and a tight screw back closure. The brilliant diamond stud earrings feature amazing invisibly set blue in color, SI1/SI2 in clarity precious stones, for a total carat weight of .81 ct. The measurements of the center piece are 1/4 inches (6mm) in width and length, for a total gram weight of approximately 3 grams. Pristine and absolutely mesmerizing, our diamond studs are an everlasting display of beauty and excellence for both men and women."	919	"Yes"	2750	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/270/s/14k-rose-gold-unisex-earrings-0-81-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//E/0/E007BR_1.JPG"
"14K White Gold Womens Diamond Eternity Band 1.12 ctw"	"Avianne & Co"	14344	"Jewelry & Watches > Fine Jewelry > Rings"	"This stunning 14K gold womens diamond eternity ring features 1.12 carats of sparkling white diamonds prong set into a solid 14K gold band, sparkling with an everlasting elegance. Make this round cut Jewelry & Watches > Fine Jewelry > Rings yours today! "	1284	"Yes"	3850	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/271/s/14k-white-gold-womens-diamond-eternity-band-1-12-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//1/4/14344-1.jpg"
"14k White Gold Diamond Engagement Ring 1.28 ctw"	"Avianne & Co"	"R252"	"Jewelry & Watches > Fine Jewelry > Rings"	"This gorgeous 14 karat white gold diamond engagement ring is perfect for that one special occasion. The diamonds are G/H in color and SI1/SI2 in clarity. This ring features an invisible, pave, prong and bezel settings. These precious stones are princess and round cut in this regal design, with a total carat weight of 1.28 ctw. This gorgeous ring measures out to 1/4 inches (6mm) in width and is currently sized 6 1/2. The total gram weight of this charming ring is approximately 5.82 grams. "	959	"Yes"	2875	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/273/s/14k-white-gold-womens-diamond-engagement-ring-1-28-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/2/R252_2.jpg"
"14K White Gold Womens Diamond Wedding Band 0.40 ctw"	"Avianne & Co"	14818	"Jewelry & Watches > Fine Jewelry > Rings"	"This 14k gold diamond women's wedding band features exquisite 0.40 carats of sparkling round cut diamonds set in lustrous and detailed 14K solid gold. Buy this wonderful gift for the love of your life! "	549	"Yes"	1625	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/276/s/14k-white-gold-womens-diamond-wedding-band-0-40-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//1/4/14818_1.jpg"
"14K Yellow Gold Men's Diamond Pinky  Ring 0.69 Ctw"	"Avianne & Co"	"R575"	"Jewelry & Watches > Fine Jewelry > Rings"	"This classical mens diamond pinky ring is crafted in highly polished 14K yellow gold. The center piece, measuring to 15 mm, is highlighted with channel set round cut diamonds. Carrying a total of 0.69 ctw, this ring measures to approximately 13 grams. "	1134	"Yes"	3400	"New"	"http://www.avianneandco.com/store/catalog/product/view/id/277/s/14k-yellow-gold-men-s-diamond-ring-0-69-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//i/m/im-1_278.jpg"
