"SKU "	"ProductName "	"Description "	"ItemType"	"MainImageURL "	"length"	"TotalDiamondWeight "	"gemstonecarat"	"MetalType "	"MetalStamp "	"SettingType "	"MSRP "	"ItemPrice "	"width"	"weight"	"earringback"	"StoneColor1 "	"StoneClarity1"	"StoneShape1"	"category"	"link"	"image_link"
"P03211"	"18K Yellow Gold Womens Turquoise Brooch Pendant "	"This exquisite womens turquoise brooch pendant is crafted in lustrous 18K Yellow Gold. The center is set with numerous small round cut natural turquoise stones which measure to 2 mm in diameter. The frame measures to 2 1/2 Inches in length and 2 Inches in width. This lovely womens antique brooch can be worn as a pendant or as a brooch."	"Gold Pendant"	"/p/0/p03211-1.jpg"	"2 1/2 Inches (63 mm)"	""	""	"Yellow"	"18K Gold"	""	"7500.0000"	"2500.0000"	"2 Inches (50 mm)"	"1.0000"	""	""	""	""	"Root Catalog>Womens>Root Catalog>Womens>Antique Jewelry>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Pendants>Root Catalog>Womens>Brooches"	"http://www.avianneandco.com/store/catalog/product/view/id/2897/s/18k-yellow-gold-womens-turquoise-brooch-pendant/"	"http://www.avianneandco.com/store/media/catalog/product//p/0/p03211-1.jpg"
"P9958"	"21K Yellow Gold Chinese Jade Pendant "	"This lovely unisex chinese jade pendant is crafted in highly polished 21 KT. The rectangle green stone measures to 30 mm in length and 15 mm in width. The piece weighs a total of 6.8 grams and measures to 1 3/4 Inches in length (with bale). This uniquely desiged unisex pendant is ideal for an every day wear."	"Gold Pendant"	"/p/9/p9958-1.jpg"	"1 3/4 Inches (44 mm)"	""	""	"Yellow"	""	""	"3500.0000"	"1167.0000"	"5/8 Inches (15 mm)"	"1.0000"	""	""	""	""	"Root Catalog>Mens>Root Catalog>Womens>Root Catalog>Mens>Mens Gold Jewelry>Root Catalog>Womens>Women's Gold Jewelry>Root Catalog>Mens>Mens Gold Jewelry>Mens Gold Pendants>Root Catalog>Womens>Women's Gold Jewelry>Womens Gold Pendants>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/2899/s/21k-yellow-gold-unisex-chinese-jade-pendant/"	"http://www.avianneandco.com/store/media/catalog/product//p/9/p9958-1.jpg"
"C12100"	"18K Yellow Gold Mens Antique Cufflinks"	"These exquisite mens antique cufflinks are crafted in 18K Yellow Gold. The frame measures to 1 Inch in diameter and weighs approximately 9.2 grams. These uniquely desiged mens antique cufflinks are ideal for an every day casual wear."	"Gold Pendant"	"/C/1/C12100-2.jpg"	"1 Inch (25 mm) - diameter"	""	""	"Yellow"	"18K Gold"	""	"2500.0000"	"834.0000"	""	"1.0000"	""	""	""	""	"Root Catalog>Mens>Root Catalog>Mens>Cufflinks"	"http://www.avianneandco.com/store/catalog/product/view/id/2901/s/18k-yellow-gold-mens-antique-cufflinks/"	"http://www.avianneandco.com/store/media/catalog/product//C/1/C12100-2.jpg"
"PIN01"	"10K Yellow Gold Womens Antique Pin "	"This exquisite womens antique pin is crafted in 10K Yellow Gold. The center is bezel set with one oval shape green gemstone. The frame measures to 2 1/2 Inches in length and weighs approximately 2.1 grams. This lovely womens antique pin is ideal for an every day casual wear."	"Gold Pendant"	"/P/I/PIN01-1.jpg"	"2 1/2 Inches (63 mm)"	""	""	"Yellow"	"10K Gold"	""	"650.0000"	"217.0000"	"5/16 Inches (8 mm)"	"1.0000"	""	""	""	""	"Root Catalog>Womens>Root Catalog>Womens>Women's Gold Jewelry>Root Catalog>Womens>Antique Jewelry>Root Catalog>Womens>Women's Gold Jewelry>Womens Gold Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/2903/s/10k-yellow-gold-womens-antique-pin/"	"http://www.avianneandco.com/store/media/catalog/product//P/I/PIN01-1.jpg"
"PIN02"	"10K Yellow Gold Womens Antique Cameo Pin"	"This lovely womens antique cameo pin is crafted in highly gleaming 10K Yellow Gold. The frame measures to approximately 2 1/8 Inches in length and 9/16 Inches in width. Weighing approximately 2.2 grams, this lovely womens antique pin is an ideal accessory for a special night out."	"Gold Pendant"	"/p/i/pin02-1.jpg"	"2 1/8 Inches (53 mm)"	""	""	"Yellow"	"10K Gold"	""	"650.0000"	"217.0000"	"9/16 Inches (14 mm)"	"1.0000"	""	""	""	""	"Root Catalog>Womens>Root Catalog>Womens>Women's Gold Jewelry>Root Catalog>Womens>Antique Jewelry>Root Catalog>Womens>Women's Gold Jewelry>Womens Gold Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/2904/s/10k-yellow-gold-womens-antique-cameo-pin/"	"http://www.avianneandco.com/store/media/catalog/product//p/i/pin02-1.jpg"
"P203458"	"18K Yellow Gold Mezuzah Emerald Pendant 0.25 Ctw"	"This uniquely desiged mezuzah pendant is crafted in lustrous 18K Yellow Gold. The center of the star is set with one green emerald gemstone which totals to 0.25 carats. Handmade to perfection, the frame measures to 1 Inches in length and 1/4 Inches in width. Weighing approximately 11.4 grams this exquisite mezuzah pendant comes with a beautiful matching 20 Inch Yellow Gold Chain."	"Gold Pendant"	"/p/2/p203458-1.jpg"	"1 Inches (25 mm)"	""	""	"Yellow"	"18K Gold"	""	"2250.0000"	"750.0000"	"1/4 Inches (6.5 mm)"	"1.0000"	""	""	""	""	"Root Catalog>Mens>Root Catalog>Womens>Root Catalog>Mens>Mens Gold Jewelry>Root Catalog>Womens>Women's Gold Jewelry>Root Catalog>Mens>Mens Gold Jewelry>Mens Gold Pendants>Root Catalog>Womens>Women's Gold Jewelry>Womens Gold Pendants>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/3079/s/18k-yellow-gold-mezuzah-pendant-0-25-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//p/2/p203458-1.jpg"
"P234677"	"14K Yellow Gold Medical Box Pendant "	"This finely detailed unisex medical box pendant is crafted in highly gleaming 14K Yellow Gold and weighs approximately 7.5 grams. The pendant opens and features one small yellow gold syringe and a small yellow gold stethoscope. Handmade to absolute perfection, this uniquely designed medical box pendant measures to 1/2 Inches in length and 5/8 Inches in width. This pendant makes it an ideal gift for a doctor or an emergency medical technician. It comes with a matching 14K yellow gold chain. "	"Gold Pendant"	"/p/2/p234677-1_1.jpg"	"1/2 Inches (12 mm)"	""	""	"Yellow"	"14K Gold"	""	"1875.0000"	"625.0000"	"5/8 Inches (16 mm)"	"1.0000"	""	""	""	""	"Root Catalog>Mens>Root Catalog>Womens>Root Catalog>Mens>Mens Gold Jewelry>Root Catalog>Womens>Women's Gold Jewelry>Root Catalog>Mens>Mens Gold Jewelry>Mens Gold Pendants>Root Catalog>Womens>Women's Gold Jewelry>Womens Gold Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/3248/s/14k-yellow-gold-unisex-medical-box-pendant/"	"http://www.avianneandco.com/store/media/catalog/product//p/2/p234677-1_1.jpg"
"T3466"	"10K Two Tone Gold Mens Tie Clip "	"This elegant mens tie clip is crafted in highly polished 10K Yellow and White Gold. The frame measures to 2 1/4 Inches in length and 3/4 Inches in width. This uniquely designed mens tie clip weighs approximately 9.3 grams. "	"Gold Pendant"	"/t/3/t3466-1.jpg"	"2 1/4 Inches"	""	""	"White , Yellow"	"10K Gold"	""	"1500.0000"	"500.0000"	"3/4 Inches"	"1.0000"	""	""	""	""	"Root Catalog>Mens>Root Catalog>Mens>Mens Gold Jewelry>Root Catalog>Mens>Mens Gold Jewelry>Mens Gold Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/3253/s/10k-yellow-gold-mens-tie-clip/"	"http://www.avianneandco.com/store/media/catalog/product//t/3/t3466-1.jpg"
"P79014"	"14K Yellow Gold  Cross Pendant "	"This uniquely designed unisex cross pendant is crafted in highly polished 14K Yellow Gold. The frame measures to 2 Inches in length and 1 1/4 Inches in width. Weighing approximately 7.9 grams, this exquisite unisex gold cross pendant is an ideal accessory for an every day wear."	"Gold Pendant"	"/P/7/P79014-1.jpg"	"2 Inches "	""	""	"Yellow"	"14K Gold"	""	"1500.0000"	"500.0000"	"1 1/4 Inches"	"1.0000"	""	""	""	""	"Root Catalog>Mens>Root Catalog>Womens>Root Catalog>Mens>Mens Gold Jewelry>Root Catalog>Womens>Women's Gold Jewelry>Root Catalog>Mens>Mens Gold Jewelry>Mens Gold Pendants>Root Catalog>Womens>Women's Gold Jewelry>Womens Gold Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/3662/s/14k-yellow-gold-unisex-cross-pendant/"	"http://www.avianneandco.com/store/media/catalog/product//P/7/P79014-1.jpg"
"P7807"	"14K Yellow Gold Womens Flower Pearl Pendant "	"Handmade to absolute perfection, this lovely womens flower pearl pendant is crafted in 14K Yellow Gold. The flower is set with one white pearl which measures to 7 mm in diameter. The frame measures to 9/16 Inches in length and width and weighs approximately 8.7 grams. This exquisite womens pearl pendant comes with a matching 20 Inch 14K Yellow Gold Chain which securely locks with a lobster claw clasp."	"Gold Pendant"	"/p/7/p7807-1.jpg"	"9/16 Inches (14 mm)"	""	""	"Yellow"	"14K Gold"	""	"2000.0000"	"667.0000"	"9/16 Inches (14 mm)"	"1.0000"	""	""	""	""	"Root Catalog>Womens>Root Catalog>Womens>Pendants>Root Catalog>Womens>Women's Gold Jewelry>Root Catalog>Womens>Women's Gold Jewelry>Womens Gold Pendants>Root Catalog>Womens>Pendants>Womens Diamond Pendants>Root Catalog>Womens>Pearl Jewelry>Root Catalog>Womens>Pearl Jewelry>Pearl Necklaces>Root Catalog>Womens>Pearl Jewelry>Pearl Diamond Jewelry>Root Catalog>Womens>Pearl Jewelry>Pearl Pendants "	"http://www.avianneandco.com/store/catalog/product/view/id/3688/s/14k-yellow-gold-womens-flower-pearl-pendant/"	"http://www.avianneandco.com/store/media/catalog/product//p/7/p7807-1.jpg"
"P525"	"18K Yellow Gold Mens Ruby Tie Clip 0.25 Ctw"	"Antique in appearance, this mens ruby tie club is crafted in 18K Yellow Gold. The frame is set with one emerald cut red ruby which totals to 0.25 carats. The frame measures to 2 1/2 Inches in length and has a small 2 Inch chain connected to the top section of the clip. Weighing approximately 5 grams, this one of a kind mens tie clip is an ideal accessory which guarantees an onlookers attention."	"Gold Pendant"	"/P/5/P525-1.jpg"	"2 1/2 Inches"	""	""	"Yellow"	"18K Gold"	""	"2000.0000"	"667.0000"	"7/16 Inches (11 mm)"	"1.0000"	""	""	""	""	"Root Catalog>Mens>Root Catalog>Mens>Mens Gold Jewelry>Root Catalog>Mens>Mens Gold Jewelry>Mens Gold Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/3817/s/18k-yellow-gold-mens-ruby-tie-clip-0-25-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//P/5/P525-1.jpg"
"P1160"	"14K Yellow Gold Womens Pearl Heart Pendant "	"This large womens pearl heart pendant is crafted in 14K Yellow Gold. The center is set with small white pearls which are 3 mm in diameter. The frame measures to 2 Inches in length and 1 1/2 Inches in width. Weighing approximately 16.6 grams, this exquisite womens pearl heart pendant is an ideal gift for that special someone.  NOTE: The chain is for illustration purposes only and may be purchased separately. "	"Gold Pendant"	"/p/1/p1160-1_2.jpg"	"2 Inches"	""	""	"Yellow"	"14K Gold"	""	"3950.0000"	"1317.0000"	"1 1/2 inches (41 mm) "	"1.0000"	""	""	""	""	"Root Catalog>Womens>Root Catalog>Womens>Women's Gold Jewelry>Root Catalog>Womens>Women's Gold Jewelry>Womens Gold Pendants>Root Catalog>Womens>Pearl Jewelry>Pearl Pendants "	"http://www.avianneandco.com/store/catalog/product/view/id/3860/s/14k-yellow-gold-womens-pearl-heart-pendant/"	"http://www.avianneandco.com/store/media/catalog/product//p/1/p1160-1_2.jpg"
"P17101"	"14K Yellow Gold Mens Cross Pendant "	"This uniquely designed mens cross pendant featured crucified Jesus in the center. The frame is crafted in highly gleaming 14K yellow gold and weighs approximately 22.2 grams. The pendant measures to 3 Inches in length and 1 1/2 Inches in width. This exquisite mens cross pendant  is handmade to absolute perfection. "	"Gold Pendant"	"/p/1/p17101-1.jpg"	"3  Inches "	""	""	"Yellow"	"14K Gold"	""	"3750.0000"	"1250.0000"	"1 1/2 Inches "	"1.0000"	""	""	""	""	"Root Catalog>Mens>Root Catalog>Mens>Mens Gold Jewelry>Root Catalog>Mens>Mens Gold Jewelry>Mens Gold Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/3927/s/14k-yellow-gold-mens-cross-pendant/"	"http://www.avianneandco.com/store/media/catalog/product//p/1/p17101-1.jpg"
"BR7250"	"14K Yellow Gold Womens Emerald Bracelet 0.50 Ctw"	"This uniquely designed womens emerald bracelet is crafted in 14K Yellow Gold. Four small emerald cut diamonds are prong set in between two hearts and total to 0.50 carats. The frame measures to 7 1/4 Inches in length and 3/16 Inches in width. Securely locking with a lobster claw clasp, this elegant womens emerald bracelet is an ideal accessory for an every day casual wear."	"Gold Pendant"	"/b/r/br7250-1.jpg"	"7 1/4 Inches"	""	""	"Yellow"	"14K Gold"	""	"1875.0000"	"625.0000"	"3/16 Inches (4 mm)"	"1.0000"	""	""	""	""	"Root Catalog>Womens>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/4046/s/14k-yellow-gold-womens-emerald-bracelet-0-50-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br7250-1.jpg"
"E23032"	"18K White Gold Womens Topaz Earrings 10.21 Ctw"	"These glamorous womens blue topaz earrings are crafted in highly polished 18K White Gold. The center of each earring is prong set with one oval shape blue topaz and smaller emerald cut blue topaz stones. Both oval shape gemstones weigh a total of 8.65 carats and small emerald gemstones weigh a total of 1.56 carats. Measuring to 3/4 Inches in length, they securely lock with an omega clasp closure. Weighing approximately 10 grams, these elegant womens blue topaz earrings are ideal for a special night out."	"Gold Pendant"	"/u/n/untitled-2.jpg"	"3/4 Inches (19 mm)"	""	""	"White"	"18K Gold"	""	"4250.0000"	"1417.0000"	"1/2 Inches (12 mm)"	"1.0000"	""	""	""	""	"Root Catalog>Womens>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/4129/s/18k-white-gold-womens-blue-topaz-earrings-10-21-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//u/n/untitled-2.jpg"
"BR5150"	"14K Yellow Gold Mens Fancy Bracelet 9"" 10 mm "	"This uniquely designed mens fancy bracelet is crafted in lustrous 14K Yellow Gold. The frame measures to 9 Inches in length and securely locks with a durable lobster claw clasp. Handmade in Italy, this exquisite mens gold bracelet weighs approximately 51.5 grams."	"Gold Pendant"	"/B/R/BR5150-1.jpg"	"9 Inches"	""	""	"Yellow"	"14K Gold"	""	"6500.0000"	"2167.0000"	"3/8 Inches (10 mm)"	"1.0000"	""	""	""	""	"Root Catalog>Mens>Root Catalog>Mens>Mens Gold Jewelry>Root Catalog>Mens>Mens Gold Jewelry>Mens Gold Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/4148/s/14k-yellow-gold-mens-bracelet/"	"http://www.avianneandco.com/store/media/catalog/product//B/R/BR5150-1.jpg"
"BR1475A"	"14K White Gold Mens Cuban Bracelet 8 1/2"" 13 mm"	"This large mens Cuban bracelet is crafted in lustrous 14K White Gold. The frame measures to 8 1/2 Inches in length and 1/2 Inches in width. Weighing approximately 147 grams, this exquisite mens cuban bracelet securely locks with a durable large box clasp with two safety latching from opposite sides."	"Gold Pendant"	"/b/r/br1475a-1_1.jpg"	"8 1/2 Inches"	""	""	"White"	"14K Gold"	""	"19250.0000"	"6417.0000"	"1/2 Inches (13 mm)"	"1.0000"	""	""	""	""	"Root Catalog>Mens>Root Catalog>Mens>Mens Gold Jewelry>Root Catalog>Mens>Mens Gold Jewelry>Mens Gold Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/4201/s/14k-white-gold-mens-cuban-bracelet-8-1-2-13-mm/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br1475a-1_1.jpg"
"BR1103"	"14K White Gold Womens Sapphire Bracelet 2.03 Ctw"	"This lovely womens sapphire bracelet is crafted in 14K White Gold. The center is prong set with brilliant natural round cut blue sapphire which total to 2.03 carats. The frame measures to 7 Inches in length and securely locks with slide in hidden clasp. Weighing approximately 11.1 grams, this glamorous womens sapphire bracelet is an ideal accessory which guarantees an onlookers attention."	"Gold Pendant"	"/b/r/br1103-1_1.jpg"	"7 Inches"	""	""	"White"	"14K Gold"	""	"4000.0000"	"1334.0000"	"3/16 Inches (5 mm)"	"1.0000"	""	""	""	""	"Root Catalog>Womens>Root Catalog>Womens>Antique Jewelry>Root Catalog>Womens>Gemstone Jewelry>Root Catalog>Womens>Gemstone Jewelry>Gemstone Bracelets"	"http://www.avianneandco.com/store/catalog/product/view/id/4220/s/14k-white-gold-womens-sapphire-bracelet-2-03-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//b/r/br1103-1_1.jpg"
"P1411"	"14K Two Tone Gold Mezuzah Shin Pendant "	"This uniquely designed Mezuzah pendant is crafted in highly polished 14K Yellow Gold. The letter shin is inscribed in the center and is crafted in white gold. Two opposite sides of the pendant are also crafted in white gold. The frame measures to 1 1/4 Inches in length and 1/4 Inches in width. Weighing approximately 11 grams, this one of a kind Mezuzah pendant comes with a matching 14K Yellow Gold Chain which securely locks with a lobster claw clasp. "	"Gold Pendant"	"/p/1/p1411-1_2.jpg"	"1 1/4 Inches"	""	""	"White , Yellow"	"14K Gold"	""	"2150.0000"	"717.0000"	"1/4 Inches (6 mm)"	"1.0000"	""	""	""	""	"Root Catalog>Mens>Root Catalog>Womens>Root Catalog>Mens>Mens Gold Jewelry>Root Catalog>Womens>Women's Gold Jewelry>Root Catalog>Mens>Mens Gold Jewelry>Mens Gold Pendants>Root Catalog>Womens>Women's Gold Jewelry>Womens Gold Pendants"	"http://www.avianneandco.com/store/catalog/product/view/id/4287/s/14k-two-tone-gold-mezuzah-shin-pendant/"	"http://www.avianneandco.com/store/media/catalog/product//p/1/p1411-1_2.jpg"
