Unique Merchant SKU	Product Name 	Product URL	Image URL	Current Price	Stock Availability	Condition	MPN/ISBN	UPC or EAN	Shipping Rate	Original Price	Coupon Code	Coupon Code Description	Brand / Manufacturer	Product Description 	Product Type	Category	Category ID
R26743	14K White Gold Mens Diamond Ring 0.94 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/168/s/14k-white-gold-men-s-diamond-ring-0-94-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/2/r26743-1.jpg	1459	Yes	New				4377			Avianne & Co	"This ring is crafted in highly polished 14 karat white solid gold. The center is invisibly set with 25 princess cut diamonds. The center piece of the ring measures out to 1/2 inch (13mm) in width. It is highlighted with pave set round cut diamonds, for a total carat weight of .94 carats. The average color of these diamonds are H/J with a SI3/I1 clarity. Shinning with simplicity,  this ring could be another great accessory to the jewelry collection"			276
R3811	14K White Gold Womens Diamond Wedding Band 0.49 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/169/s/14k-white-gold-womens-diamond-wedding-band-0-49-ctw/	http://www.avianneandco.com/store/media/catalog/product//R/3/R3811_1.jpg	309	Yes	New				927			Avianne & Co	Seventeen brilliant round cut diamonds G/H in color and SI2 in clarity are pave set in a crisscross design. The width of this band 3/8 inches with a total weight of 4 grams. This simple and elegant 14K white gold womens wedding band is an ideal gift for that special day.			276
RM297	14K White Gold Mens Diamond Ring 1.79 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/170/s/14k-white-gold-mens-diamond-ring-1-79-ctw/	http://www.avianneandco.com/store/media/catalog/product//i/m/im-1_261.jpg	1669	Yes	New				5007			Avianne & Co	"This one of a kind men's diamond ring features four dazzling princess cut diamonds invisibly set in the center of the ring. Four corners of the center piece have brilliant round cut diamonds on a bezel setting. The center  measures to 1/2 inch in width. The 14K band also features round cut diamonds, pave set on the left and right side of the ring, as well as the back and front, for a total carat weight of 1.79 carats. "			276
R6371	14K White Gold Mens Diamond Pinky Ring 1.69 Ctw 	http://www.avianneandco.com/store/catalog/product/view/id/172/s/14k-white-gold-mens-diamond-ring-1-69-ctw/	http://www.avianneandco.com/store/media/catalog/product//i/m/im-1_37.jpg	1669	Yes	New				5007			Avianne & Co	"This mens pinky ring is crafted in 14K highly polished white gold. The center piece features one bezel set round cut diamond which is surrounded by a number of trilliant cut diamonds giving it a brilliant appearance. With the center piece measuring to approximately 15 mm, this ring shines with beauty and modernity. "			276
R1514	14K White Gold Mens Diamond Ring 1.87 Ctw 	http://www.avianneandco.com/store/catalog/product/view/id/174/s/14k-white-gold-mens-diamond-ring-1-87-ctw/	http://www.avianneandco.com/store/media/catalog/product//R/1/R1514_2.jpg	1584	Yes	New				4752			Avianne & Co	This ideal fashion mens diamond ring is crafted in 14K white gold. It features gorgeous round cut diamonds which are held by a channel setting. This band shines with stones which are G/I in color and SI2/SI3 in clarity. The four rows of brilliant diamonds come to a total carat weight of 1.87 ct.         			276
R6027	14K White Gold Mens Diamond Ring 1.28 Ctw 	http://www.avianneandco.com/store/catalog/product/view/id/177/s/14k-white-gold-mens-diamond-ring-1-28-ctw/	http://www.avianneandco.com/store/media/catalog/product//R/6/R6027_1.jpg	1250	Yes	New				3750			Avianne & Co	"Very simple in design and style, this mens diamond ring is crafted with 14k white gold. The center piece is highlighted with number of princess cut diamonds held on an invisible setting. Another set of invisibly set princess cut diamonds are featured on the opposite sides of this center piece, totaling to 1.28 Ctw. "			276
RM389	14K White Gold Womens Diamond Wedding Band 1.37 Ctw 	http://www.avianneandco.com/store/catalog/product/view/id/178/s/14k-white-gold-womens-diamond-ring-1-37-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/m/rm389-1.jpg	1084	Yes	New				3252			Avianne & Co	"Sheer grace and femininity bring this 14KT white gold ring to life. Nine beautiful princess cut diamonds are tension-set in between  two parallel prong settings which feature round cut diamonds. Diamonds totaling to 1.37 ct, give this ring a gorgeously sparkling appearance.  "			276
R4047	14K Yellow Gold Mens Diamond Pinky  Ring 0.35 Ctw 	http://www.avianneandco.com/store/catalog/product/view/id/179/s/14k-yellow-gold-mens-diamond-ring-0-29-ctw/	http://www.avianneandco.com/store/media/catalog/product//R/4/R4047_2.JPG	584	Yes	New				1752			Avianne & Co	This simple and elegant mens diamond ring is crafted in 14K Yellow Gold. Adorned with five rows of four round cut diamonds the center piece is 1/2 inches (12mm) in width. The round cut diamonds are channel set and are G in color and VS@ in clarity with the total carat weight of 0.35 carats. 			276
R5992	14K White Gold Mens Diamond Ring 1.27 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/184/s/14k-white-gold-mens-diamond-ring-1-27-ctw/	http://www.avianneandco.com/store/media/catalog/product//R/5/R5992_1.JPG	1084	Yes	New				3252			Avianne & Co	"Creative in design, this mens diamond ring is crafted in 14K white gold. Glimmering princess cut diamonds are invisibly set in three framed squared boxes in the center of the ring. A number of channel set round cut diamonds highlight the center piece from two opposite sides.This ia n ideal mens ring which gleams with uniqueness and style. "			276
R-299	14K White Gold Mens Diamond Ring 1.21 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/186/s/14k-white-gold-mens-diamond-ring-1-21-ctw/	http://www.avianneandco.com/store/media/catalog/product//i/m/im-1_280.jpg	659	Yes	New				1977			Avianne & Co	Very stylish and elegant mens ring is crafted in 14K white gold. Square centerpiece features four invisibly set princess cut diamonds with a number of pave set round cut diamonds around it. The screw motif design adds to the bands uniqueness and elegance. 			276
R058	14K White Gold Womens Five Stone Diamond Anniversary Ring 0.34 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/229/s/14k-white-gold-womens-diamond-anniversary-ring-0-34-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/0/r058-1_1.jpg	384	Yes	New				1152			Avianne & Co	This 14K White Gold Diamond Anniversary Ring is shining with simplicity and elegance. The channel setting features five sparkling round cut diamonds. This band could be an ideal wedding or an anniversary gift.			276
RM300	14K White Gold Colored Diamond Engagement Ring 2.27 ctw	http://www.avianneandco.com/store/catalog/product/view/id/238/s/14k-white-gold-colored-diamond-engagement-ring-2-27-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/m/rm300-1.jpg	1667	Yes	New				5001			Avianne & Co	"Very unique and delicate looking, this diamond engagement ring is sure to catch attention. Crafted in highly polished 14k gold and decorated with 2.27 carats of dazzling blue, yellow, and white princess and round cut diamonds. "			276
R5920W	14K White Gold Mens Diamond Ring 0.57 Ctw 	http://www.avianneandco.com/store/catalog/product/view/id/239/s/14k-white-gold-mens-diamond-ring-0-57-ctw/	http://www.avianneandco.com/store/media/catalog/product//R/5/R5920W_2.JPG	799	Yes	New				2397			Avianne & Co	"This simple and elegant mens diamond ring is crafted in 14K white gold. Carrying a total of 0.57 ctw, the center piece is set with brilliant VS1/VS2 invisibly set princess cut diamonds. The width of this center piece is approximately 18 mm. An ideal mens ring at a very affordable price. "			276
R009	14K White Gold Mens Diamond Ring 2.17 Ctw 	http://www.avianneandco.com/store/catalog/product/view/id/240/s/14k-white-gold-mens-diamond-ring-2-17-ctw/	http://www.avianneandco.com/store/media/catalog/product//R/0/R009_2_2.jpg	1167	Yes	New				3501			Avianne & Co	" This masculine mens ring is crafted in 14K white gold.  Princess and Round cut Stones are VS2/SI1 in clarity and are invisibly and channel set in this regal design. The center piece measuring to 1 inch in width, carries a total weight of 2.17 carats of brilliant stones. "			276
R1113	14K White Gold Mens Diamond Ring 2.50 Ctw 	http://www.avianneandco.com/store/catalog/product/view/id/242/s/14k-white-gold-mens-diamond-ring-2-50-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/1/r1113-1.jpg	1659	Yes	New				4977			Avianne & Co	"Possessing unique design, this mens diamond ring is crafted in 14k white gold.  The center piece features brilliant invisibly set princess cut diamonds, totaling to 2.50 ctw. These stones are SI1/SI2 in clarity and G/H in color. "			276
RM405	14K White Gold Mens Diamond Ring 1.75 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/244/s/14k-white-gold-mens-diamond-ring-1-75-ctw/	http://www.avianneandco.com/store/media/catalog/product//R/M/RM405_2.JPG	1625	Yes	New				4875			Avianne & Co	"This marvelous 14k white gold men's diamond ring possesses a unique design and a blinding luster. This ring features brilliant princess cut precious stones that are invisibly set. The sparkling round cut diamonds are pave set on both sides of the band. Totaling to 1.75 Ctw, these stones are H/I in color and SI1/SI3 in clarity. This is an ideal mens fashion ring which portrays uniqueness and beauty. "			276
RM292	14K White Gold Mens Blue and Yellow Diamond Ring 1.29 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/249/s/14k-white-gold-mens-diamond-ring-1-29-ctw/	http://www.avianneandco.com/store/media/catalog/product//R/M/RM292_2.JPG	1042	Yes	New				3126			Avianne & Co	"Crafted in 14K white gold, this mens ring possesses very unique and simple style. The center piece consists of four screw motif designs with invisibly set princess cut yellow, blue and white diamonds. Both sides of the band feature pave set round cut diamonds in these three colors. Carrying a total carat weight of 1.29 ct, this ring weighs approximately 15 grams. "			276
RM295YB	14K White Gold Mens Blue and Yellow Diamond Ring 1.13 Ctw 	http://www.avianneandco.com/store/catalog/product/view/id/254/s/14k-white-gold-mens-diamond-ring-1-13-ctw/	http://www.avianneandco.com/store/media/catalog/product//R/M/RM295YB_2.JPG	1367	Yes	New				4101			Avianne & Co	"Crafted in highly polished 14K white gold, this mens ring features brilliant blue, white and yellow diamonds. The center piece consists of two screw motif designs with four princess cut diamonds in the center and a number of yellow round cut diamonds on both sides. Two sides of the band are highlighted with pave set blue round cut diamonds. This fashionable mens ring carries a total carat weight of 1.13 ctw and weighs approximately 11 grams. "			276
R5460B	14K White Gold Mens Blue Diamond Ring 0.90 Ctw 	http://www.avianneandco.com/store/catalog/product/view/id/255/s/14k-white-gold-mens-diamond-ring-0-90-ctw/	http://www.avianneandco.com/store/media/catalog/product//i/m/im-2_64.jpg	717	Yes	New				2151			Avianne & Co	This featured 14 karat white gold diamond ring is simple yet very refined. Featuring blue in color SI1/SI3 in clarity diamonds that are channel set in this regal design. The total carat weight of this  ring is 0.90 carats of sparkling precious stones. The width of the center piece is approximately 10mm. .This is an ideal ring for those who appreciate uniqueness and simplicity. 			276
R244W	14K White Gold Diamond Engagement Ring 1.33 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/262/s/14k-white-gold-womens-engagement-ring-1-33-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/2/r244w-1.jpg	1317	Yes	New				3951			Avianne & Co	"This fashion display of beauty is crafted in 14K white gold. The diamonds are H/I in color and SI1/SI3 in clarity. This ring features an invisible, pave, and bezel setting. These precious stones are princess, round and baguette cut in this regal design, with the total carat weight of 1.33 carats. This gorgeous engagement ring weighs approximately 7.8 grams. "			276
R3783C	14K Rose Gold Diamond Bridal Ring Set 0.96 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/266/s/14k-rose-gold-womens-diamond-bridal-ring-set-0-96-ctw/	http://www.avianneandco.com/store/media/catalog/product//R/3/R3783C_1.jpg	917	Yes	New				2751			Avianne & Co	These princess cut to perfection diamonds are invisible set  forming a one of a kind centerpiece dazzling with brilliance gently accentuated by the cluster of princess cut diamonds invisibly set along the shank and offset by classic rosegold topped off with a professional polished finish for a one of a kind diamond engagement ring set complete with a matching wedding band for a truly breathtaking bridal set. The total carat weight of these impressive rings is 0.96 carats. 			276
R5920	14K Rose Gold Mens Diamond Ring 0.57 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/267/s/14k-rose-gold-mens-diamond-ring-0-57-ctw/	http://www.avianneandco.com/store/media/catalog/product//R/5/R5920_1.JPG	792	Yes	New				2376			Avianne & Co	"Very classy and elegant this  14 karat rose gold diamond ring is poised with true quality and craftsmanship. Three rows of three princess cut diamonds are invisibly set in the middle of the design. In addition,  two princess cut diamonds invisible set on both sides of the center. The center piece measures to  is 3/4 inches (18mm) in width. The average color of these precious stones is G/H with the average clarity of VS1/VS2. Carrying a total carat weight of 0.57 ct, this ring weighs approximately 11 grams. This is an ideal mens ring at a very affordable prince. "			276
R361	14K White Gold Diamond Wedding Band Set 0.55 ctw	http://www.avianneandco.com/store/catalog/product/view/id/269/s/14k-white-gold-diamond-wedding-band-set-0-55-ctw/	http://www.avianneandco.com/store/media/catalog/product//R/3/R361_1.jpg	492	Yes	New				1476			Avianne & Co	This alluring design of style is the perfect addition to your diamond collection! This ring is crafted in 14K white gold. These diamonds are G/H in color and SI1/SI3 in clarity. This exclusive ring features round cut precious stones in a channel setting and the total carat weight of this ring is .55 carats. The middle of the women's ring measures out to 1/8 inches (3.15mm) in width and men's measures out to 1/8 inches (3.08mm). The current women's ring size is 7 1/4 and men's is 10 1/4. The total gram weight of this featured ring is approximately 6.1grams. 			276
R252	14k White Gold Diamond Engagement Ring 1.28 ctw	http://www.avianneandco.com/store/catalog/product/view/id/273/s/14k-white-gold-womens-diamond-engagement-ring-1-28-ctw/	http://www.avianneandco.com/store/media/catalog/product//R/2/R252_2.jpg	959	Yes	New				2877			Avianne & Co	"This gorgeous 14 karat white gold diamond engagement ring is perfect for that one special occasion. The diamonds are G/H in color and SI1/SI2 in clarity. This ring features an invisible, pave, prong and bezel settings. These precious stones are princess and round cut in this regal design, with a total carat weight of 1.28 ctw. This gorgeous ring measures out to 1/4 inches (6mm) in width and is currently sized 6 1/2. The total gram weight of this charming ring is approximately 5.82 grams. "			276
14818	14K White Gold Womens Diamond Wedding Band 0.40 ctw	http://www.avianneandco.com/store/catalog/product/view/id/276/s/14k-white-gold-womens-diamond-wedding-band-0-40-ctw/	http://www.avianneandco.com/store/media/catalog/product//1/4/14818_1.jpg	549	Yes	New				1647			Avianne & Co	This 14k gold diamond women's wedding band features exquisite 0.40 carats of sparkling round cut diamonds set in lustrous and detailed 14K solid gold. Buy this wonderful gift for the love of your life! 			276
R575	14K Yellow Gold Men's Diamond Pinky  Ring 0.69 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/277/s/14k-yellow-gold-men-s-diamond-ring-0-69-ctw/	http://www.avianneandco.com/store/media/catalog/product//i/m/im-1_278.jpg	1134	Yes	New				3402			Avianne & Co	"This classical mens diamond pinky ring is crafted in highly polished 14K yellow gold. The center piece, measuring to 15 mm, is highlighted with channel set round cut diamonds. Carrying a total of 0.69 ctw, this ring measures to approximately 13 grams. "			276
R5445	18K White Gold Womens Diamond Wedding Band 1.27 Ctw 	http://www.avianneandco.com/store/catalog/product/view/id/279/s/18k-white-gold-womens-wedding-band-1-25-ctw/	http://www.avianneandco.com/store/media/catalog/product//R/5/R5445_2.JPG	825	Yes	New				2475			Avianne & Co	"This impressive 18 karat highly polished, white gold diamond ring, is adorned with beautiful round cut diamonds that are pave set in 6 rows of five, complementing the baguette cut invisible set precious diamonds, for a total carat weight of 1.27 carats. The color if these gorgeous diamonds are G/H and the clarity SI1/SI2 for a nice and clean shine. This regal ring measures out to ?? inches (7mm) in width, for a total gram weight of approximately 6 grams. "			276
RM388	14K White Gold Womens Diamond Wedding Band 1.97 Ctw 	http://www.avianneandco.com/store/catalog/product/view/id/285/s/14k-white-gold-womens-diamond-wedding-band-1-97-ctw/	http://www.avianneandco.com/store/media/catalog/product//R/M/RM388_2.JPG	1250	Yes	New				3750			Avianne & Co	"Very beautiful and stylish, womens diamond wedding band is crafted with 14K white gold. The band is pave and bezel set with countless, glittering round cut diamonds, that are H/I in color and SI1/SI2 in clarity. Also featuring nine H/I in color, SI1 in clarity of the most popular princess cut diamonds, that are invisibly set in three lines of three across this the band. The total carat weight of this ring is 1.97 carats of shiny diamonds. 3/8 inches in width the total grams weight of this ring is approximately 6 grams.Classic and elegant, this is an ideal gift for that special day."			276
R1785	14K White Gold  Diamond Bridal Ring Set 0.79 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/286/s/14k-white-gold-womens-diamond-bridal-engagement-ring-set-0-69-ctw/	http://www.avianneandco.com/store/media/catalog/product//R/1/R1785_1.jpg	659	Yes	New				1977			Avianne & Co	"This alluring womens diamond bridal ring set is crafted in highly polished 14K White Gold. The engagement ring features invisibly set princess cut diamonds and channel set round cut side stones. The matching wedding band also features small round cut channel set diamonds. These diamonds are H/I in color, SI in clarity and weigh 0.79 carats. Weighing approximately 6.7 grams, these bands gleam with beauty and elegance."			276
R314	14K White Gold Diamond Engagement Ring 1.95 ctw	http://www.avianneandco.com/store/catalog/product/view/id/287/s/14k-white-gold-womens-diamond-engagement-ring-1-95-ctw/	http://www.avianneandco.com/store/media/catalog/product//R/3/R314_2.jpg	1625	Yes	New				4875			Avianne & Co	"This gorgeous 14k white gold diamond engagement ring is perfect for that one special occasion. The diamonds are G/H in color and SI1/SI3 in clarity. This ring features an invisible, pave, and channel setting. These precious stones are princess and round cut in this regal design, with the total carat weight of 1.95 carats. This gorgeous ring measures out to 3/32 inches (7.68mm) in width and is currently sized 7 1/4. The total gram weight of this charming ring is approximately 7 grams. "			276
RM-366	14K White Gold Diamond Wedding Band Set 0.75 Ctw 	http://www.avianneandco.com/store/catalog/product/view/id/292/s/14k-white-gold-diamond-wedding-band-set-0-75-ctw/	http://www.avianneandco.com/store/media/catalog/product//R/M/RM-366_1.JPG	629	Yes	New				1887			Avianne & Co	"These bands are adorned with glistening round and baguette cut diamonds, that are G/H in color, SI1/SI2 In clarity, that are channel set, with the total carat weight of .75 carats for both rings. 1/8 inches ( 4mm) in width, the total gold weight for both rings is approximately 7 grams. Highly polished in a 14 karat white gold frame, these classical wedding bands are ideal for him and her. "			276
R1257A	14K White Gold Mens Diamond Wedding Band 0.89 ctw	http://www.avianneandco.com/store/catalog/product/view/id/293/s/14k-white-gold-mens-diamond-wedding-band-0-89-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/1/r12557a-1.jpg	1417	Yes	New				4251			Avianne & Co	This handsome 14 karat white gold men's diamond wedding band is the ultimate accessory in diamond world. These dazzling diamonds are H/I in color and SI1/SI3 in clarity. This amazing ring features round cut precious stones in a channel setting. The total carat weight of this ring is .89 carats. The middle of the ring measures out to 1/14 inches (6mm) in width. The current ring size is 11. The total gram weight of this featured ring is approximately 9 grams. 			276
R229	14K White Gold Diamond Engagement Ring 1.16 ctw	http://www.avianneandco.com/store/catalog/product/view/id/294/s/14k-white-gold-womens-diamond-engagement-ring-1-16-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/2/r229-1.jpg	1342	Yes	New				4026			Avianne & Co	This sophisticated 14K white gold diamond engagement ring is decorated with princess and round cut diamonds in a pave and invisible setting. This magnificent piece will add the perfect sparkle to one of the most important occasions of your life. 			276
R108	14K White Gold Diamond Engagement Ring Setting 1.00 ctw	http://www.avianneandco.com/store/catalog/product/view/id/296/s/14k-white-gold-womens-diamond-engagement-ring-setting-1-00-ctw/	http://www.avianneandco.com/store/media/catalog/product//R/1/R108_2.jpg	642	Yes	New				1926			Avianne & Co	This 14 karat white gold engagement ring diamond setting will have everyone flattering you for your good taste when you show off its intricately designed solid 14 karat gold and brilliant high-quality diamonds. These fabulous diamonds are G/H in color and SI1/SI3 in clarity. This marvelous ring features round cut precious stones in a pave setting. 			276
R4221B	14K White Gold Diamond Engagement Ring 0.89 ctw 	http://www.avianneandco.com/store/catalog/product/view/id/307/s/14k-white-gold-womens-diamond-engagement-ring-0-89-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/4/r4221-1w.jpg	500	Yes	New				1500			Avianne & Co	This elegant 14k white gold diamond engagement ring features 0.89 carats of invisible set white princess cut diamonds that sparkle with an everlasting brilliance. This women's ring is the perfect display of commitment and undying love. 			276
14509	14K White Gold Womens Diamond Wedding Band 0.42 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/310/s/14k-white-gold-womens-diamond-wedding-band-0-42-ctw/	http://www.avianneandco.com/store/media/catalog/product//1/4/14509-1.jpg	667	Yes	New				2001			Avianne & Co	This classic 14K gold women's diamond wedding band ring features exquisitly set sparkling round cut diamonds. This ring has a truly beautiful design that will stun that love of your life! 			276
10772	14K White Gold Mens Diamond Wedding Band 0.90 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/311/s/14k-white-gold-mens-diamond-wedding-band-ring-0-90-ctw/	http://www.avianneandco.com/store/media/catalog/product//1/0/10772_2.jpg	759	Yes	New				2277			Avianne & Co	This handsome 14K gold men's diamond wedding band features exquisite 0.90 carats of diamonds set in an invisible setting. A timeless engagement of white diamonds skillfully set in 14K luxurious gold will leave everyone speechless. 			276
10376	14K White Gold Womens Diamond Wedding Band 0.25 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/312/s/14k-white-gold-womens-diamond-wedding-band-0-42-ctw/	http://www.avianneandco.com/store/media/catalog/product//1/0/10376-1.jpg	659	Yes	New				1977			Avianne & Co	This 14K gold women's diamond wedding Band ring has 0.25 carats of sparkling white round cut diamonds channel set into this beautiful 14k gold frame. Display your good taste and your love with this beautiful ring. 			276
R260	14K White Gold Diamond Engagment Ring 0.75 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/317/s/14k-white-gold-womens-diamond-engagment-ring-0-75-ctw/	http://www.avianneandco.com/store/media/catalog/product//R/2/R260_2.jpg	659	Yes	New				1977			Avianne & Co	"Very unique and delicate looking, this diamond engagement ring is sure to catch attention. Crafted in highly polished 14k white gold and decorated with 0.75 carats. This ring has round and princess cut diamonds beautifully set around the ring in an intricate design. "			276
R234W	14K White Gold Diamond Engagement Ring 0.80 Ctw 	http://www.avianneandco.com/store/catalog/product/view/id/319/s/14k-white-gold-womens-diamond-engagement-ring-0-80-ctw/	http://www.avianneandco.com/store/media/catalog/product//R/2/R234W_2.jpg	709	Yes	New				2127			Avianne & Co	"This gorgeous 14k white gold women's diamond engagement ring is a powerful display of everlasting love. With its dazzling 0.80 carats of round and princess cut diamonds pave, invisible, and prong set into a 14k gold band, this Women's Ring achieves a brilliance unheard of in most women's diamond engagement rings. Surprise your loved one with this round and princess cut diamond ring today! "			276
13811	14K White Gold Womens Diamond Wedding Band 0.39 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/329/s/14k-white-gold-womens-diamond-ring-0-39-ctw/	http://www.avianneandco.com/store/media/catalog/product//1/3/13811_2.jpg	499	Yes	New				1497			Avianne & Co	This elegant womens diamond wedding band is crafted in 14K White Gold. The band measures to 3/16 Inches in width and weighs approximately 5 grams. This lovely womens diamond wedding band holds a total of 0.39 carat diamonds. 			276
R267	14K White Gold Diamond Bridal Ring Set 0.60 ctw	http://www.avianneandco.com/store/catalog/product/view/id/331/s/14k-white-gold-womens-diamond-bridal-ring-set-0-60-ctw/	http://www.avianneandco.com/store/media/catalog/product//R/2/R267_1.jpg	642	Yes	New				1926			Avianne & Co	This lovely engagement bridal set features a 14K white gold wedding band and a 14k gold diamond engagement ring with a total 0.60 carats of exquisite pave and invisible set princess and round cut diamonds. 			276
14380	14K White Gold Womens Diamond Wedding Band 0.30 Ctw 	http://www.avianneandco.com/store/catalog/product/view/id/333/s/14k-white-gold-womens-diamond-wedding-band-0-30-ctw/	http://www.avianneandco.com/store/media/catalog/product//1/4/14380_2.jpg	419	Yes	New				1257			Avianne & Co	This 14K gold Women's diamond wedding band features exquisite 0.30 carats of diamonds set in an invisible setting. A timeless engagement of White diamonds skillfully set in 14K luxurious gold will leave everyone speechless. 			276
R-6042	18K White Gold Womens Diamond Ring 1.32 Ctw 	http://www.avianneandco.com/store/catalog/product/view/id/354/s/18k-white-gold-womens-diamond-ring-1-32-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/-/r-6042_2.jpg	1467	Yes	New				4401			Avianne & Co	This 18K White Gold Diamond Ring utilizes all elements of elegant designs to create an unforgettable piece. Sparkling pave-set diamonds form small crosses which are connected to the sides of the band. This is an ideal gift which shines with beauty and elegance. 			276
LD2811	18K White Gold Womens Diamond Ring 0.30 Ctw 	http://www.avianneandco.com/store/catalog/product/view/id/355/s/18k-white-gold-womens-diamond-ring-0-30-ctw/	http://www.avianneandco.com/store/media/catalog/product//L/D/LD2811_2.JPG	250	Yes	New				750			Avianne & Co	"Sheer grace and modernity bring this ring to life. A portrayal of one side of the band folded over another, is glittering with pave-set brilliant diamonds. This 18KT white gold ring is ideal for an everyday wear at an affordable price. "			276
10578	18K White Gold Diamond Engagement Ring 0.38 Ctw 	http://www.avianneandco.com/store/catalog/product/view/id/357/s/18k-white-gold-diamond-engagement-ring-0-38-ctw/	http://www.avianneandco.com/store/media/catalog/product//1/0/10578_1.JPG	775	Yes	New				2325			Avianne & Co	"This 18K White gold engagement ring features brilliant invisibly set princess cut diamonds in the center. Another set of princess cut diamonds are invisibly set on both sides of the band. Gleaming with modernity, this is an ideal gift for that special occasion."			276
R01516	18K White Gold Womens Diamond Ring 0.16 Ctw 	http://www.avianneandco.com/store/catalog/product/view/id/358/s/18k-white-gold-womens-diamond-ring-0-16-ctw/	http://www.avianneandco.com/store/media/catalog/product//R/0/R01516_2.JPG	834	Yes	New				2502			Avianne & Co	Modern and strikingly unique 18K two toned ring is an amazing work of art. The band features three flowers crafted with yellow gold with three bezel-set round cut diamonds in the center. Each flower has three stems which shine with small round cut diamonds on a pave setting. This is an ideal everyday fashion ring which stands out with its interesting and exceptional appearance. 			276
R01310A 	18K Two Tone Gold Mens Diamond Wedding Band 0.15 Ctw 	http://www.avianneandco.com/store/catalog/product/view/id/359/s/18k-two-tone-mens-diamond-wedding-band-0-15-ctw/	http://www.avianneandco.com/store/media/catalog/product//r/0/r01310a-1_1.jpg	784	Yes	New				2352			Avianne & Co	 This highly polished 18K two toned classic men&rsquo;s Wedding Band is 6 mm in width. Six small sparkling diamonds are featured in the center of the band on a bezel setting. The diamonds and the unique appearance of this ring make it an ideal gift for that special day. 			276
13288	14K White Gold Diamond Engagement Ring Setting 0.51 ctw	http://www.avianneandco.com/store/catalog/product/view/id/360/s/14k-white-gold-womens-diamond-engagement-ring-setting-0-51-ctw/	http://www.avianneandco.com/store/media/catalog/product//1/3/13288_2.JPG	625	Yes	New				1875			Avianne & Co	"Intricately detailed, this 14k gold diamond engagement ring setting is decorated with brilliant  diamonds  totaling 0.55 carats in weight. The frame measures to 5/16 inches in width and weighs approximately 5.5 grams. "			276
R92	14K White Gold Womens Diamond Ring 0.68 ctw	http://www.avianneandco.com/store/catalog/product/view/id/362/s/14k-white-gold-womens-diamond-ring-0-68-ctw/	http://www.avianneandco.com/store/media/catalog/product//R/9/R92_2.JPG	834	Yes	New				2502			Avianne & Co	This sparkling 14k white gold womens ring features round cut diamonds in a pave and prong setting. Your lady will fall in love with this amazing ring adorned with .68 carats of beautiful precious stones.			276
LD2775	18K White Gold Womens Diamond Ring 0.30 Ctw	http://www.avianneandco.com/store/catalog/product/view/id/363/s/18k-white-gold-womens-diamond-ring-0-30-ctw/	http://www.avianneandco.com/store/media/catalog/product//l/d/ld2775-1.jpg	617	Yes	New				1851			Avianne & Co	This Womens Diamond Ring is crafted in  beautifully polished 18K white gold. The center is highlighted with small sparkling pave set diamonds which come to a total of .30 ct. This ring makes it an ideal everyday fashion ring which stands out by its elegance and simplicity. 			276
RA0048	18K Two Tone Gold Diamond Engagement Ring 0.79 Ctw 	http://www.avianneandco.com/store/catalog/product/view/id/364/s/14k-two-tone-diamond-engagement-ring-0-79-ctw/	http://www.avianneandco.com/store/media/catalog/product//R/A/RA0048_2.JPG	684	Yes	New				2052			Avianne & Co	This 18K Women's Engagement ring is crafted in yellow and white gold. The center piece is crafted in white gold and features eight invisibly set princess cut diamonds and two emerald cut diamonds held by bezel setting. The rest of the band is crafted in yellow gold. 			276
