"Category ID"	"Manufacturer"	"Title"	"Description"	"SKU"	"Availability"	"Condition"	"Price"	"Product URL"	"Image URL"
30010106	"Avianne & Co"	"14K White Gold Mens Diamond Ring 0.94 Ctw"	"This ring is crafted in highly polished 14 karat white solid gold. The center is invisibly set with 25 princess cut diamonds. The center piece of the ring measures out to 1/2 inch (13mm) in width. It is highlighted with pave set round cut diamonds, for a total carat weight of .94 carats. The average color of these diamonds are H/J with a SI3/I1 clarity. Shinning with simplicity,  this ring could be another great accessory to the jewelry collection"	"R26743"	"In Stock"	"new"	1459	"http://www.avianneandco.com/store/catalog/product/view/id/168/s/14k-white-gold-men-s-diamond-ring-0-94-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/2/r26743-1.jpg"
30010106	"Avianne & Co"	"14K White Gold Womens Diamond Wedding Band 0.49 Ctw"	"Seventeen brilliant round cut diamonds G/H in color and SI2 in clarity are pave set in a crisscross design. The width of this band 3/8 inches with a total weight of 4 grams. This simple and elegant 14K white gold womens wedding band is an ideal gift for that special day."	"R3811"	"In Stock"	"new"	309	"http://www.avianneandco.com/store/catalog/product/view/id/169/s/14k-white-gold-womens-diamond-wedding-band-0-49-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/3/R3811_1.jpg"
30010106	"Avianne & Co"	"14K White Gold Mens Diamond Ring 1.79 Ctw"	"This one of a kind men's diamond ring features four dazzling princess cut diamonds invisibly set in the center of the ring. Four corners of the center piece have brilliant round cut diamonds on a bezel setting. The center  measures to 1/2 inch in width. The 14K band also features round cut diamonds, pave set on the left and right side of the ring, as well as the back and front, for a total carat weight of 1.79 carats. "	"RM297"	"In Stock"	"new"	1669	"http://www.avianneandco.com/store/catalog/product/view/id/170/s/14k-white-gold-mens-diamond-ring-1-79-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//i/m/im-1_261.jpg"
30010106	"Avianne & Co"	"14K White Gold Mens Diamond Pinky Ring 1.69 Ctw "	"This mens pinky ring is crafted in 14K highly polished white gold. The center piece features one bezel set round cut diamond which is surrounded by a number of trilliant cut diamonds giving it a brilliant appearance. With the center piece measuring to approximately 15 mm, this ring shines with beauty and modernity. "	"R6371"	"In Stock"	"new"	1669	"http://www.avianneandco.com/store/catalog/product/view/id/172/s/14k-white-gold-mens-diamond-ring-1-69-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//i/m/im-1_37.jpg"
30010106	"Avianne & Co"	"14K White Gold Mens Diamond Ring 1.87 Ctw "	"This ideal fashion mens diamond ring is crafted in 14K white gold. It features gorgeous round cut diamonds which are held by a channel setting. This band shines with stones which are G/I in color and SI2/SI3 in clarity. The four rows of brilliant diamonds come to a total carat weight of 1.87 ct.         "	"R1514"	"In Stock"	"new"	1584	"http://www.avianneandco.com/store/catalog/product/view/id/174/s/14k-white-gold-mens-diamond-ring-1-87-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/1/R1514_2.jpg"
30010106	"Avianne & Co"	"14K White Gold Mens Diamond Ring 1.28 Ctw "	"Very simple in design and style, this mens diamond ring is crafted with 14k white gold. The center piece is highlighted with number of princess cut diamonds held on an invisible setting. Another set of invisibly set princess cut diamonds are featured on the opposite sides of this center piece, totaling to 1.28 Ctw. "	"R6027"	"In Stock"	"new"	1250	"http://www.avianneandco.com/store/catalog/product/view/id/177/s/14k-white-gold-mens-diamond-ring-1-28-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/6/R6027_1.jpg"
30010106	"Avianne & Co"	"14K White Gold Womens Diamond Wedding Band 1.37 Ctw "	"Sheer grace and femininity bring this 14KT white gold ring to life. Nine beautiful princess cut diamonds are tension-set in between  two parallel prong settings which feature round cut diamonds. Diamonds totaling to 1.37 ct, give this ring a gorgeously sparkling appearance.  "	"RM389"	"In Stock"	"new"	1084	"http://www.avianneandco.com/store/catalog/product/view/id/178/s/14k-white-gold-womens-diamond-ring-1-37-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/M/RM389_2.JPG"
30010106	"Avianne & Co"	"14K Yellow Gold Mens Diamond Pinky  Ring 0.35 Ctw "	"This simple and elegant mens diamond ring is crafted in 14K Yellow Gold. Adorned with five rows of four round cut diamonds the center piece is 1/2 inches (12mm) in width. The round cut diamonds are channel set and are G in color and VS@ in clarity with the total carat weight of 0.35 carats. "	"R4047"	"In Stock"	"new"	584	"http://www.avianneandco.com/store/catalog/product/view/id/179/s/14k-yellow-gold-mens-diamond-ring-0-29-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/4/R4047_2.JPG"
30010106	"Avianne & Co"	"14K White Gold Mens Diamond Ring 1.27 Ctw"	"Creative in design, this mens diamond ring is crafted in 14K white gold. Glimmering princess cut diamonds are invisibly set in three framed squared boxes in the center of the ring. A number of channel set round cut diamonds highlight the center piece from two opposite sides.This ia n ideal mens ring which gleams with uniqueness and style. "	"R5992"	"In Stock"	"new"	1084	"http://www.avianneandco.com/store/catalog/product/view/id/184/s/14k-white-gold-mens-diamond-ring-1-27-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/5/R5992_1.JPG"
30010106	"Avianne & Co"	"14K White Gold Mens Diamond Ring 1.21 Ctw"	"Very stylish and elegant mens ring is crafted in 14K white gold. Square centerpiece features four invisibly set princess cut diamonds with a number of pave set round cut diamonds around it. The screw motif design adds to the bands uniqueness and elegance. "	"R-299"	"In Stock"	"new"	659	"http://www.avianneandco.com/store/catalog/product/view/id/186/s/14k-white-gold-mens-diamond-ring-1-21-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//i/m/im-1_280.jpg"
30010106	"Avianne & Co"	"14K White Gold Mens Diamond Ring 2.06 Ctw"	"This exquisite mens diamond ring is crafted in 14k white gold. Weighing 18 grams, the ring features brilliant princess and baguette cut diamonds set in three rows. Each corner of the center piece is set with a round cut stone which is held by a bezel setting. This uniquely stylish band holds a total of 2.06 ctw. 
"	"R4893A"	"In Stock"	"new"	1659	"http://www.avianneandco.com/store/catalog/product/view/id/199/s/14k-white-gold-mens-diamond-ring-2-06-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/4/r4893a-1.jpg"
30010106	"Avianne & Co"	"14K White Gold Mens Diamond Ring 1.79 Ctw"	"This exquisite mens diamond ring is crafted in highly polished 14K white gold. Invisibly set princess cut white diamonds are framed 
in the center of the ring with a number of enhanced blue diamonds surrounding 
it. With a total of 1.79 ctw of VS1/VS2 diamonds, this ring shines with uniqueness and style. "	"R6232WB"	"In Stock"	"new"	1250	"http://www.avianneandco.com/store/catalog/product/view/id/201/s/14k-white-gold-mens-diamond-ring-1-79-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/6/R6232WB_1.JPG"
30010102	"Avianne & Co"	"14K Yellow Gold Cluster Yellow Diamond Stud Earrings 0.74 Ctw "	"These 14K yellow gold seven stone cluster earrings feature beautiful design. The prong setting holds seven yellow round cut diamonds, totaling to 0.74 ctw on both earrings. These flawless earrings are beautiful and stylish.  "	"ER0337Y"	"In Stock"	"new"	1334	"http://www.avianneandco.com/store/catalog/product/view/id/219/s/14k-yellow-gold-unisex-stud-earrings-1-47-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//E/R/ER0337Y_1.JPG"
30010102	"Avianne & Co"	"14K Yellow Gold Yellow Diamond Stud Earrings 0.89 Ctw "	"These 14 karat Gold Diamond Stud Earrings features Flawless Princess cut yellow in color, SI1/SI2 in clarity precious stones, for a total carat weight of .89 carats. Sixteen princess cut yellow diamonds are invisibly set on each earring. The measurements of these  earrings are 1/4 inches (6mm) in width and length, for a total gram weight of approximately 3 grams. Ideal for both ladies and men for a very affordable price. "	"ER0037Y"	"In Stock"	"new"	584	"http://www.avianneandco.com/store/catalog/product/view/id/220/s/14k-yellow-gold-unisex-stud-earrings-0-89-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//E/R/ER0037Y_1.JPG"
30010104	"Avianne & Co"	"14K White Gold Womens Diamond Pendant 0.95 Ctw "	"This distinctive 14 karat white gold diamond pendant is 0.95 carats of luminous diamonds. Prong set with round cut precious stones that are G/I in color SI1/SI2 in clarity. The pendant measures out to 3/8 inches (9mm) in width and 11/16 inches (17mm) in length including the bale. The total gram weight is approximately 3 grams. NOTE: The chain in the picture is for illustration purpose only and could be purchased separately. "	11588	"In Stock"	"new"	1250	"http://www.avianneandco.com/store/catalog/product/view/id/222/s/14k-white-gold-womens-diamond-pendant-0-95-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//1/1/11588-1_1.jpg"
30010104	"Avianne & Co"	"14K White Gold Mens Diamond Cufflinks 0.65 Ctw "	"These simple and elegant mens cuff links are crafted in polished 14K white gold. The centerpiece is set with round cut diamonds held by channel and prong settings. These cuff links shine with  brilliant stones which are are are G in color and VS1 in clarity. "	13268	"In Stock"	"new"	792	"http://www.avianneandco.com/store/catalog/product/view/id/223/s/14k-white-gold-mens-diamond-cufflinks-0-65-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//1/3/13268_1.JPG"
30010102	"Avianne & Co"	"14K White Gold Blue Diamond Stud Earrings 0.81 Ctw "	"These unisex earrings are crafted in highly polished 14K white gold.They feature brilliant invisibly set blue in color, SI1/SI2 in clarity precious princess cut stones, for a total carat weight of .81 carats. The length and width of the center piece measures to approximately 5/16 Inches, and they weigh 16 grams. Ideal for both men and women, these earrings portray uniqueness and sense of style. "	"E007B"	"In Stock"	"new"	917	"http://www.avianneandco.com/store/catalog/product/view/id/227/s/14k-white-gold-unisex-diamond-earrings-0-81-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//e/0/e007b-1.jpg"
30010106	"Avianne & Co"	"14K White Gold Womens Five Stone Diamond Anniversary Ring 0.34 Ctw"	"This 14K White Gold Diamond Anniversary Ring is shining with simplicity and elegance. The channel setting features five sparkling round cut diamonds. This band could be an ideal wedding or an anniversary gift."	"R058"	"In Stock"	"new"	384	"http://www.avianneandco.com/store/catalog/product/view/id/229/s/14k-white-gold-womens-diamond-anniversary-ring-0-34-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/0/r058-1_1.jpg"
30010104	"Avianne & Co"	"14K White Gold Womens Diamond Solitaire Pendant  0.15 ctw"	"This 14k gold women's diamond pendant features a round cut prong set 0.15 ct diamond. This beautiful pendant comes with a chain. "	"C10447"	"In Stock"	"new"	384	"http://www.avianneandco.com/store/catalog/product/view/id/231/s/14k-white-gold-womens-diamond-pendant-0-15-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//c/1/c10447-1.jpg"
30010104	"Avianne & Co"	"14KT White Gold Womens Diamond Pendant 0.74 Ctw"	"This 14k white gold cross pendant is remarkably brilliant! This white diamond cross pendant features a gorgeous 0.44 carats of round cut diamonds pave set into a 14k white gold frame. Perfect for any woman with a taste for luxury. This lovely diamond pendant comes with a beautiful chain. 
"	"P5884"	"In Stock"	"new"	859	"http://www.avianneandco.com/store/catalog/product/view/id/234/s/14kt-white-gold-womens-diamond-pendant-0-74-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//p/5/p5884-1.jpg"
30010104	"Avianne & Co"	"14K White Gold Womens Diamond Heart Pendant 1.89 ctw"	"This beautiful heart pendant features 14K highly polished gold and dazzling 1.89 ctw. round cut diamonds in a pave and prong setting. This lovely diamond pendant is classy and regularly wearable."	"P170"	"In Stock"	"new"	1350	"http://www.avianneandco.com/store/catalog/product/view/id/236/s/14k-white-gold-womens-diamond-heart-pendant-1-89-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//P/1/P170_1.jpg"
30010106	"Avianne & Co"	"14K White Gold Colored Diamond Engagement Ring 2.27 ctw"	"Very unique and delicate looking, this diamond engagement ring is sure to catch attention. Crafted in highly polished 14k gold and decorated with 2.27 carats of dazzling blue, yellow, and white princess and round cut diamonds. "	"RM300"	"In Stock"	"new"	1667	"http://www.avianneandco.com/store/catalog/product/view/id/238/s/14k-white-gold-colored-diamond-engagement-ring-2-27-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/m/rm300-1.jpg"
30010106	"Avianne & Co"	"14K White Gold Mens Diamond Ring 0.57 Ctw "	"This simple and elegant mens diamond ring is crafted in 14K white gold. Carrying a total of 0.57 ctw, the center piece is set with brilliant VS1/VS2 invisibly set princess cut diamonds. The width of this center piece is approximately 18 mm. An ideal mens ring at a very affordable price. "	"R5920W"	"In Stock"	"new"	799	"http://www.avianneandco.com/store/catalog/product/view/id/239/s/14k-white-gold-mens-diamond-ring-0-57-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/5/R5920W_2.JPG"
30010106	"Avianne & Co"	"14K White Gold Mens Diamond Ring 2.17 Ctw "	" This masculine mens ring is crafted in 14K white gold.  Princess and Round cut Stones are VS2/SI1 in clarity and are invisibly and channel set in this regal design. The center piece measuring to 1 inch in width, carries a total weight of 2.17 carats of brilliant stones. "	"R009"	"In Stock"	"new"	1167	"http://www.avianneandco.com/store/catalog/product/view/id/240/s/14k-white-gold-mens-diamond-ring-2-17-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/0/R009_2_2.jpg"
30010106	"Avianne & Co"	"14K White Gold Mens Diamond Ring 2.50 Ctw "	"Possessing unique design, this mens diamond ring is crafted in 14k white gold.  The center piece features brilliant invisibly set princess cut diamonds, totaling to 2.50 ctw. These stones are SI1/SI2 in clarity and G/H in color. "	"R1113"	"In Stock"	"new"	1659	"http://www.avianneandco.com/store/catalog/product/view/id/242/s/14k-white-gold-mens-diamond-ring-2-50-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/1/r1113-1.jpg"
30010106	"Avianne & Co"	"14K White Gold Mens Diamond Ring 1.75 Ctw"	"This marvelous 14k white gold men's diamond ring possesses a unique design and a blinding luster. This ring features brilliant princess cut precious stones that are invisibly set. The sparkling round cut diamonds are pave set on both sides of the band. Totaling to 1.75 Ctw, these stones are H/I in color and SI1/SI3 in clarity. This is an ideal mens fashion ring which portrays uniqueness and beauty. "	"RM405"	"In Stock"	"new"	1625	"http://www.avianneandco.com/store/catalog/product/view/id/244/s/14k-white-gold-mens-diamond-ring-1-75-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/M/RM405_2.JPG"
30010106	"Avianne & Co"	"14K White Gold Mens Blue and Yellow Diamond Ring 1.29 Ctw"	"Crafted in 14K white gold, this mens ring possesses very unique and simple style. The center piece consists of four screw motif designs with invisibly set princess cut yellow, blue and white diamonds. Both sides of the band feature pave set round cut diamonds in these three colors. Carrying a total carat weight of 1.29 ct, this ring weighs approximately 15 grams. "	"RM292"	"In Stock"	"new"	1042	"http://www.avianneandco.com/store/catalog/product/view/id/249/s/14k-white-gold-mens-diamond-ring-1-29-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/M/RM292_2.JPG"
30010106	"Avianne & Co"	"14K White Gold Mens Blue and Yellow Diamond Ring 1.13 Ctw "	"Crafted in highly polished 14K white gold, this mens ring features brilliant blue, white and yellow diamonds. The center piece consists of two screw motif designs with four princess cut diamonds in the center and a number of yellow round cut diamonds on both sides. Two sides of the band are highlighted with pave set blue round cut diamonds. This fashionable mens ring carries a total carat weight of 1.13 ctw and weighs approximately 11 grams. "	"RM295YB"	"In Stock"	"new"	1367	"http://www.avianneandco.com/store/catalog/product/view/id/254/s/14k-white-gold-mens-diamond-ring-1-13-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/M/RM295YB_2.JPG"
30010106	"Avianne & Co"	"14K White Gold Mens Blue Diamond Ring 0.90 Ctw "	"This featured 14 karat white gold diamond ring is simple yet very refined. Featuring blue in color SI1/SI3 in clarity diamonds that are channel set in this regal design. The total carat weight of this  ring is 0.90 carats of sparkling precious stones. The width of the center piece is approximately 10mm. .This is an ideal ring for those who appreciate uniqueness and simplicity. "	"R5460B"	"In Stock"	"new"	717	"http://www.avianneandco.com/store/catalog/product/view/id/255/s/14k-white-gold-mens-diamond-ring-0-90-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//i/m/im-2_64.jpg"
30010102	"Avianne & Co"	"14K Rose Gold Cluster Yellow Diamond Stud Earrings 1.27 Ctw "	"These cluster diamond earring studs are crafted in highly polished 14K rose gold. Each earring  holds seven brilliant yellow round cut diamonds on a prong setting. Lovely in appearance, these beautiful studs  total to 1.27 carats and weigh approximately 3 grams. These are are ideal for both men and women. "	"ER0338YR"	"In Stock"	"new"	919	"http://www.avianneandco.com/store/catalog/product/view/id/256/s/14k-yellow-gold-unisex-earrings-1-27-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//E/R/ER0338Y_1.JPG"
30010102	"Avianne & Co"	"14K White Gold Yellow Diamond Stud Earrings 0.55 Ctw "	"These simple yet very appealing diamond earring studs are crafted in 14k white gold. Four yellow princess cut diamonds are invisibly set in the center of each earring. Totaling to 2.3 grams, these earrings carry a total weight of 0.55 carats. Ideal men and women studs at an affordable price. "	"ER0227"	"In Stock"	"new"	234	"http://www.avianneandco.com/store/catalog/product/view/id/257/s/14k-white-gold-unisex-earrings-0-55-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//E/R/ER0227_1.JPG"
30010102	"Avianne & Co"	"14K White Gold Yellow Diamond Stud Earrings 0.51 Ctw "	"These simple yet very appealing diamond stud earrings are crafted in 14k white gold. Four yellow princess cut diamonds are invisibly set in the center of each earring. Totaling to 2.3 grams, these earrings carry a total weight of 0.51 carats. These affordable studs are ideal for both men and women. "	"ER0226"	"In Stock"	"new"	359	"http://www.avianneandco.com/store/catalog/product/view/id/258/s/14k-white-gold-unisex-earrings-0-51-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//E/R/ER0226_2.JPG"
30010104	"Avianne & Co"	"14K White Gold Womens Diamond Heart Pendant 0.10 ctw"	"This 14k white gold women's diamond heart pendant features a 0.10 carat of round cut bezel set diamond. This lovely diamond pendant comes with a matching white gold chain."	"P0014"	"In Stock"	"new"	267	"http://www.avianneandco.com/store/catalog/product/view/id/260/s/14k-white-gold-womens-diamond-pendant-0-10-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//p/0/p0014-1_1.jpg"
30010106	"Avianne & Co"	"14K White Gold Diamond Engagement Ring 1.33 Ctw"	"This fashion display of beauty is crafted in 14K white gold. The diamonds are H/I in color and SI1/SI3 in clarity. This ring features an invisible, pave, and bezel setting. These precious stones are princess, round and baguette cut in this regal design, with the total carat weight of 1.33 carats. This gorgeous engagement ring weighs approximately 7.8 grams. "	"R244W"	"In Stock"	"new"	1317	"http://www.avianneandco.com/store/catalog/product/view/id/262/s/14k-white-gold-womens-engagement-ring-1-33-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/2/r244w-1.jpg"
30010106	"Avianne & Co"	"14K Yellow Gold Diamond Bridal Ring Set 0.60 Ctw"	"This 14k yellow gold diamond wedding ring set with princess cut diamonds features exquisite 0.60 carats of sparkling round cut diamonds set in a prong setting. This wedding set is a true piece of art that is both versatile and attractive. Bring joy to your loved one with this beautiful piece! 

"	"R-662"	"In Stock"	"new"	675	"http://www.avianneandco.com/store/catalog/product/view/id/263/s/14k-yellow-gold-womens-bridal-engagement-ring-set-0-60-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/6/R662_1.jpg"
