TemplateType=Jewelry,Version=1.4,This row for Amazon.com use only. Do not modify or delete.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JEWELRY SPECIFIC FIELDS,,,,,,,,,,,,,,,,,,,NECKLACE,,RINGS,,,,EARRINGS,ESTATE,CERTIFICATE INFO,,,,,,,,,,,,,,,,,,STONEINFO1,,,,,,,,,,,,,,,,,,,,,STONE INFO 2,,,,,,,,,,,,,,,,,,,,,STONE INFO 3,,,,,,,,,,,,,,,,,,,,,PEARL INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,ProductName,Manufacturer,MfrModelNumber,ProductType,Parentage,ItemPrice,Quantity,ItemType,Brand,MainImageURL,Currency,StandardProductID,ProductIDType,BulletPoint1,BulletPoint2,BulletPoint3,BulletPoint4,BulletPoint5,Description,TargetAudience1,TargetAudience2,TargetAudience3,Designer,CountryOfOrigin,LaunchDate,MerchantCatalogNumber,Prop65,CPSIAWarning1,CPSIAWarning2,CPSIAWarning3,CPSIAWarning4,CPSIAWarningDescription,UsedFor1,UsedFor2,UsedFor3,UsedFor4,UsedFor5,OtherItemAttribute1,OtherItemAttribute2,OtherItemAttribute3,OtherItemAttribute4,OtherItemAttribute5,SubjectContent1,SubjectContent2,SubjectContent3,SubjectContent4,SubjectContent5,SearchTerms1,SearchTerms2,SearchTerms3,SearchTerms4,SearchTerms5,ParentSKU,RelationshipType,VariationTheme,SwatchImageURL,OtherImageURL1,OtherImageURL2,OtherImageURL3,OtherImageURL4,OtherImageURL5,OtherImageURL6,OtherImageURL7,OtherImageURL8,ShippingWeight,ShippingWeightUnitOfMeasure,ProductTaxCode,DimensionUnitOfMeasure,Diameter,Height,Width,Length,TotalMetalWeight,MetalWeightUnitOfMeasure,TotalDiamondWeight,TotalDiamondWeightUnitOfMeasure,TotalGemWeight,TotalGemWeightUnitOfMeasure,Material1,Material2,Material3,Material4,MetalType,MetalStamp,SettingType,NumberOfStones,ClaspType,ChainType,RingSize,ReSizable,SizingLowerRange,SizingUpperRange,BackFinding,EstatePeriod,CertificateNumber1,CertificateNumber2,CertificateNumber3,CertificateNumber4,CertificateNumber5,CertificateNumber6,CertificateNumber7,CertificateNumber8,CertificateNumber9,CertificateType1,CertificateType2,CertificateType3,CertificateType4,CertificateType5,CertificateType6,CertificateType7,CertificateType8,CertificateType9,GemType1,StoneCut1,StoneColor1,StoneClarity1,StoneShape1,StoneCreationMethod1,StoneTreatmentMethod1,StoneDimensionUnitOfMeasure1,StoneHeight1,StoneLength1,StoneWidth1,StoneWeight1,LabCreated1,Inscription1,StoneDepthPercentage1,StoneTablePercentage1,StoneSymmetry1,StonePolish1,StoneGirdle1,StoneCulet1,StoneFluorescence1,GemType2,StoneCut2,StoneColor2,StoneClarity2,StoneShape2,StoneCreationMethod2,StoneTreatmentMethod2,StoneDimensionUnitOfMeasure2,StoneHeight2,StoneLength2,StoneWidth2,StoneWeight2,LabCreated2,Inscription2,StoneDepthPercentage2,StoneTablePercentage2,StoneSymmetry2,StonePolish2,StoneGirdle2,StoneCulet2,StoneFluorescence2,GemType3,StoneCut3,StoneColor3,StoneClarity3,StoneShape3,StoneCreationMethod3,StoneTreatmentMethod3,StoneDimensionUnitOfMeasure3,StoneHeight3,StoneLength3,StoneWidth3,StoneWeight3,LabCreated3,Inscription3,StoneDepthPercentage3,StoneTablePercentage3,StoneSymmetry3,StonePolish3,StoneGirdle3,StoneCulet3,StoneFluorescence3,PearlType,Color,StyleName,PearlMinimumColor,PearlLustre,PearlShape,PearlUniformity,PearlSurfaceMarkingsAndBlemishes,NacreThickness,PearlStringingMethod,SizePerPearl,NumberOfPearls,MSRP,SalesPrice,FulfillmentCenterID,SaleStartDate,SaleEndDate,ReleaseDate,ItemPackageQuantity,leadtime-to-ship,RestockDate,MaxAggregateShipQuantity,IsGiftMessageAvailable,IsGiftWrapAvailable,IsDiscontinuedByManufacturer,RegisteredParameter,PlatinumKeywords1,PlatinumKeywords2,PlatinumKeywords3,PlatinumKeywords4,PlatinumKeywords5,UpdateDelete
VR05366G,10K Yellow Gold Mens Diamond Ring with Blue and Yellow Diamonds 0.79 Ctw,Avianne & Co,VR05366G,FineRing,child,1286,1,right-hand-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/r/vr05366g-1_1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,Crafted in 10K Yellow Gold this uniquely designed mens diamond ring weighs approximately 10 grams. The center is adorned with multi colored diamonds which weigh a total of 0.79 carats. This one of a kind mens diamond ring measures to approximately 11/16 Inches in width.,,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,10K,,Yellow,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05366g-2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05366g-3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05366g-1_1.jpg,,,,,,,,,mm,,,17,,,Grams,0.79,CARATS,,CARATS,,,,,Yellow-gold,10K,Micro Pave,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,Enhanced Blue - Enhanced Yellow - H,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
VR05549E,10K White Gold Mens Diamond Ring with Blue and Yellow Diamonds 1.10 Ctw,Avianne & Co,VR05549E,FineRing,child,1286,1,right-hand-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/r/vr05549e-1_2.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,"Adorned with multi colored diamonds, this one of a kind mens diamond ring is crafted in 10K White Gold. The center is highlighted with enhanced blue, enhanced yellow and natural white diamonds which total to 1.10 carats. The frame of this mens ring measures to 3/4 Inches in width and weighs approximately 9 grams.",,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,10K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05549e-2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05549e-3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05549e-1_2.jpg,,,,,,,,,mm,,,19,,,Grams,1.1,CARATS,,CARATS,,,,,White-gold,10K,Micro Pave,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,Enhanced Blue - Enhanced Yellow - H,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
VR05539E,10K White Gold Mens Diamond Ring with Blue and Yellow Diamonds 0.70 Ctw,Avianne & Co,VR05539E,FineRing,child,1374,2,right-hand-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/r/vr05539e-1_1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,"This uniquely designed mens diamond ring is crafted in 10K white gold. The center is detailed with enhanced yellow, enhanced blue and natural white diamonds which total to 0.70 carats. The rectangular frame measures to 3/4 Inches in width and weighs approximately 11 grams. This one of a kind mens diamond ring is an ideal accessory for a special or casual wear.",,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,10K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05539e-2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05539e-3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05539e-1_1.jpg,,,,,,,,,mm,,,19,,,Grams,0.7,CARATS,,CARATS,,,,,White-gold,10K,Micro Pave,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,Enhanced Blue - Enhanced Yellow - H,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
VR05351E,10K White Gold Mens Diamond Ring with Blue and Yellow Diamonds 1.00 Ctw,Avianne & Co,VR05351E,FineRing,child,1249,1,right-hand-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/r/vr05351e-1_1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,"This large mens diamond ring is adorned with multi colored diamonds which weighh a total of 1.00 carats. The frame is crafted in 10K white gold and weighs approximately 8.8 grams. Measuring to 3/4 Inches in width, this uniquely designed mens diamond ring is an ideal accessory which guarantees an onlookers attention.",,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,10K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05351e-2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05351e-3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05351e-1_1.jpg,,,,,,,,,mm,,,19,,,Grams,1,CARATS,,CARATS,,,,,White-gold,10K,Micro Pave ,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,Enhanced Blue - Enhanced Yellow - H,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
VR05374E,10K White Gold Mens Diamond Ring with Blue and Yellow Diamonds 0.58 Ctw,Avianne & Co,VR05374E,FineRing,child,900,2,right-hand-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/r/vr05374e-1_1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,"This masculine mens diamond ring is crafted in highly polished 10K White Gold. The center is adorned with numerous small round cut yellow, blue and natural white diamonds which total to 0.58 carats. The frame measures to 3/4 Inches in width and weighs approximately 7 grams. This one of a kind mens diamond ring is an ideal addition to your diamond collection.",,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,10K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05374e-2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05374e-3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05374e-1_1.jpg,,,,,,,,,mm,,,19,,,Grams,0.58,CARATS,,CARATS,,,,,White-gold,10K,Micro Pave,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,Enhanced Blue - Enhanced Yellow - H,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
VR05603E,10K White Gold Mens Diamond Ring with Blue and Yellow Diamonds 0.85 Ctw,Avianne & Co,VR05603E,FineRing,child,1313,1,right-hand-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/r/vr05603e-1_1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,This one of a kind mens diamond ring is crafted in 10K white gold. The center is pave set with numerous small round cut diamonds which total to 0.85 carats. The frame measures to 5/8 Inches in width and weighs approximately 10 grams. This mens diamond ring gleams with masculinity and glamour.,,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,10K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05603e-2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05603e-3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05603e-1_1.jpg,,,,,,,,,mm,,,16,,,Grams,0.85,CARATS,,CARATS,,,,,White-gold,10K,Micro Pave,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,Enhanced Blue - Enhanced Yellow - H,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
VR05580E,10K White Gold Mens Diamond Ring with Blue and Yellow Diamonds 0.85 Ctw,Avianne & Co,VR05580E,FineRing,child,1438,1,right-hand-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/r/vr05580e-1_1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,"This exquisite mens diamond ring is adorned with multi colored diamonds which total to 0.85 carats. The frame is crafted in highly gleaming 10K White Gold and weighs approximately 11 grams. Measuring to 5/8 Inches in width, this one of a kind mens diamond ring is an ideal accessory for a special or casual wear.",,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,10K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05580e-2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05580e-3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05580e-1_1.jpg,,,,,,,,,mm,,,16,,,Grams,0.85,CARATS,,CARATS,,,,,White-gold,10K,Micro Pave,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,Enhanced Blue - Enhanced Yellow - H,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
VR05352EA,10K Yellow Gold Mens Diamond Ring with Blue and Yellow Diamonds 0.95 Ctw,Avianne & Co,VR05352EA,FineRing,child,1161,1,right-hand-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/r/vr05352ea-1_1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,"This uniquely designed mens diamond ring is crafted in highly polished 10K Yellow Gold. The center is highlighted with numerous brilliant round cut diamonds which are blue, yellow and natural white in color. The frame measures to 3/4 Inches in width and weighs approximately 8 grams. This one of a kind mens diamond ring is an ideal accessory for an every day casual or special wear.",,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,10K,,Yellow,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05352ea-2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05352ea-3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05352ea-1_1.jpg,,,,,,,,,mm,,,19,,,Grams,0.95,CARATS,,CARATS,,,,,Yellow-gold,10K,Micro Pave,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,Enhanced Blue - Enhanced Yellow - H,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
VR05542E,10K White Gold Mens Diamond Ring with Blue and Yellow Diamonds 0.75 Ctw,Avianne & Co,VR05542E,FineRing,child,1186,1,right-hand-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/r/vr05541e-1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,"Crafted in 10K White Gold, this uniquely designed mens diamond ring is adorned with mutli colored diamonds which total to 0.75 carats. The center frame measures to 3/4 Inches in width and the ring weighs approximately 9.3 grams. This one of a kind mens diamond ring is an ideal accessory which guarantees an onlookers attention.",,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,10K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05542e-2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05542e-3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05541e-1.jpg,,,,,,,,,mm,,,18,,,Grams,0.75,CARATS,,CARATS,,,,,White-gold,10K,Micro Pave,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,Enhanced Blue - Enhanced Yellow - H,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
VR05541,10K Yellow Gold Mens Diamond Ring 1.00 Ctw,Avianne & Co,VR05541,FineRing,child,1469,1,right-hand-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/r/vr05541-1_1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,"Gleaming with absolute elegance, this one of a kind mens diamond ring is crafted in 10K Yellow Gold. The uniquely designed center piece is highlighted with numerous small round cut diamonds which are H in color and SI in clarity. The frame measures to 3/4 Inches in width and weighs approximately 11.2 grams.",,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,10K,,Yellow,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05541-2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05541-3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05541-1_1.jpg,,,,,,,,,mm,,,19,,,Grams,1,CARATS,,CARATS,,,,,Yellow-gold,10K,Micro Pave,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,H,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
VR05576E,10K White Gold Mens Diamond Ring with Blue and Yellow Diamonds 0.71 Ctw,Avianne & Co,VR05576E,FineRing,child,1411,1,right-hand-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/r/vr05576e-1_1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,"Featuring multi colored diamonds, this large mens diamond ring is crafted in lustrous 10K White Gold. The center is adorned with numerous small round cut diamonds which total to 0.71 carats. The frame measures to 3/4 Inches in width and weighs approximately 10.5 grams. This one of a kind mens diamond ring is an ideal accessory for a special night out.",,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,10K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05576e-2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05576e-3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05576e-1_1.jpg,,,,,,,,,mm,,,19,,,Grams,0.71,CARATS,,CARATS,,,,,White-gold,10K,Micro Pave,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,Enhanced Blue - Enhanced Yellow - H,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
VR03729,10K Yellow Gold Mens Diamond Ring 0.75 Ctw,Avianne & Co,VR03729,FineRing,child,949,1,right-hand-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/r/vr03729-1_1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,This elegant mens diamond ring is adorned with numerous small brilliant round cut diamonds which are H in color and SI in clarity. The frame is crafted in highly gleaming 10K Yellow Gold and weighs approximately 5.8 grams. This rectangular shaped mens diamond ring measures to approximately 1/2 Inches in width.,,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,10K,,Yellow,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr03729-2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr03729-3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr03729-1_1.jpg,,,,,,,,,mm,,,13,,,Grams,0.75,CARATS,,CARATS,,,,,Yellow-gold,10K,Micro Pave,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,H,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
VR05554E,10K White Gold Mens Diamond Ring with Blue and Yellow Diamonds 0.55 Ctw,Avianne & Co,VR05554E,FineRing,child,1086,2,right-hand-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/r/vr05554e-1_1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,"This large mens diamond ring is crafted in highly gleaming 10K White Gold. The center is highlighted with enhanced blue, enhanced yellow and natural white diamonds which total to 0.55 carats. The frame measures to 3/4 Inches in width and weighs approximately 11.8 grams. This exquisite mens diamond ring is an ideal accessory which guarantees an onlookers attention.",,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,10K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05554e-2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05554e-3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05554e-1_1.jpg,,,,,,,,,mm,,,19,,,Grams,0.55,CARATS,,CARATS,,,,,White-gold,10K,Micro Pave,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,Enhanced Blue - Enhanced Yellow - H,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
SVR03545E,10K White Gold Mens Diamond Ring with Blue and Yellow Diamonds 1.05 Ctw,Avianne & Co,SVR03545E,FineRing,child,1469,1,right-hand-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/v/svr03545e-1_1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,This uniquely designed mens diamond ring is adorned with numerous multi colored diamonds which total to 1.05 carats. The frame is crafted in lustrous 10K White Gold and measures to 3/4 Inches in width. This one of a kind mens diamond ring weighs approximately 11 grams.,,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,10K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/s/v/svr03545e-2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/s/v/svr03545e-3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/s/v/svr03545e-1_1.jpg,,,,,,,,,mm,,,19,,,Grams,1.05,CARATS,,CARATS,,,,,White-gold,10K,Micro Pave,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,Enhanced Blue - Enhanced Yellow - H,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
VR05351F,10K White Gold Mens Diamond Ring with Blue and Yellow Diamonds 0.95 Ctw,Avianne & Co,VR05351F,FineRing,child,1249,1,right-hand-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/r/vr05351f-1_1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,This large mens diamond ring is crafted in lustrous 10K White Gold. The center is highlighted with numerous small round cut diamonds which total to 0.95 carats. The frame measures to 3/4 inches in width and weighs approximately 8.8 grams. This exquisite mens diamond ring is an ideal accessory for a special night out.,,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,10K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05351f-2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05351f-3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr05351f-1_1.jpg,,,,,,,,,mm,,,19,,,Grams,0.95,CARATS,,CARATS,,,,,White-gold,10K,Micro Pave,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,Enhanced Blue - Enhanced Yellow - H,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,
