TemplateType=Jewelry,Version=1.4,This row for Amazon.com use only. Do not modify or delete.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JEWELRY SPECIFIC FIELDS,,,,,,,,,,,,,,,,,,,NECKLACE,,RINGS,,,,EARRINGS,ESTATE,CERTIFICATE INFO,,,,,,,,,,,,,,,,,,STONEINFO1,,,,,,,,,,,,,,,,,,,,,STONE INFO 2,,,,,,,,,,,,,,,,,,,,,STONE INFO 3,,,,,,,,,,,,,,,,,,,,,PEARL INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKU,ProductName,Manufacturer,MfrModelNumber,ProductType,Parentage,ItemPrice,Quantity,ItemType,Brand,MainImageURL,Currency,StandardProductID,ProductIDType,BulletPoint1,BulletPoint2,BulletPoint3,BulletPoint4,BulletPoint5,Description,TargetAudience1,TargetAudience2,TargetAudience3,Designer,CountryOfOrigin,LaunchDate,MerchantCatalogNumber,Prop65,CPSIAWarning1,CPSIAWarning2,CPSIAWarning3,CPSIAWarning4,CPSIAWarningDescription,UsedFor1,UsedFor2,UsedFor3,UsedFor4,UsedFor5,OtherItemAttribute1,OtherItemAttribute2,OtherItemAttribute3,OtherItemAttribute4,OtherItemAttribute5,SubjectContent1,SubjectContent2,SubjectContent3,SubjectContent4,SubjectContent5,SearchTerms1,SearchTerms2,SearchTerms3,SearchTerms4,SearchTerms5,ParentSKU,RelationshipType,VariationTheme,SwatchImageURL,OtherImageURL1,OtherImageURL2,OtherImageURL3,OtherImageURL4,OtherImageURL5,OtherImageURL6,OtherImageURL7,OtherImageURL8,ShippingWeight,ShippingWeightUnitOfMeasure,ProductTaxCode,DimensionUnitOfMeasure,Diameter,Height,Width,Length,TotalMetalWeight,MetalWeightUnitOfMeasure,TotalDiamondWeight,TotalDiamondWeightUnitOfMeasure,TotalGemWeight,TotalGemWeightUnitOfMeasure,Material1,Material2,Material3,Material4,MetalType,MetalStamp,SettingType,NumberOfStones,ClaspType,ChainType,RingSize,ReSizable,SizingLowerRange,SizingUpperRange,BackFinding,EstatePeriod,CertificateNumber1,CertificateNumber2,CertificateNumber3,CertificateNumber4,CertificateNumber5,CertificateNumber6,CertificateNumber7,CertificateNumber8,CertificateNumber9,CertificateType1,CertificateType2,CertificateType3,CertificateType4,CertificateType5,CertificateType6,CertificateType7,CertificateType8,CertificateType9,GemType1,StoneCut1,StoneColor1,StoneClarity1,StoneShape1,StoneCreationMethod1,StoneTreatmentMethod1,StoneDimensionUnitOfMeasure1,StoneHeight1,StoneLength1,StoneWidth1,StoneWeight1,LabCreated1,Inscription1,StoneDepthPercentage1,StoneTablePercentage1,StoneSymmetry1,StonePolish1,StoneGirdle1,StoneCulet1,StoneFluorescence1,GemType2,StoneCut2,StoneColor2,StoneClarity2,StoneShape2,StoneCreationMethod2,StoneTreatmentMethod2,StoneDimensionUnitOfMeasure2,StoneHeight2,StoneLength2,StoneWidth2,StoneWeight2,LabCreated2,Inscription2,StoneDepthPercentage2,StoneTablePercentage2,StoneSymmetry2,StonePolish2,StoneGirdle2,StoneCulet2,StoneFluorescence2,GemType3,StoneCut3,StoneColor3,StoneClarity3,StoneShape3,StoneCreationMethod3,StoneTreatmentMethod3,StoneDimensionUnitOfMeasure3,StoneHeight3,StoneLength3,StoneWidth3,StoneWeight3,LabCreated3,Inscription3,StoneDepthPercentage3,StoneTablePercentage3,StoneSymmetry3,StonePolish3,StoneGirdle3,StoneCulet3,StoneFluorescence3,PearlType,Color,StyleName,PearlMinimumColor,PearlLustre,PearlShape,PearlUniformity,PearlSurfaceMarkingsAndBlemishes,NacreThickness,PearlStringingMethod,SizePerPearl,NumberOfPearls,MSRP,SalesPrice,FulfillmentCenterID,SaleStartDate,SaleEndDate,ReleaseDate,ItemPackageQuantity,leadtime-to-ship,RestockDate,MaxAggregateShipQuantity,IsGiftMessageAvailable,IsGiftWrapAvailable,IsDiscontinuedByManufacturer,RegisteredParameter,PlatinumKeywords1,PlatinumKeywords2,PlatinumKeywords3,PlatinumKeywords4,PlatinumKeywords5,UpdateDelete
ADFSR3774W,14K White Gold Womens Diamond Wedding Band 0.03 Ctw,Avianne & Co,ADFSR3774W,FineRing,child,300,100,wedding-bands,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/d/adfsr3774-1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,"Elegant and simple, this womens diamond wedding band is handcrafted in 14k white gold. The center is set with two very small round cut diamonds which total to 0.03 carats. Weighing 2.7 grams, this band is an ideal gift at an affordable value.",,,,Avianne & Co,US,,,,,,,,,engagement,valentines day,christmas,wedding,,,,,,,engagement,valentines day,christmas,wedding,,14K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr3774-2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr3774-1.jpg,,,,,,,,,,mm,,,4.3,,,Grams,0.03,CARATS,,CARATS,,,,,White-gold,14K,Prong,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,H,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,TRUE,,,,,,,,
ADFSR2511W,14K White Gold Mens Diamond Wedding Band 0.04 Ctw,Avianne & Co,ADFSR2511W,FineRing,child,405,100,wedding-bands,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/d/adfsr2511-1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,This elegant and simple mens diamond wedding band is handcrafted in 14k white gold. Two small round cut diamonds are prong set in the center and total to 0.04 carats. The band measures to 4.8 mm in width and weighs 3.7 grams.,,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,14K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr2511-1.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr2511-3.jpg,,,,,,,,,,mm,,,4.8,,,Grams,0.04,CARATS,,CARATS,,,,,White-gold,14K,Prong ,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,H,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,TRUE,,,,,,,,
ADFSR3763W,14K White Gold Womens Diamond Wedding Band 0.04 Ctw,Avianne & Co,ADFSR3763W,FineRing,child,221,100,wedding-bands,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/d/adfsr3763w-1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,This elegant womens diamond wedding band is handcrafted in 14k white gold. The center is prong set with one very small round cut diamond which totals to 0.04 carats. The band measures to 3.4 mm in width and weighs 1.9 grams.,,,,Avianne & Co,US,,,,,,,,,engagement,valentines day,christmas,wedding,,,,,,,engagement,valentines day,christmas,wedding,,14K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr3763w-3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr3763w-1.jpg,,,,,,,,,,mm,,,3.4,,,Grams,0.04,CARATS,,CARATS,,,,,White-gold,14K,Prong ,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,H,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,TRUE,,,,,,,,
ADFSR3755W,14K White Gold Womens Diamond Wedding Band 0.03 Ctw,Avianne & Co,ADFSR3755W,FineRing,child,274,100,wedding-bands,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/d/adfsr3755w-1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,This elegant womens diamond wedding band is handcrafted in 14k white gold. Three small round cut diamonds are set half way around the band and total to 0.03 carats. The band measures to 3.8 mm in width and weighs 2.4 grams.,,,,Avianne & Co,US,,,,,,,,,engagement,valentines day,christmas,wedding,,,,,,,engagement,valentines day,christmas,wedding,,14K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr23755-3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr3755w-1.jpg,,,,,,,,,,mm,,,3.8,,,Grams,0.03,CARATS,,CARATS,,,,,White-gold,14K,Bezel ,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,H,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,TRUE,,,,,,,,
ADFSR2484MLW,14K White Gold Mens Diamond Wedding Band 0.06 Ctw,Avianne & Co,ADFSR2484MLW,FineRing,child,419,100,wedding-bands,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/d/adfsr2484ml-1_1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,"Simple and elegant, this mens diamond wedding band is handcrafted in 14k white gold. Three small round cut diamonds are placed half way around the band and total to 0.06 carats. The band measures to 4 mm in width and weighs 3.4 grams.",,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,14K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr2484ml-2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr2484ml-1_1.jpg,,,,,,,,,,mm,,,4,,,Grams,0.06,CARATS,,CARATS,,,,,White-gold,14K,Bezel ,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,H,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,TRUE,,,,,,,,
ADFSR2484W,14K White Gold Mens Diamond Wedding Band 0.03 Ctw,Avianne & Co,ADFSR2484W,FineRing,child,314,100,wedding-bands,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/d/adfsr2484w-1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,"Simple and elegant, this mens diamond wedding band is handcrafted in 14k white gold. Three small round cut diamonds are placed half way around the band and total to 0.03 carats. The band measures to 4.3 mm in width and weighs 2.8 grams.",,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,14K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr2484-2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr2484w-1.jpg,,,,,,,,,,mm,,,4.3,,,Grams,0.03,CARATS,,CARATS,,,,,White-gold,14K,Bezel ,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,H,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,TRUE,,,,,,,,
ADFSR3755,14K Yellow Gold Womens Diamond Wedding Band 0.03 Ctw,Avianne & Co,ADFSR3755,FineRing,child,261,100,wedding-bands,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/d/adfsr3755-1_1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,This elegant womens diamond wedding band is handcrafted in 14k white gold. Three small round cut diamonds are set half way around the band and total to 0.03 carats. The band measures to 3.7 mm in width and weighs 2.3 grams.,,,,Avianne & Co,US,,,,,,,,,engagement,valentines day,christmas,wedding,,,,,,,engagement,valentines day,christmas,wedding,,14K,,Yellow,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr3755-1_1.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr3755-3.jpg,,,,,,,,,,mm,,,3.7,,,Grams,0.03,CARATS,,CARATS,,,,,Yellow-gold,14K,Bezel,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,H,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,TRUE,,,,,,,,
ADFSR2484,14K Yellow Gold Mens Diamond Wedding Band 0.03 Ctw,Avianne & Co,ADFSR2484,FineRing,child,340,100,wedding-bands,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/d/adfsr2484-1_1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,"Simple and elegant, this mens diamond wedding band is handcrafted in 14k yellow gold. Three small round cut diamonds are placed half way around the band and total to 0.03 carats. The band measures to 4.2 mm in width and weighs 3 grams.",,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,14K,,Yellow,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr2484-3_1.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr2484-1_1.jpg,,,,,,,,,,mm,,,4.2,,,Grams,0.03,CARATS,,CARATS,,,,,Yellow-gold,14K,Bezel ,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,H,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,TRUE,,,,,,,,
ADFSR3770,14K Yellow Gold Womens Diamond Wedding Band 0.07 Ctw,Avianne & Co,ADFSR3770,FineRing,child,288,100,wedding-bands,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/d/adfsr3770-1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,This elegant womens diamond wedding band is handcrafted in 14k white gold. Five small round cut diamonds are set half way around the band and total to 0.07 carats. The band measures to 3.5 mm in width and weighs 2.3 grams.,,,,Avianne & Co,US,,,,,,,,,engagement,valentines day,christmas,wedding,,,,,,,engagement,valentines day,christmas,wedding,,14K,,Yellow,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr3770-3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr3770-1.jpg,,,,,,,,,,mm,,,3.5,,,Grams,0.07,CARATS,,CARATS,,,,,Yellow-gold,14K,Prong ,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,H,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,TRUE,,,,,,,,
ADFSR2497,14K Yellow Gold Mens Diamond Wedding Band 0.07 Ctw,Avianne & Co,ADFSR2497,FineRing,child,393,100,wedding-bands,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/d/adfsr2497-1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,"Simple and elegant, this mens diamond wedding band is handcrafted in 14k yellow gold. Five small round cut diamonds are placed half way around the band and total to 0.07 carats. The band measures to 4.2 mm in width and weighs 3.4 grams.",,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,14K,,Yellow,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr2497-3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr2497-1.jpg,,,,,,,,,,mm,,,4.2,,,Grams,0.07,CARATS,,CARATS,,,,,Yellow-gold,14K,Bezel ,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,H,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,TRUE,,,,,,,,
ADFSR2497W,14K White Gold Mens Diamond Wedding Band 0.07 Ctw,Avianne & Co,ADFSR2497W,FineRing,child,393,100,wedding-bands,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/d/adfsr2497w-1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,"Simple and elegant, this mens diamond wedding band is handcrafted in 14k white gold. Five small round cut diamonds are placed half way around the band and total to 0.07 carats. The band measures to 4.2 mm in width and weighs 3.4 grams.",,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,14K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr2497w-3.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr2497w-1.jpg,,,,,,,,,,mm,,,4.2,,,Grams,0.07,CARATS,,CARATS,,,,,White-gold,14K,Bezel ,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,H,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,TRUE,,,,,,,,
ADFSR3773W,14K White Gold Womens Diamond Wedding Band 0.03 Ctw,Avianne & Co,ADFSR3773W,FineRing,child,288,100,wedding-bands,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/d/adfsr3773w-1_1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,This simple and elegant womens diamond wedding band is handcrafted in lustrous 14k white gold. The center is set with two small round cut diamonds which total to 0.03 carats. The band measures to 4.4 mm in width and weighs 2.5 grams.,,,,Avianne & Co,US,,,,,,,,,engagement,valentines day,christmas,wedding,,,,,,,engagement,valentines day,christmas,wedding,,14K,,White,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr3773w-2_1.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr3773w-3_1.jpg,,,,,,,,,,mm,,,4.4,,,Grams,0.03,CARATS,,CARATS,,,,,White-gold,14K,Prong ,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,H,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,TRUE,,,,,,,,
ADFSR3681,14K Yellow Gold Diamond Engagement Ring 0.95 Ctw,Avianne & Co,ADFSR3681,FineRing,child,1338,100,engagement-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/d/adfsr3681-1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,This uniquely designed diamond engagement ring is handcrafted in 14k yellow gold. Small round cut diamonds are micro set half way around the band and total to 0.95 carats. The center measures to 13.2 mm in width and the ring weighs 5.8 grams.,,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,14K,,Yellow,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr3681-1.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr3681-3.jpg,,,,,,,,,,mm,,,13.2,,,Grams,0.95,CARATS,,CARATS,,,,,Yellow-gold,14K,Micro Pave ,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,H,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,TRUE,,,,,,,,
ADFSR2736,10K Yellow Gold Diamond Engagement Ring 0.37 Ctw,Avianne & Co,ADFSR2736,FineRing,child,419,100,engagement-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/d/adfsr2736-1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,This diamond engagement ring is handcrafted in 10k yellow gold. Small round cut diamonds are micro set half way around the ring and total to 0.37 carats. The center measures to 8.8 mm in width and the band weighs 3.4 grams.,,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,10K,,Yellow,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr2736-1.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr2736-2.jpg,,,,,,,,,,mm,,,8.8,,,Grams,0.37,CARATS,,CARATS,,,,,Yellow-gold,10K,Micro Pave ,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,H,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,TRUE,,,,,,,,
ADFSR3508,14K Yellow Gold Diamond Engagement Ring 0.18 Ctw,Avianne & Co,ADFSR3508,FineRing,child,340,100,engagement-rings,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/d/adfsr3508-1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,"This simple and elegant womens diamond engagement ring is handcrafted in lustrous 14k yellow gold. The center measures to 7.9 mm in width and the ring weighs 2.6 grams. Carrying a total of 0.18 carat diamonds, this ring is an ideal gift at an affordable value.",,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,14K,,Yellow,,Gold,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr3508-2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr3508-3.jpg,,,,,,,,,,mm,,,7.9,,,Grams,0.18,CARATS,,CARATS,,,,,Yellow-gold,14K,Micro Pave ,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,H,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,TRUE,,,,,,,,
ADFSR3811,14K Two Tone Gold Womens Diamond Wedding Band 0.02 Ctw,Avianne & Co,ADFSR3811,FineRing,child,326,100,wedding-bands,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/d/adfsr3811-1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,This elegant womens diamond wedding band is handcrafted in lustrous two tone gold. The center is bezel set with one round cut diamond which weighs 0.02 carats. The band measures to 5.6 mm in width and weighs 3 grams.,,,,Avianne & Co,US,,,,,,,,,engagement,valentines day,christmas,wedding,,,,,,,engagement,valentines day,christmas,wedding,,14K,,Two,,Tone,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr3811-2.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr3811-3.jpg,,,,,,,,,,mm,,,5.6,,,Grams,0.02,CARATS,,CARATS,,,,,white-and-yellow-gold,14K,Bezel ,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,H,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,TRUE,,,,,,,,
ADFSR2510,14K Two Tone Gold Mens Diamond Wedding Band 0.03 Ctw,Avianne & Co,ADFSR2510,FineRing,child,655,100,wedding-bands,Avianne & Co,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/d/adfsr2510-1.jpg,,,,Most rings can be re-sized to any size from 4-15. Please send us a message to inquire about sizing. ,,,,,This elegant and simple mens diamond wedding band is handcrafted in lustrous 14k yellow and white gold. The center is bezel set with one round cut diamond which weighs 0.03 carats. The band measures to 6.9 mm in width and weighs 5.9 grams.,,,,Avianne & Co,US,,,,,,,,,christmas,wedding,fathers-day,valentines-day,,,,,,,christmas,wedding,fathers-day,valentines-day,,14K,,Two,,Tone,,,RingSize,,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr2510-1.jpg,http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr2510-2.jpg,,,,,,,,,,mm,,,6.9,,,Grams,0.03,CARATS,,CARATS,,,,,white-and-yellow-gold,14K,Bezel ,,,,,TRUE,4,15,,,,,,,,,,,,Appraisal Certificate,,,,,,,,,,,H,SI1 - SI2,Round ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,TRUE,,,,,,,,
