TemplateType=Jewelry	Version=2012.1030	This row for Amazon.com use only.  Do not modify or delete.																																																																		JEWELRY SPECIFIC FIELDS																			NECKLACE		RINGS				EARRINGS	ESTATE	CERTIFICATE INFO																		STONE INFO 1																					STONE INFO 2																					STONE INFO 3																					PEARL INFO																															
TemplateType=Jewelry	Version=1.4	This row for Amazon.com use only. Do not modify or delete.																																																																		JEWELRY SPECIFIC FIELDS																			NECKLACE		RINGS				EARRINGS	ESTATE	CERTIFICATE INFO																		STONE INFO 1																					STONE INFO 2																					STONE INFO 3																					PEARL INFO																															
SKU	ProductName	Manufacturer	MfrModelNumber	ProductType	childage	ItemPrice	Quantity	ItemType	Brand	MainImageURL	Currency	StandardProductID	ProductIDType	BulletPoint1	BulletPoint2	BulletPoint3	BulletPoint4	BulletPoint5	Description	TargetAudience1	TargetAudience2	TargetAudience3	Designer	CountryOfOrigin	LaunchDate	MerchantCatalogNumber	Prop65	CPSIAWarning1	CPSIAWarning2	CPSIAWarning3	CPSIAWarning4	CPSIAWarningDescription	UsedFor1	UsedFor2	UsedFor3	UsedFor4	UsedFor5	OtherItemAttribute1	OtherItemAttribute2	OtherItemAttribute3	OtherItemAttribute4	OtherItemAttribute5	SubjectContent1	SubjectContent2	SubjectContent3	SubjectContent4	SubjectContent5	SearchTerms1	SearchTerms2	SearchTerms3	SearchTerms4	SearchTerms5	ParentSKU	RelationshipType	VariationTheme	SwatchImageURL	OtherImageURL1	OtherImageURL2	OtherImageURL3	OtherImageURL4	OtherImageURL5	OtherImageURL6	OtherImageURL7	OtherImageURL8	ShippingWeight	ShippingWeightUnitOfMeasure	ProductTaxCode	DimensionUnitOfMeasure	Diameter	Height	Width	Length	TotalMetalWeight	MetalWeightUnitOfMeasure	TotalDiamondWeight	TotalDiamondWeightUnitOfMeasure	TotalGemWeight	TotalGemWeightUnitOfMeasure	Material1	Material2	Material3	Material4	MetalType	MetalStamp	SettingType	NumberOfStones	ClaspType	ChainType	RingSize	ReSizable	SizingLowerRange	SizingUpperRange	BackFinding	EstatePeriod	CertificateNumber1	CertificateNumber2	CertificateNumber3	CertificateNumber4	CertificateNumber5	CertificateNumber6	CertificateNumber7	CertificateNumber8	CertificateNumber9	CertificateType1	CertificateType2	CertificateType3	CertificateType4	CertificateType5	CertificateType6	CertificateType7	CertificateType8	CertificateType9	GemType1	StoneCut1	StoneColor1	StoneClarity1	StoneShape1	StoneCreationMethod1	StoneTreatmentMethod1	StoneDimensionUnitOfMeasure1	StoneHeight1	StoneLength1	StoneWidth1	StoneWeight1	LabCreated1	Inscription1	StoneDepthPercentage1	StoneTablePercentage1	StoneSymmetry1	StonePolish1	StoneGirdle1	StoneCulet1	StoneFluorescence1	GemType2	StoneCut2	StoneColor2	StoneClarity2	StoneShape2	StoneCreationMethod2	StoneTreatmentMethod2	StoneDimensionUnitOfMeasure2	StoneHeight2	StoneLength2	StoneWidth2	StoneWeight2	LabCreated2	Inscription2	StoneDepthPercentage2	StoneTablePercentage2	StoneSymmetry2	StonePolish2	StoneGirdle2	StoneCulet2	StoneFluorescence2	GemType3	StoneCut3	StoneColor3	StoneClarity3	StoneShape3	StoneCreationMethod3	StoneTreatmentMethod3	StoneDimensionUnitOfMeasure3	StoneHeight3	StoneLength3	StoneWidth3	StoneWeight3	LabCreated3	Inscription3	StoneDepthPercentage3	StoneTablePercentage3	StoneSymmetry3	StonePolish3	StoneGirdle3	StoneCulet3	StoneFluorescence3	PearlType	Color	StyleName	PearlMinimumColor	PearlLustre	PearlShape	PearlUniformity	PearlSurfaceMarkingsAndBlemishes	NacreThickness	PearlStringingMethod	SizePerPearl	NumberOfPearls	MSRP	SalesPrice	FulfillmentCenterID	SaleStartDate	SaleEndDate	ReleaseDate	ItemPackageQuantity	leadtime-to-ship	RestockDate	MaxAggregateShipQuantity	IsGiftMessageAvailable	IsGiftWrapAvailable	IsDiscontinuedByManufacturer	RegisteredParameter	PlatinumKeywords1	PlatinumKeywords2	PlatinumKeywords3	PlatinumKeywords4	PlatinumKeywords5	UpdateDelete
CH25681	 14K  White  Solid  Gold  Mens  Diamond  Tennis  Chain  25.50  Ctw 	 Avianne  &  Co 	CH25681	FineNecklaceBraceletAnklet	child	43770	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch25681-3.jpg	USD								" This  exquisite  one  of  a  kind  mens  diamond  tennis  chain  is  prong  set  with  brilliant  round  cut  diamonds  which  total  to  25.50  carats.  The  chain  measures  to  23.5  inches  in  length  and  4  mm  in  width.  Weighing  57.5  grams,  this  chain  is  handcrafted  in  lustrous  14K  white  gold  and  securely  locks  with  slide  in  hidden  clasp  and  one  security  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25681-4.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25681-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25681-1.jpg									MM			4	597	57.5	GR	25.5	CARATS							White-gold	 14K    	 Prong   																																																																																																																										
CH25714	 10K  Black  Rhodium  Plated  Mens  Black  Diamond  Tennis  Chain  31.70  Ctw 	 Avianne  &  Co 	CH25714	FineNecklaceBraceletAnklet	child	12598	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch25714-1.jpg	USD								 This  one  of  a  kind  mens  diamond  tennis  chain  is  crafted  in  10K  gold  and  plated  in  Black  Rhodium.  The  chain  measures  to  31  inches  in  length  and  4  mm  in  width.  Small  round  cut  black  diamonds  are  prong  set  all  the  way  across  the  frame  and  total  to  31.70  carats.  This  chain  securely  locks  with  hidden  slide  in  clasp  and  one  safety  latch  from  the  bottom. 																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25714-4.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25714-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25714-5.jpg									MM			4	787	50.5	GR	31.7	CARATS							rhodium-plated-white-gold	 10K    	 Prong   																																																																																																																										
CH25808	 14K  Yellow  Solid  Gold  Mens  Diamond  Cuban  Chain  9.00  Ctw 	 Avianne  &  Co 	CH25808	FineNecklaceBraceletAnklet	child	29543	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch25808-3.jpg	USD								 This  exquisite  mens  diamond  cuban  chain  is  handcrafted  in  lustrous  14K  yellow  gold.  The  links  are  detailed  with  brilliant  small  round  cut  diamonds  which  total  to  9.00  carats.  The  chain  measures  to  26  inches  in  length  and  10  mm  in  width. 																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25808-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25808-4.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25808-2.jpg									MM			10	660	206.5	GR	9	CARATS							Yellow-Gold	 14K    	Pave																																																																																																																										
CH25803	 10K  White  Solid  Gold  Mens  Diamond  Tennis  Chain  23.50  Ctw 	 Avianne  &  Co 	CH25803	FineNecklaceBraceletAnklet	child	27364	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch25803-2.jpg	USD								 This  elegant  mens  diamond  tennis  chain  is  handcrafted  in  lustrous  10k  white  gold.  Small  round  cut  diamonds  are  prong  set  all  the  way  around  the  frame  and  total  to  23.50  carats.  The  chain  measures  to  31  inches  in  length  and  weighs  48.5  grams. 																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25803-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25803-3.jpg										MM			3.5	787	48.5	GR	23.5	CARATS							White-gold	 10K    	 Prong   																																																																																																																										
CH25815	 14K  White  Solid  Gold  Mens  Diamond  Chain  33.00  Ctw 	 Avianne  &  Co 	CH25815	FineNecklaceBraceletAnklet	child	45949	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch25815-1.jpg	USD								" This  glamorous  mens  diamond  chain  is  crafted  in  lustrous  14K  white  gold.  Two  rows  are  prong  set  with  brilliant  round  cut  diamonds  which  total  to  33.00  carats.  The  chain  measures  to  28  inches  in  length  and  3/8  inches  in  width.  Weighing  98.5  grams,  this  chain  securely  locks  with  durable  slide  in  clasp  and  2  safety  latches. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25815-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25815-1.jpg										MM			9	711	98.5	GR	33	CARATS							White-gold	 14K    	 Prong   																																																																																																																										
CH25839	 14K  White  Solid  Gold  Mens  Diamond  Tennis  Chain  13.64  Ctw 	 Avianne  &  Co 	CH25839	FineNecklaceBraceletAnklet	child	22936	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch25839-2.jpg	USD								" This  exquisite  mens  diamond  tennis  chain  is  handcrafted  in  lustrous  14K  white  gold.  The  round  cut  diamonds  are  prong  set  all  the  way  around  the  frame  and  total  to  13.64  carats.  The  frame  measures  to  28  3/4  inches  in  length  and  3  mm  in  width.  Weighing  66.7  grams,  this  chain  securely  locks  with  durable  slide  in  clasp. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25839-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25839-3.jpg										MM			3	730	66.7	GR	13.64	CARATS							White-gold	 14K    	 Prong   																																																																																																																										
CH25870	 14K  White  Solid  Gold  Mens  Diamond  Tennis  Chain  11.75  Ctw 	 Avianne  &  Co 	CH25870	FineNecklaceBraceletAnklet	child	17296	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch25870-3.jpg	USD								" This  exquisite  mens  diamond  tennis  chain  is  handcrafted  in  lustrous  14K  white  gold.  The  chain  is  prong  set  with  small  round  cut  diamonds  which  total  to  11.75  carats.  The  frame  measures  to  34  inches  in  length  and  3  mm  in  width.  Weighing  59  grams,  this  chain  securely  locks  with  slide  in  hidden  clap  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25870-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25870-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25870-4.jpg									MM			3	864	59	GR	11.75	CARATS							White-gold	 14K    	 Prong   																																																																																																																										
CH25862	 10K  White  Solid  Gold  Mens  Diamond  Tennis  Chain  17.50  Ctw 	 Avianne  &  Co 	CH25862	FineNecklaceBraceletAnklet	child	19699	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch25862-3.jpg	USD								" This  exquisite  mens  diamond  tennis  chain  is  handcrafted  in  lustrous  10K  white  gold.  The  chain  is  prong  set  with  small  round  cut  diamonds  which  total  to  17.50  carats.  The  frame  measures  to  34  inches  in  length  and  3  mm  in  width.  Weighing  38  grams,  this  chain  securely  locks  with  slide  in  hidden  clap  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25862-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25862-1.jpg										MM			3	813	38	GR	17.5	CARATS							White-gold	 10K    	 Prong   																																																																																																																										
N25918	 14K  White  Gold  Womens  Diamond  Necklace  Chain  6.01  Ctw 	 Avianne  &  Co 	N25918	FineNecklaceBraceletAnklet	child	8543	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/2/n25918-1.jpg	USD								 This  glamorous  womens  diamond  necklace  is  crafted  in  highly  gleaming  14K  white  gold.  The  center  is  set  with  one  brilliant  round  cut  diamond  which  totals  to  0.51  carats.  The  rest  of  the  drop  length  features  channel  set  baguette  diamonds  and  prong  set  small  round  cut  diamonds.  The  necklace  measures  to  18  inches  in  length  and  weighs  25.3  grams. 																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/n/2/n25918-2.jpg											MM				457	25.3	GR	6.01	CARATS							White-gold	 14K    	" Prong,  Channel   "																																																																																																																										
CH25381	 10K  White  Gold  Mens  Diamond  Tennis  Chain  11.75  Ctw 	 Avianne  &  Co 	CH25381	FineNecklaceBraceletAnklet	child	13793	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch25381-1.jpg	USD								" This  elegant  mens  diamond  tennis  chain  is  handcrafted  in  10K  white  gold.  The  frame  is  prong  set  with  brilliant  round  cut  diamonds  which  total  to  11.75  carats.  The  chain  measures  to  29  inches  in  length  and  1/8  inches  in  width.  Weighing  32.3  grams,  this  chain  securely  locks  with  a  durable  slide  in  clasp  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25381-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25381-4.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25381-3.jpg									MM			3	737	32.3	GR	11.75	CARATS							White-gold	 10K    	 Prong   																																																																																																																										
CH25947	 18K  White  Gold  Mens  Black  Diamond  Rosary  Chain  0.50  Ctw 	 Avianne  &  Co 	CH25947	FineNecklaceBraceletAnklet	child	18750	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch25947-4.jpg	USD								" Created  by  Avianne&Co.,  this  unique  mens  rosary  chain  is  handcrafted  in  18K  white  gold.  The  ball  bead  chain  measures  to  32  inches  in  length  and  features  an  additional  drop  length  of  7.5  inches.  The  drop  length  features  a  cross  which  measures  to  2  1/4  inches  in  length  with  bale  and  1  3/8  inches  in  width.  Each  corner  of  the  cross  and  the  center  are  detailed  with  round  cut  black  diamonds  which  total  to  0.50  carats.  Weighing  129.5  grams,  this  mens  rosary  will  guarantee  any  bystanders  attention. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25947-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25947-4.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25947-3.jpg									MM				813	129.5	GR	0.5	CARATS							White-gold	 18K    	0																																																																																																																										
CH25937	 14K  White  Gold  Mens  Diamond  Cuban  Chain  4.00  Ctw 	 Avianne  &  Co 	CH25937	FineNecklaceBraceletAnklet	child	25723	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch25937-1.jpg	USD								" This  exquisite  mens  cuban  chain  is  handcrafted  in  lustrous  14K  white  gold.  Each  link  is  pave  set  with  small  round  cut  diamonds  and  they  all  total  to  4.00  carats.  The  frame  measures  to  30.5  inches  in  length  and  10  mm  in  width.  Weighing  180  grams,  this  chain  securely  locks  with  durable  lobster  claw  clasp  closure. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25937-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch25937-2.jpg										MM			10	775	180	GR	4	CARATS							White-gold	 14K    	 Pave   																																																																																																																										
CH1201W	 14K  White  Gold  Mens  Diamond  Rosary  Chain  25.98  Ctw 	 Avianne  &  Co 	CH1201W	FineNecklaceBraceletAnklet	child	47813	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/6/16079-4.jpg	USD								" Be  the  center  of  attention  with  this  beautiful  mens  diamond  rosary  chain.  The  chain  itself  is  prong  set  with  brilliant  round  cut  diamonds  and  measures  to  30  inches  in  length.  The  7.25  inch  drop  length  is  detailed  with  a  two  row  diamond  cross  which  measures  to  1  3/4  inches  in  length  and  1  5/8  inches  in  width.  Weighing  109  grams,  this  chain  securely  locks  with  a  durable  slide  in  clasp  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch1201-1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch1201-3_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch1201-4_1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/6/16079-3.jpg								MM				762	109	GR	25.98	CARATS							White-gold	 14K    	" Prong,  Pave "																																																																																																																										
21805	 10K  Gold  Black  Rhodium  Plated  Mens  Black  Diamond  Tennis  Chain  45.19  Ctw 	 Avianne  &  Co 	21805	FineNecklaceBraceletAnklet	child	20801	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/1/21805-2.jpg	USD								" This  glamorous  mens  diamond  tennis  chain  is  handcrafted  in  10k  gold  and  plated  in  black  rhodium.  The  prong  set  round  cut  black  diamonds  are  set  all  the  way  around  the  chain  and  weigh  a  total  of  45.19  carats.  The  chain  measures  to  30  inches  in  length  and  5.9  mm  in  width.  Weighing  68.3  grams,  this  chain  securely  locks  with  a  slide  in  hidden  clasp  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/1/21805-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/1/21805-2.jpg										MM			5.9	762	68.3	GR	45.19	CARATS							rhodium-plated-white-gold	 10K    	 Prong   																																																																																																																										
CH26125	 14K  White  Gold  Mens  Diamond  Tennis  Chain  20.25  Ctw 	 Avianne  &  Co 	CH26125	FineNecklaceBraceletAnklet	child	47051	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch26125-2.jpg	USD								" This  classic  mens  diamond  tennis  chain  is  handcrafted  in  14k  white  gold.  Round  cut  diamonds  are  prong  set  all  the  way  across  the  chain  and  total  to  20.25  carats.  The  frame  measures  to  28.5  inches  in  length  and  3/16  inches  in  width.  Weighing  80  grams,  this  chain  securely  locks  with  a  durable  slide  in  hidden  clasp  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26125-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26125-1.jpg										MM			5	724	80	GR	20.25	CARATS							White-gold	 14K    	 Prong   																																																																																																																										
CH26152	 14K  White  Gold  Mens  Black  Diamond  Tennis  Chain  200.00  Ctw 	 Avianne  &  Co 	CH26152	FineNecklaceBraceletAnklet	child	59074	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch26152-2.jpg	USD								" This  glamorous  mens  diamond  chain  is  handcrafted  in  14k  white  gold.  Large  round  cut  diamonds  are  prong  set  across  the  chain  and  total  to  200.00  carats.  The  frame  measures  to  31  inches  in  length  and  3/8  inches  in  width.  Weighing  132  grams,  this  chain  securely  locks  with  slide  in  clasp  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26152-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26152-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26152-2.jpg									MM			9.3	787	132	GR	200	CARATS							White-gold	 14K    	 Prong   																																																																																																																										
CH126606	 10K  White  Gold  Mens  Black  Diamond  Tennis  Chain  35.00  Ctw 	 Avianne  &  Co 	CH126606	FineNecklaceBraceletAnklet	child	14239	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch126606-1.jpg	USD								" This  mens  diamond  tennis  chain  is  handcrafted  in  10k  white  gold.  Round  cut  black  diamonds  are  prong  set  all  the  way  around  the  chain  and  total  to  35.00  carats.  The  frame  measures  to  22  inches  in  length  and    6.2  mm  in  width.  Weighing  63  grams,  this  chain  securely  locks  with  durable  slide  in  clasp  and  two  safety  latches. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126606-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch126606-1.jpg										MM			6.2	559	63	GR	35	CARATS							White-gold	 10K    	 Prong   																																																																																																																										
21960	 14K  Gold  Black  Rhodium  Plated  Mens  Black  Diamond  Double  Row  Tennis  Chain  37.00  Ctw 	 Avianne  &  Co 	21960	FineNecklaceBraceletAnklet	child	21234	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/1/21960-2.jpg	USD								" This  one  of  a  kind  mens  tennis  bracelet  is  handcrafted  in  lustrous  14k  gold  and  plated  in  black  rhodium.  The  two  rows  are  prong  set  with  small  round  cut  black  diamonds  which  total  to  37.00  carats.  The  frame  measures  to  28  inches  in  length  and  8.7  mm  in  width.  Weighing  97  grams,  this  chain  securely  locks  with  a  slide  in  hidden  clasp  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/1/21960-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/1/21960-2.jpg										MM			8.7	711	97	GR	37	CARATS							rhodium-plated-white-gold	 14K    	Prong																																																																																																																										
CH26322	 10K  Gold  Black  Rhodium  Plated  Mens  Black  Diamond  Tennis  Chain  17.00  Ctw 	 Avianne  &  Co 	CH26322	FineNecklaceBraceletAnklet	child	10958	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch26322-3.jpg	USD								" This  mens  chain  is  handcrafted  in  10k  gold  and  plated  in  black  rhodium.  The  frame  is  prong  set  with  round  cut  black  diamonds  which  total  to  17.00  carats.  The  chain  measures  to  33  inches  in  length  and  3/16  inches  in  width.  Weighing  55.3  grams,  this  chain  securely  locks  with  a  durable  slide  in  clasp. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26322-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26322-2.jpg										MM			4.9	838	55.3	GR	17	CARATS							rhodium-plated-white-gold	 10K    	 Prong   																																																																																																																										
CH26373	 10K  Gold  Black  Rhodium  Plated  Mens  Diamond  Tennis  Chain  with  Black  Diamonds  7.55  Ctw 	 Avianne  &  Co 	CH26373	FineNecklaceBraceletAnklet	child	9388	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch26373-2.jpg	USD								" This  custom  mens  diamond  chain  is  handcrafted  in  10k  gold  and  plated  in  black  rhodium.  The  chain  is  prong  set  with  black  diamonds  which  total  to  4.20  carats  and  white  diamonds  which  total  to  3.35  carats.  The  frame  measures  to  28  inches  in  length  and  3/16  inches  in  width.  Weighing  41.2  grams,  the  chain  securely  locks  with  slide  in  hidden  clasp  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26373-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch26373-2.jpg										MM			4.1	711	41.2	GR	7.55	CARATS							rhodium-plated-white-gold	 10K    	Prong																																																																																																																										
22096	 14K  Gold  Black  Rhodium  Plated  Mens  Black  Diamond  Tennis  Chain  27.51  Ctw 	 Avianne  &  Co 	22096	FineNecklaceBraceletAnklet	child	16049	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/2/22096-3.jpg	USD								" This  mens  diamond  chain  is  handcrafted  in  14k  gold  and  plated  in  black  rhodium.  The  chain  is  prong  set  with  black  round  cut  diamonds  which  total  to  27.51  carats.  The  frame  measures  to  29  inches  in  length  and  3/16  inches  in  width.  weighing  79.3  grams,  this  chain  securely  locks  with  slide  in  hidden  clasp  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/2/22096-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/2/22096-1.jpg										MM			5	737	79.3	GR	27.51	CARATS							rhodium-plated-white-gold	 14K    	 Prong   																																																																																																																										
22098	 10K  White  Gold  Mens  Diamond  Rosary  Chain  11.15  Ctw 	 Avianne  &  Co 	22098	FineNecklaceBraceletAnklet	child	14599	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/2/22098-4.jpg	USD								" This  one  of  a  kind  mens  rosary  chain  is  handcrafted  in  lustrous  10k  white  gold.  The  chain  measures  to  32  inches  in  length  and  features  prong  set  round  cut  diamonds.  The  drop  length  features  a  cross  pendant  which  measures  to  1  1/2  inches  in  length  and  1  inches  in  width.  Weighing  71  grams,  this  chain  securely  locks  with  slide  in  hidden  clasp  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/2/22098-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/2/22098-5.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/2/22098-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/2/2/22098-4.jpg								MM				813	71	GR	11.15	CARATS							White-gold	 10K    	 Prong   																																																																																																																										
