TemplateType=Jewelry	Version=2012.1030	This row for Amazon.com use only.  Do not modify or delete.																																																																		JEWELRY SPECIFIC FIELDS																			NECKLACE		RINGS				EARRINGS	ESTATE	CERTIFICATE INFO																		STONE INFO 1																					STONE INFO 2																					STONE INFO 3																					PEARL INFO																															
TemplateType=Jewelry	Version=1.4	This row for Amazon.com use only. Do not modify or delete.																																																																		JEWELRY SPECIFIC FIELDS																			NECKLACE		RINGS				EARRINGS	ESTATE	CERTIFICATE INFO																		STONE INFO 1																					STONE INFO 2																					STONE INFO 3																					PEARL INFO																															
SKU	ProductName	Manufacturer	MfrModelNumber	ProductType	childage	ItemPrice	Quantity	ItemType	Brand	MainImageURL	Currency	StandardProductID	ProductIDType	BulletPoint1	BulletPoint2	BulletPoint3	BulletPoint4	BulletPoint5	Description	TargetAudience1	TargetAudience2	TargetAudience3	Designer	CountryOfOrigin	LaunchDate	MerchantCatalogNumber	Prop65	CPSIAWarning1	CPSIAWarning2	CPSIAWarning3	CPSIAWarning4	CPSIAWarningDescription	UsedFor1	UsedFor2	UsedFor3	UsedFor4	UsedFor5	OtherItemAttribute1	OtherItemAttribute2	OtherItemAttribute3	OtherItemAttribute4	OtherItemAttribute5	SubjectContent1	SubjectContent2	SubjectContent3	SubjectContent4	SubjectContent5	SearchTerms1	SearchTerms2	SearchTerms3	SearchTerms4	SearchTerms5	ParentSKU	RelationshipType	VariationTheme	SwatchImageURL	OtherImageURL1	OtherImageURL2	OtherImageURL3	OtherImageURL4	OtherImageURL5	OtherImageURL6	OtherImageURL7	OtherImageURL8	ShippingWeight	ShippingWeightUnitOfMeasure	ProductTaxCode	DimensionUnitOfMeasure	Diameter	Height	Width	Length	TotalMetalWeight	MetalWeightUnitOfMeasure	TotalDiamondWeight	TotalDiamondWeightUnitOfMeasure	TotalGemWeight	TotalGemWeightUnitOfMeasure	Material1	Material2	Material3	Material4	MetalType	MetalStamp	SettingType	NumberOfStones	ClaspType	ChainType	RingSize	ReSizable	SizingLowerRange	SizingUpperRange	BackFinding	EstatePeriod	CertificateNumber1	CertificateNumber2	CertificateNumber3	CertificateNumber4	CertificateNumber5	CertificateNumber6	CertificateNumber7	CertificateNumber8	CertificateNumber9	CertificateType1	CertificateType2	CertificateType3	CertificateType4	CertificateType5	CertificateType6	CertificateType7	CertificateType8	CertificateType9	GemType1	StoneCut1	StoneColor1	StoneClarity1	StoneShape1	StoneCreationMethod1	StoneTreatmentMethod1	StoneDimensionUnitOfMeasure1	StoneHeight1	StoneLength1	StoneWidth1	StoneWeight1	LabCreated1	Inscription1	StoneDepthPercentage1	StoneTablePercentage1	StoneSymmetry1	StonePolish1	StoneGirdle1	StoneCulet1	StoneFluorescence1	GemType2	StoneCut2	StoneColor2	StoneClarity2	StoneShape2	StoneCreationMethod2	StoneTreatmentMethod2	StoneDimensionUnitOfMeasure2	StoneHeight2	StoneLength2	StoneWidth2	StoneWeight2	LabCreated2	Inscription2	StoneDepthPercentage2	StoneTablePercentage2	StoneSymmetry2	StonePolish2	StoneGirdle2	StoneCulet2	StoneFluorescence2	GemType3	StoneCut3	StoneColor3	StoneClarity3	StoneShape3	StoneCreationMethod3	StoneTreatmentMethod3	StoneDimensionUnitOfMeasure3	StoneHeight3	StoneLength3	StoneWidth3	StoneWeight3	LabCreated3	Inscription3	StoneDepthPercentage3	StoneTablePercentage3	StoneSymmetry3	StonePolish3	StoneGirdle3	StoneCulet3	StoneFluorescence3	PearlType	Color	StyleName	PearlMinimumColor	PearlLustre	PearlShape	PearlUniformity	PearlSurfaceMarkingsAndBlemishes	NacreThickness	PearlStringingMethod	SizePerPearl	NumberOfPearls	MSRP	SalesPrice	FulfillmentCenterID	SaleStartDate	SaleEndDate	ReleaseDate	ItemPackageQuantity	leadtime-to-ship	RestockDate	MaxAggregateShipQuantity	IsGiftMessageAvailable	IsGiftWrapAvailable	IsDiscontinuedByManufacturer	RegisteredParameter	PlatinumKeywords1	PlatinumKeywords2	PlatinumKeywords3	PlatinumKeywords4	PlatinumKeywords5	UpdateDelete
14649	 14K  White  Solid  Gold  Mens  Diamond  Chain  5.50  Ctw 	 Avianne  &  Co 	14649	FineNecklaceBraceletAnklet	child	12046	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/4/14649-2.jpg	USD								" This  mens  diamond  chain  is  crafted  in  14K  White  Gold.  The  chain  is  highlighted  with  brilliant  round  cut  diamonds  which  are  bezel  set  across  the  frame.  The  chain  measures  to  approximately  21  1/2  inches  in  length  and  1/4  Inches  in  width.  Securely  locking  with  a  durable  lobster  claw  clasp,  this  chocker  diamond  mens  bracelet  is  an  ideal  accessory  for  an  every  day  fashion  wear. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/4/14649-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/1/4/14649-3.jpg										MM			6.3	546	69.5	GR	5.5	CARATS							White-gold	 14K    	 Bezel   																																																																																																																										
CH45667	 14K  White  Solid  Gold  Mens  Diamond  Tennis  Chain  Necklace  16.50  Ctw 	 Avianne  &  Co 	CH45667	FineNecklaceBraceletAnklet	child	24083	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch45667-4.jpg	USD								 This  exquisite  mens  diamond  tennis  chain  necklace  is  crafted  in  highly  gleaming  14K  White  Gold.  The  frame  is  prong  set  with  brilliant  round  cut  diamonds  which  are  G  in  color  and  SI1  in  clarity.  The  frame  measures  to  22  Inches  in  length  and  securely  locks  with  a  slide  in  hidden  clasp  with  one  safety  latch.  This  glamorous  mens  diamond  chain  is  ideal  for  a  special  night  out. 																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch45667-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch45667-5.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch45667-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch45667-2.jpg								MM				559	39	GR	16.5	CARATS							White-gold	 14K    	Prong																																																																																																																										
NN023A	 14K  White  Solid  Gold  Mens  Diamond  Rosary  Chain  55.00  Ctw 	 Avianne  &  Co 	NN023A	FineNecklaceBraceletAnklet	child	40489	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/n/nn023a-1_1_1.jpg	USD								" This  one  of  a  kind  mens  diamond  rosary  chain  is  adorned  with  numerous  small  round  cut  diamonds  which  total  to  53.53  carats.  The  chain  measures  to  32  Inches  in  length  and  each  ball  measures  to  1/4  Inches  in  diameter.  The  cross  is  pave  set  with  brilliant  round  cut  diamonds  and  carries  a  total  of  1.47  carat  round  cut  diamonds.    Weighing  approximately  86  grams,  this  finely  detailed  mens  diamond  rosary  is  an  ideal  accessory  for  a  special  or  an  every  day  casual  wear. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/N/N/NN023A-4.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/N/N/NN023A-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/N/N/NN023A-4_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/N/N/NN023A-3_1.jpg								MM				813	86	GR	53.53	CARATS							White-gold	 14K    	 Micro  Pave   																																																																																																																										
NN023	 14K  White  Solid  Gold  Mens  Diamond  Rosary  Chain  45.49  Ctw 	 Avianne  &  Co 	NN023	FineNecklaceBraceletAnklet	child	40489	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/n/nn023-1_1_1_2.jpg	USD								" This  one  of  a  kind  mens  diamond  rosary  chain  is  adorned  with  numerous  small  round  cut  diamonds  which  total  to  45.49  carats.  The  chain  measures  to  32  Inches  in  length  and  each  ball  measures  to  3/8  Inches  in  diameter.  The  cross  measures  to  1  1/2    Inches  in  length  and  the  drop  length  in  total  measures  to  6  1/2  Inches  in  length.  Weighing  approximately  153.7  grams,  this  finely  detailed  mens  diamond  rosary  is  an  ideal  accessory  for  a  special  or  an  every  day  casual  wear. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/N/N/NN023-4.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/N/N/NN023-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/N/N/NN023-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/n/n/nn023-1_1_1_2.jpg								MM				813	153.7	GR	45.49	CARATS							White-gold	 14K    	 Micro  Pave   																																																																																																																										
CH35421	 14K  Yellow  Solid  Gold  Mens  Diamond  Cuban  Chain  17.50  Ctw 	 Avianne  &  Co 	CH35421	FineNecklaceBraceletAnklet	child	39255	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/m/im-1_297.jpg	USD								" This  glamorous  mens  diamond  Cuban  chain  is  crafted  in  highly  gleaming  14K  Yellow  Gold.  The  links  are  pave  set  with  brilliant  small  round  cut  diamonds    which  total  to  17.50  carats,  The  chain  measures  to  25  Inches  in  length  and  1/2  Inches  in  width.  Securely  locking  with  a  durable  large  box  clasp  with  two  safety  latches,  this  one  of  a  kind  mens  diamond  cuban  chain  is  an  ideal  accessory  for  a  glamorous  night  out. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/i/m/im-2_61.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/i/m/im-3_53.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch35421-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch35421-3.jpg								MM			13	635	354.2	GR	17.5	CARATS							Yellow-Gold	 14K    	Pave																																																																																																																										
NN023B	 10K  White  Solid  Gold  Mens  Diamond  Rosary  Chain  67.55  Ctw 	 Avianne  &  Co 	NN023B	FineNecklaceBraceletAnklet	child	54703	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/n/nn023-1_1_1_1.jpg	USD								" This  one  of  a  kind  mens  diamond  rosary  chain  is  adorned  with  numerous  small  round  cut  diamonds  which  total  to  67.55  carats.  The  chain  measures  to  32  Inches  in  length  and  each  ball  measures  to  3/8  Inches  in  diameter.  The  cross  measures  to  1  1/2    Inches  in  length  and  the  drop  length  in  total  measures  to  7  Inches  in  length.  Weighing  approximately  139.2  grams,  this  finely  detailed  mens  diamond  rosary  is  an  ideal  accessory  for  a  special  or  an  every  day  casual  wear. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/N/N/NN023-4_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/N/N/NN023-2_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/N/N/NN023-3_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/n/n/nn023-1_1_1_1.jpg								MM				813	139.2	GR	67.55	CARATS							White-gold	 10K    	 Micro  Pave   																																																																																																																										
NN024	 10K  White  Solid  Gold  Mens  Diamond  Rosary  Chain  36.75  Ctw 	 Avianne  &  Co 	NN024	FineNecklaceBraceletAnklet	child	27358	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/n/nn023-1_1_1.jpg	USD								" This  one  of  a  kind  mens  diamond  rosary  chain  is  adorned  with  numerous  small  round  cut  diamonds  which  total  to  636.75  carats.  The  chain  measures  to  32  Inches  in  length  and  each  ball  measures  to  3/8  Inches  in  diameter.  The  cross  measures  to  1  1/2    Inches  in  length  and  the  drop  length  in  total  measures  to  7  Inches  in  length.  Weighing  approximately  93.6  grams,  this  finely  detailed  mens  diamond  rosary  is  an  ideal  accessory  for  a  special  or  an  every  day  casual  wear. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/N/N/NN023-4_1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/N/N/NN023-2_1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/N/N/NN023-3_1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/n/n/nn023-1_1_1.jpg								MM				813	93.6	GR	36.75	CARATS							White-gold	 10K    	 Micro  Pave   																																																																																																																										
CH17425	 14K  Yellow  Solid  Gold  Womens  Diamond  Tennis  Chain  Necklace  2.50  Ctw 	 Avianne  &  Co 	CH17425	FineNecklaceBraceletAnklet	child	2311	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch17425-1_1.jpg	USD								" These  glamorous  womens  diamond  tennis  chain  is  crafted  in  highly  gleaming  14K  Yellow  Gold.  The  frame  is  outlined  with  small  round  cut  diamonds  which  are  carefully  placed  on  an  illusion  setting.  The  frame  measures  to  16  Inches  in  length  and  1/4  Inches  in  width.  Weighing  approximately  17.4  grams,  this  elegant  womens  diamond  chain  securely  locks  with  a  hidden  slide  in  clasp  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch17425-4.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch17425-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch17425-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch17425-1_1.jpg								MM				457	15.2	GR	2.5	CARATS							Yellow-Gold	 14K    	Illusion																																																																																																																										
CH97195	 14K  White  Solid  Gold  Mens  Diamond  Tennis  Chain  19.50  Ctw 	 Avianne  &  Co 	CH97195	FineNecklaceBraceletAnklet	child	30529	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch97195-2.jpg	USD								" This  glamorous  mens  diamond  tennis  chain  is  crafted  in  highly  gleaming  14K  white  gold.  The  two  row  bracelet  is  prong  set  with  small  round  cut  brilliant  diamonds  which  are  G  in  color  and  VS  in  clarity.  The  frame  measures  to  32  inches  in  length  and  1/4  inches  in  width.  Weighing  approximately  97  grams,  this  exquisite  mens  diamond  tennis  chain  securely  locks  with  a  durable  slide  in  clasp  with  two  safety  latches  from  opposite  sides. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch97195-4.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch97195-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch97195-3.jpg									MM			7	813	97	GR	19.5	CARATS							White-gold	 14K    	Prong																																																																																																																										
CH7120	 10K  Yellow  Solid  Gold  Womens  Diamond  Rosary  Chain  12.00  Ctw 	 Avianne  &  Co 	CH7120	FineNecklaceBraceletAnklet	child	15325	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch7120-1.jpg	USD								" This  glamorous  diamond  rosary  chain  is  crafted  in  lustrous  10K  yellow  gold.  The  chain  is  prong  set  with  brilliant  round  cut  diamonds  which  are  G  in  color  and  SI  in  clarity.  The  drop  length  chain  holds  a  brilliant  cross  which  measures  to  1  1/2  Inches  in  length  and  1  Inches  in  width.  The  chain  ,  with  the  drop  length,  measures  to  33  1/2  inches  and  it  weighs  approximately  71.2  grams.  This  large  diamond  rosary  chain  is  an  ideal  accessory  which  guarantees  any  onlookers  attention. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch7120-5.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch7120-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch7120-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch7120-4.jpg								MM				711	71.2	GR	12	CARATS							Yellow-Gold	 10K    	Prong																																																																																																																										
CH943	 10K  White  Solid  Gold  Mens  Diamond  Two  Row  Tennis  Chain  3.00  Ctw 	 Avianne  &  Co 	CH943	FineNecklaceBraceletAnklet	child	8974	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch943-1.jpg	USD								" This  long  mens  diamond  two  row  tennis  chain  is  crafted  in  highly  polished  10K  white  gold.  The  small  round  cut  diamonds  weighing  3.00  carats  are  placed  in  two  rows  on  an  illusion  setting.  The  frame  measures  to  34  Inches  in  length  and  1/4  Inches  in  width.  Weighing  approximately  94  grams,  this  mens  diamond  chain  securely  locks  with  a  hidden  slide  in  clasp  and  one  safety  latch  from  the  side. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch943-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch943-3.jpg										MM			7	864	94	GR	3	CARATS							White-gold	 10K    	 Illusion   																																																																																																																										
CH1201	 14K  Solid  Gold  Black  Rhodium  Plated  Mens  Diamond  Rosary  Chain  with  Black  Diamonds  31.25  Ctw 	 Avianne  &  Co 	CH1201	FineNecklaceBraceletAnklet	child	27099	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch1201-4_1.jpg	USD								" Stand  out  with  this  one  of  a  kind  mens  diamond  rosary  chain  which  is  crafted  in  14K  gold  and  dipped  in  black  rhodium.  The  rosary  is  detailed  with  10.75  carat  white  round  cut  diamonds  and  20.50  carat  black  round  cut  diamonds.  The  oval  shaped  center  features  praying  hands  with  the  cross  which  measures  to  2  inches  in  length  and  1  1/2  inches  in  width.  The  cross  on  the  bottom  measures  to  2  inches  in  length  and  1  1/2    inches  in  width.  The  chain  measures  to  30  inches  in  length  and  features  8  1/2  inch  drop  length.  Weighing  approximately  120  grams,  this  exquisite  mens  diamond  rosary  chain  is  an  ideal  accessory  which  guarantees  any  onlookers  attention. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch1201-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch1201-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch1201-4_1.jpg									MM				762	120	GR	31.25	CARATS							rhodium-plated-white-gold	 14K    	" Prong,  Pave "																																																																																																																										
CH6716	 14K  White  Solid  Gold  Mens  Diamond  Tennis  Chain  16.00  Ctw 	 Avianne  &  Co 	CH6716	FineNecklaceBraceletAnklet	child	23974	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch6716-4.jpg	USD								" This  glamorous  mens  diamond  tennis  chain  is  handcrafted  in  14K  white  gold.  Small  round  cut  white  diamonds  are  prong  set  across  the  frame  and  total  to  16.00  carats.  Measuring  to  29  inches  in  length  and  1/8  inches  in  width,  this  exquisite  mens  diamond  tennis  chain  securely  locks  with  a  slide  in  hidden  clasp  and  one  safety  latch  from  the  opposite  side. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch6716-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch6716-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch6716-3.jpg									MM			3.5	737	67	GR	16	CARATS							White-gold	 14K    	Prong																																																																																																																										
CH767Y	 10K  White  Solid  Gold  Mens  Diamond  Tennis  Chain  with  Yellow  Diamonds  15.00  Ctw 	 Avianne  &  Co 	CH767Y	FineNecklaceBraceletAnklet	child	14599	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch767y-3.jpg	USD								" This  glamorous  mens  diamond  tennis  chain  is  handcrafted  in  10K  white  gold.  The  frame  is  prong  set  with  yellow  and  white  brilliant  round  cut  diamonds  which  total  to  15.00  carats.  The  frame  measures  to  38  Inches  in  length  and  1/4  inches  in  width.  Weighing  approximately  76.7  grams,  this  mens  chain  securely  locks  with  a  durable  slide  in  clasp  and  two  safety  latches. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch767y-4.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch767y-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch767y-1.jpg									MM			6	965	76.7	GR	15	CARATS							White-gold	 10K    	 Prong   																																																																																																																										
CH2975	 14K  Solid  Gold  Black  Rhdoium  Plated  Mens  Diamond  Tennis  Chain  with  Black  Diamonds  51.00  Ctw 	 Avianne  &  Co 	CH2975	FineNecklaceBraceletAnklet	child	27099	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch2975-3.jpg	USD								" This  one  of  a  kind  mens  diamond  tennis  chain  is  crafted  in  14K  gold  and  dipped  in  black  rhodium.  Brilliant  round  cut  black  diamonds  are  prong  set  all  the  way  across  the  frame  and  total  to  51.00  carats.  The  frame  measures  to  34  inches  in  length  and  1/8  inches  in  width.  Weighing  approximately  74.5  grams,  this  mens  chain  securely  locks  with  a  slide  in  clasp  and  one  safety  latch. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch2975-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch2975-4.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch2975-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch2975-1.jpg								MM			3.5	864	74.5	GR	51	CARATS							rhodium-plated-white-gold	 14K    	 Prong   																																																																																																																										
CH20153	 14K  Yellow  Solid  Gold  Mens  Diamond  Cuban  Chain  13.00  Ctw 	 Avianne  &  Co 	CH20153	FineNecklaceBraceletAnklet	child	28450	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch20153-1.jpg	USD								" This  glamorous  mens  diamond  chain  is  handcrafted  in  lustrous  14K    yellow  gold.  The  frame  is  adorned  with  numerous  small  round  cut  diamonds  which  total  to  13.00  carats.  The  chain  measures  to  31  inches  in  length  and  1/4  inches  in  width.  Weighing  approximately  157.7  grams,  this  one  of  a  kind  mens  chain  securely  locks  with  a  durable  box  clasp  and  two  safety  latches  on  opposite  sides, "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch20153-4.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch20153-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch20153-2.jpg									MM			7	787	157.7	GR	13	CARATS							Yellow-Gold	 14K    	 Pave   																																																																																																																										
CH125454	 14K  Yellow  Solid  Gold  Mens  Diamond  Black  Onyx  Chai  Rosary  Chain  2.15  Ctw 	 Avianne  &  Co 	CH125454	FineNecklaceBraceletAnklet	child	6575	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch125454-4.jpg	USD								" Handmade  to  absolute  perfection,  this  one  of  a  kind  mens  onyx  chain  is  crafted  in  14K  yellow  gold.  The  circle  and  the  chai  pendant  are  outlined  with  brilliant  round  cut  diamonds  which  total  to  2.15  carats.  The  bigger  onyx  balls  measure  to  8.2  mm  in  diameter  and  the  smaller  balls  measure  to  4.4  mm  in  diameter.  The  chain  measures  to  30  inches  in  length  and  features  an  additional  6  Inch  drop  length. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch125454-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch125454-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch125454-3.jpg									MM				991	55.5	GR	2.15	CARATS							Yellow-Gold	 14K    	 Micro  Pave   																																																																																																																										
CH125453	 14K  White  Solid  Gold  Mens  Diamond  Black  Onyx  Chai  Rosary  Chain  2.15  Ctw 	 Avianne  &  Co 	CH125453	FineNecklaceBraceletAnklet	child	7236	100	chain-necklaces	 Avianne  &  Co 	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/ch125453-5.jpg	USD								" Handmade  to  absolute  perfection,  this  one  of  a  kind  mens  onyx  chain  is  crafted  in  14K  white  gold.  The  circle,  the  chai  pendant  and  two  star  of  david  pendants  are  outlined  with  brilliant  round  cut  diamonds  which  total  to  3.48  carats.  The  chai  pendant  measures  to  1  inches  in  length  and  1  inches  in  width.  The  circle  pendant  measures  to  15/16  inches  in  diameter  and  each  star  of  david  pendant  measures  to  3/4  inches  in  length  and  width.  The  small  onyx  balls  measure  to  3  mm  in  diameter.  This  finely  detailed  mens  onyx  chain  is  an  ideal  accessory  which  guarantees  any  onlookers  attention. "																																						http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch125453-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch125453-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch125453-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/c/h/ch125453-4.jpg								MM				762	27.8	GR	3.48	CARATS							White-gold	 14K    	 Micro  Pave 																																																																																																																										
